x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.05,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.04,0.14,0.24,0.34,0.44,0.54,0.64,0.74,0.84,0.94,0.03,0.02,0.01
0.005,0.015,0.025,0.035,0.045,0.055,0.065,0.075,0.085,0.095,0.105,0.115,0.125,0.135,0.145,0.155,0.165,0.175,0.185,0.195,0.205,0.215,0.225,0.235,0.245,0.255,0.265,0.275,0.285,0.295
0.05,0.07,0.09,0.11,0.13,0.15,0.17,0.19,0.21,0.23,0.25,0.27,0.29,0.31,0.33,0.35,0.37,0.39,0.41,0.43,0.45,0.47,0.49,0.51,0.53,0.55,0.57,0.59,0.61,0.63
0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1,0.2,0.3,0.4,0.5
0.55,0.45,0.35,0.25,0.15,0.05,0.95,0.85,0.75,0.65,0.55,0.45,0.35,0.25,0.15,0.05,0.98,0.88,0.78,0.68,0.58,0.48,0.38,0.28,0.18,0.08,0.98,0.88,0.78,0.68
0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.05,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11
0.3,0.4,0.45,0.25,0.15,0.05,0.55,0.65,0.75,0.85,0.95,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.05,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95
0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.88,0.96,0.04,0.12,0.2,0.28,0.36,0.44,0.52,0.6,0.68,0.76,0.84,0.92,0.01,0.03,0.05,0.07,0.09,0.11
0.29,0.24,0.22,0.21,0.19,0.18,0.17,0.16,0.14,0.15,0.13,0.12,0.11,0.1,0.09,0.08,0.07,0.06,0.05,0.04,0.03,0.02,0.01,0.5,0.75,0.85,0.95,0.15,0.25,0.35
0.12,0.34,0.56,0.78,0.9,0.11,0.22,0.33,0.44,0.55,0.66,0.77,0.88,0.99,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.12,0.13,0.14,0.15,0.16,0.17
0.04,0.08,0.12,0.16,0.2,0.24,0.28,0.32,0.36,0.4,0.44,0.48,0.52,0.56,0.6,0.64,0.68,0.72,0.76,0.8,0.84,0.88,0.92,0.96,0.01,0.05,0.09,0.13,0.17,0.21
0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.05,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.05,0.15,0.25
0.06,0.12,0.18,0.24,0.3,0.36,0.42,0.48,0.54,0.6,0.66,0.72,0.78,0.84,0.9,0.96,0.02,0.08,0.14,0.2,0.26,0.32,0.38,0.44,0.5,0.56,0.62,0.68,0.74,0.8
0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.05,0.15,0.25
0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31
0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.04,0.03,0.02,0.01,0.5,0.6,0.7,0.8,0.9,0.05,0.06,0.07
0.06,0.16,0.26,0.36,0.46,0.56,0.66,0.76,0.86,0.07,0.17,0.27,0.37,0.47,0.57,0.67,0.77,0.87,0.97,0.08,0.18,0.28,0.38,0.48,0.58,0.68,0.78,0.88,0.98,0.09
0.03,0.07,0.11,0.15,0.19,0.23,0.27,0.31,0.35,0.39,0.43,0.47,0.51,0.55,0.59,0.63,0.67,0.71,0.75,0.79,0.83,0.87,0.91,0.95,0.99,0.04,0.08,0.12,0.16,0.2
0.45,0.55,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55
0.04,0.14,0.24,0.34,0.44,0.54,0.64,0.74,0.84,0.94,0.06,0.16,0.26,0.36,0.46,0.56,0.66,0.76,0.86,0.96,0.08,0.18,0.28,0.38,0.48,0.58,0.68,0.78,0.88,0.98
0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.02,0.12,0.22,0.32,0.42,0.52,0.62,0.72,0.82,0.92,0.01,0.03,0.05,0.07,0.09,0.11,0.13,0.15,0.17,0.19,0.21
0.14,0.26,0.38,0.5,0.62,0.74,0.86,0.98,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52
0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6
0.3,0.5,0.7,0.9,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
0.4,0.5,0.6,0.7,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.05,0.15,0.25,0.35,0.45,0.55,0.65
0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.02,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.01,0.03,0.05,0.07,0.09,0.11,0.13,0.15,0.17,0.19,0.21
0.07,0.08,0.09,0.1,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35
0.5,0.4,0.35,0.3,0.25,0.2,0.15,0.1,0.05,0.45,0.55,0.65,0.75,0.85,0.95,0.85,0.75,0.65,0.55,0.45,0.35,0.25,0.15,0.05,0.1,0.2,0.3,0.4,0.9,0.8
0.16,0.26,0.36,0.46,0.56,0.66,0.76,0.86,0.11,0.21,0.31,0.41,0.51,0.61,0.71,0.81,0.91,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13
0.02,0.03,0.05,0.07,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45
0.33,0.43,0.53,0.63,0.73,0.83,0.93,0.03,0.13,0.23,0.33,0.43,0.53,0.63,0.73,0.83,0.93,0.04,0.14,0.24,0.34,0.44,0.54,0.64,0.74,0.84,0.94,0.05,0.15,0.25
0.09,0.19,0.29,0.39,0.49,0.59,0.69,0.79,0.89,0.01,0.11,0.21,0.31,0.41,0.51,0.61,0.71,0.81,0.91,0.02,0.12,0.22,0.32,0.42,0.52,0.62,0.72,0.82,0.92,0.03
0.12,0.22,0.32,0.42,0.52,0.62,0.72,0.82,0.92,0.02,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
0.2,0.3,0.1,0.4,0.5,0.6,0.7,0.8,0.2,0.25,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68
0.03,0.04,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33
0.03,0.06,0.09,0.12,0.15,0.18,0.21,0.24,0.27,0.3,0.33,0.36,0.39,0.42,0.45,0.48,0.51,0.54,0.57,0.6,0.63,0.66,0.69,0.72,0.75,0.78,0.81,0.84,0.87,0.9
0.3,0.25,0.2,0.15,0.1,0.05,0.6,0.55,0.65,0.75,0.85,0.9,0.95,0.92,0.89,0.88,0.87,0.86,0.84,0.83,0.82,0.81,0.8,0.79,0.78,0.77,0.76,0.74,0.73,0.72
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.05,0.1,0.15,0.05,0.1
0.01,0.04,0.07,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62
