x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
0.05,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.04,0.14,0.24,0.34,0.44,0.54,0.64,0.74,0.84,0.94,0.02,0.12,0.22,0.32,0.42,0.52,0.62,0.72,0.82,0.92
0.34,0.44,0.54,0.64,0.74,0.84,0.94,0.04,0.14,0.24,0.34,0.44,0.54,0.64,0.74,0.84,0.94,0.05,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.05,0.15,0.25
0.11,0.22,0.33,0.44,0.55,0.66,0.77,0.88,0.99,0.14,0.25,0.36,0.47,0.58,0.69,0.7,0.81,0.92,0.03,0.15,0.24,0.35,0.46,0.57,0.68,0.79,0.8,0.91,0.02,0.12
0.03,0.12,0.23,0.34,0.45,0.54,0.65,0.76,0.87,0.98,0.09,0.19,0.29,0.39,0.49,0.59,0.69,0.79,0.89,0.99,0.01,0.11,0.21,0.31,0.41,0.51,0.61,0.71,0.81,0.91
0.12,0.24,0.36,0.48,0.6,0.72,0.84,0.96,0.07,0.19,0.31,0.43,0.55,0.67,0.79,0.91,0.02,0.14,0.26,0.38,0.5,0.62,0.74,0.86,0.98,0.03,0.15,0.27,0.39,0.51
0.02,0.12,0.22,0.32,0.42,0.52,0.62,0.72,0.82,0.92,0.01,0.11,0.21,0.31,0.41,0.51,0.61,0.71,0.81,0.91,0.02,0.12,0.22,0.32,0.42,0.52,0.62,0.72,0.82,0.92
0.055,0.115,0.175,0.235,0.295,0.355,0.415,0.475,0.535,0.055,0.115,0.175,0.235,0.295,0.355,0.415,0.475,0.535,0.595,0.045,0.105,0.165,0.225,0.285,0.345,0.405,0.465,0.525,0.585,0.065
0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.4
0.015,0.025,0.035,0.045,0.055,0.065,0.075,0.085,0.095,0.105,0.115,0.125,0.135,0.145,0.155,0.165,0.175,0.185,0.195,0.205,0.215,0.225,0.235,0.245,0.255,0.265,0.275,0.285,0.295,0.305
0.72,0.64,0.56,0.48,0.4,0.32,0.24,0.16,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.01,0.11,0.21,0.31,0.41,0.51,0.61,0.71,0.81,0.91,0.02,0.12,0.22,0.32,0.42,0.52,0.62,0.72,0.82,0.92,0.03
0.33,0.45,0.57,0.69,0.81,0.93,0.05,0.17,0.29,0.41,0.53,0.65,0.77,0.89,0.01,0.13,0.25,0.37,0.49,0.61,0.73,0.85,0.97,0.09,0.21,0.33,0.45,0.57,0.69,0.81
0.01,0.05,0.09,0.15,0.18,0.24,0.26,0.32,0.36,0.42,0.48,0.53,0.57,0.64,0.68,0.72,0.75,0.81,0.84,0.89,0.92,0.94,0.96,0.98,0.99,0.95,0.91,0.87,0.83,0.79
0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.05,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.01,0.02
0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.055,0.06,0.065,0.07,0.075,0.08,0.085,0.09,0.095,0.1,0.105,0.11,0.115,0.12,0.125,0.13,0.135,0.14,0.145,0.15
0.4,0.5,0.6,0.7,0.8,0.9,0.2,0.1,0.3,0.4,0.51,0.61,0.71,0.81,0.91,0.02,0.12,0.22,0.32,0.42,0.52,0.62,0.72,0.82,0.92,0.03,0.13,0.23,0.33,0.43
0.32,0.44,0.56,0.68,0.8,0.92,0.01,0.12,0.23,0.34,0.45,0.56,0.67,0.78,0.89,0.02,0.13,0.24,0.35,0.46,0.57,0.68,0.79,0.8,0.91,0.02,0.03,0.04,0.05,0.06
0.02,0.07,0.12,0.17,0.22,0.27,0.32,0.37,0.42,0.47,0.52,0.57,0.62,0.67,0.72,0.77,0.82,0.87,0.92,0.97,0.02,0.07,0.12,0.17,0.22,0.27,0.32,0.37,0.42,0.47
0.01,0.04,0.07,0.11,0.14,0.18,0.22,0.26,0.29,0.33,0.37,0.41,0.45,0.49,0.53,0.57,0.61,0.65,0.69,0.73,0.77,0.81,0.85,0.89,0.93,0.97,0.99,0.02,0.06,0.1
0.04,0.12,0.24,0.36,0.48,0.54,0.66,0.78,0.81,0.93,0.02,0.14,0.26,0.38,0.5,0.62,0.74,0.86,0.98,0.05,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.1
0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34
0.05,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.03,0.13,0.23,0.33,0.43,0.53,0.63,0.73,0.83,0.93,0.02,0.12,0.22,0.32,0.42,0.52,0.62,0.72,0.82,0.92
0.4,0.3,0.2,0.1,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2,0.1,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.0
0.04,0.08,0.12,0.16,0.2,0.24,0.28,0.32,0.36,0.4,0.04,0.09,0.14,0.19,0.24,0.29,0.34,0.39,0.44,0.49,0.54,0.59,0.64,0.69,0.74,0.79,0.84,0.89,0.94,0.99
0.4,0.5,0.6,0.7,0.8,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.05,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.05,0.15,0.25,0.35
0.3,0.6,0.1,0.2,0.9,0.8,0.7,0.4,0.5,0.3,0.2,0.1,0.0,0.7,0.6,0.5,0.4,0.3,0.2,0.1,0.0,0.5,0.6,0.7,0.8,0.9,0.0,0.1,0.2,0.3
0.7,0.1,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.05,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
0.3,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.02,0.12,0.22,0.32,0.42,0.52,0.62,0.72,0.82,0.92,0.99
0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.09,0.09,0.09,0.1,0.1,0.1,0.1
0.2,0.4,0.6,0.8,0.1,0.3,0.5,0.7,0.9,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.3
0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,0.96,0.97,0.98,0.99,0.1,0.2,0.3,0.4,0.5,0.6,0.7
0.005,0.015,0.025,0.035,0.045,0.055,0.065,0.075,0.085,0.095,0.105,0.115,0.125,0.135,0.145,0.155,0.165,0.175,0.185,0.195,0.205,0.215,0.225,0.235,0.245,0.255,0.265,0.275,0.285,0.295
0.31,0.41,0.51,0.61,0.71,0.81,0.91,0.01,0.11,0.21,0.31,0.41,0.51,0.61,0.71,0.81,0.91,0.02,0.12,0.22,0.32,0.42,0.52,0.62,0.72,0.82,0.92,0.03,0.13,0.23
0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,0.85,0.75,0.65,0.55
0.15,0.35,0.55,0.65,0.75,0.85,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.11,0.21,0.31,0.41,0.51,0.61,0.71,0.81,0.91,0.02,0.12,0.22,0.32,0.42,0.52
0.007,0.008,0.009,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.021,0.022,0.023,0.024,0.025,0.026,0.027,0.028,0.029,0.03,0.031,0.032,0.033,0.034,0.035,0.036,0.037
0.1,0.1,0.1,0.2,0.2,0.2,0.5,0.5,0.5,0.4,0.3,0.2,0.1,0.6,0.7,0.8,0.9,0.4,0.5,0.6,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1,0.1
0.08,0.18,0.28,0.38,0.48,0.58,0.68,0.78,0.88,0.09,0.19,0.29,0.39,0.49,0.59,0.69,0.79,0.89,0.99,0.04,0.14,0.24,0.34,0.44,0.54,0.64,0.74,0.84,0.94,0.02
0.13,0.23,0.33,0.43,0.53,0.63,0.73,0.83,0.93,0.12,0.22,0.32,0.42,0.52,0.62,0.72,0.82,0.92,0.02,0.12,0.22,0.32,0.42,0.52,0.62,0.72,0.82,0.92,0.02,0.12
0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6
0.09,0.19,0.29,0.39,0.49,0.59,0.69,0.79,0.89,0.01,0.11,0.21,0.31,0.41,0.51,0.61,0.71,0.81,0.91,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11
