surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.12, 'F2': 4.797}","{'F1': 0.12, 'F2': 4.557}"
"{'F1': 0.15, 'F2': 4.123}","{'F1': 0.15, 'F2': 3.5}"
"{'F1': 0.08, 'F2': 4.365}","{'F1': 0.08, 'F2': 4.158}"
"{'F1': 0.1, 'F2': 3.263}","{'F1': 0.1, 'F2': 3.311}"
"{'F1': 0.08, 'F2': 4.158}","{'F1': 0.05, 'F2': 4.288}"
"{'F1': 0.08, 'F2': 4.235}","{'F1': 0.08, 'F2': 4.717}"
"{'F1': 0.02, 'F2': 4.831}","{'F1': 0.02, 'F2': 5.301}"
"{'F1': 0.15, 'F2': 4.591}","{'F1': 0.15, 'F2': 4.216}"
"{'F1': 0.2, 'F2': 4.115}","{'F1': 0.2, 'F2': 4.283}"
"{'F1': 0.28, 'F2': 4.021}","{'F1': 0.28, 'F2': 3.415}"
"{'F1': 0.09, 'F2': 4.761}","{'F1': 0.09, 'F2': 4.888}"
"{'F1': 0.05, 'F2': 3.667}","{'F1': 0.05, 'F2': 3.524}"
"{'F1': 0.2, 'F2': 3.842}","{'F1': 0.2, 'F2': 2.403}"
"{'F1': 0.1, 'F2': 4.536}","{'F1': 0.1, 'F2': 4.596}"
"{'F1': 0.05, 'F2': 4.841}","{'F1': 0.05, 'F2': 3.633}"
"{'F1': 0.18, 'F2': 3.623}","{'F1': 0.18, 'F2': 4.051}"
"{'F1': 0.7, 'F2': 3.487}","{'F1': 0.7, 'F2': 1.588}"
"{'F1': 0.15, 'F2': 3.47}","{'F1': 0.15, 'F2': 3.292}"
"{'F1': 0.1, 'F2': 4.596}","{'F1': 0.2, 'F2': 4.207}"
"{'F1': 0.08, 'F2': 4.158}","{'F1': 0.08, 'F2': 2.63}"
"{'F1': 0.02, 'F2': 5.26}","{'F1': 0.02, 'F2': 5.301}"
"{'F1': 0.06, 'F2': 4.071}","{'F1': 0.06, 'F2': 4.184}"
"{'F1': 0.1, 'F2': 3.263}","{'F1': 0.1, 'F2': 3.117}"
"{'F1': 0.02, 'F2': 5.173}","{'F1': 0.02, 'F2': 5.012}"
"{'F1': 0.3, 'F2': 3.479}","{'F1': 0.3, 'F2': 4.024}"
"{'F1': 0.38, 'F2': 3.671}","{'F1': 0.38, 'F2': 3.284}"
"{'F1': 0.15, 'F2': 3.76}","{'F1': 0.15, 'F2': 3.778}"
"{'F1': 0.01, 'F2': 5.277}","{'F1': 0.01, 'F2': 5.369}"
"{'F1': 0.02, 'F2': 3.61}","{'F1': 0.02, 'F2': 3.964}"
"{'F1': 0.08, 'F2': 2.63}","{'F1': 0.08, 'F2': 2.459}"
"{'F1': 0.25, 'F2': 3.217}","{'F1': 0.25, 'F2': 2.947}"
"{'F1': 0.15, 'F2': 3.664}","{'F1': 0.15, 'F2': 2.415}"
"{'F1': 0.02, 'F2': 4.02}","{'F1': 0.02, 'F2': 4.327}"
"{'F1': 0.03, 'F2': 5.287}","{'F1': 0.03, 'F2': 5.21}"
"{'F1': 0.3, 'F2': 3.966}","{'F1': 0.3, 'F2': 3.29}"
"{'F1': 0.05, 'F2': 4.637}","{'F1': 0.05, 'F2': 4.763}"
"{'F1': 0.1, 'F2': 4.596}","{'F1': 0.1, 'F2': 2.553}"
"{'F1': 0.05, 'F2': 4.923}","{'F1': 0.05, 'F2': 4.719}"
"{'F1': 0.2, 'F2': 4.115}","{'F1': 0.2, 'F2': 4.367}"
"{'F1': 0.08, 'F2': 4.46}","{'F1': 0.08, 'F2': 4.396}"
"{'F1': 0.06, 'F2': 3.5}","{'F1': 0.06, 'F2': 3.559}"
"{'F1': 0.2, 'F2': 3.263}","{'F1': 0.2, 'F2': 3.46}"
"{'F1': 0.4, 'F2': 4.151}","{'F1': 0.4, 'F2': 1.321}"
"{'F1': 0.05, 'F2': 3.567}","{'F1': 0.05, 'F2': 3.404}"
"{'F1': 0.2, 'F2': 4.367}","{'F1': 0.2, 'F2': 4.535}"
"{'F1': 0.01, 'F2': 4.96}","{'F1': 0.01, 'F2': 5.117}"
"{'F1': 0.02, 'F2': 4.327}","{'F1': 0.02, 'F2': 4.168}"
"{'F1': 0.05, 'F2': 4.763}","{'F1': 0.05, 'F2': 4.377}"
"{'F1': 0.123, 'F2': 4.567}","{'F1': 0.123, 'F2': 4.553}"
"{'F1': 0.11, 'F2': 4.673}","{'F1': 0.11, 'F2': 4.321}"
"{'F1': 0.05, 'F2': 4.426}","{'F1': 0.05, 'F2': 3.63}"
"{'F1': 0.1, 'F2': 4.596}","{'F1': 0.1, 'F2': 4.62}"
"{'F1': 0.04, 'F2': 3.481}","{'F1': 0.04, 'F2': 3.448}"
"{'F1': 0.05, 'F2': 3.63}","{'F1': 0.05, 'F2': 3.416}"
"{'F1': 0.5, 'F2': 3.842}","{'F1': 0.5, 'F2': 0.599}"
