surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.5, 'F2': 3.815}","{'F1': 0.5, 'F2': 3.723}"
"{'F1': 0.4, 'F2': 3.923}","{'F1': 0.4, 'F2': 3.912}"
"{'F1': 0.01, 'F2': 4.273}","{'F1': 0.01, 'F2': 2.599}"
"{'F1': 0.1, 'F2': 4.536}","{'F1': 0.1, 'F2': 3.183}"
"{'F1': 0.1, 'F2': 3.183}","{'F1': 0.1, 'F2': 4.536}"
"{'F1': 0.1, 'F2': 4.663}","{'F1': 0.1, 'F2': 4.657}"
"{'F1': 0.1, 'F2': 3.176}","{'F1': 0.1, 'F2': 3.477}"
"{'F1': 0.15, 'F2': 4.623}","{'F1': 0.15, 'F2': 4.841}"
"{'F1': 0.1, 'F2': 1.439}","{'F1': 0.1, 'F2': 1.437}"
"{'F1': 0.05, 'F2': 4.657}","{'F1': 0.05, 'F2': 4.822}"
"{'F1': 0.05, 'F2': 3.183}","{'F1': 0.05, 'F2': 4.719}"
"{'F1': 0.3, 'F2': 4.023}","{'F1': 0.3, 'F2': 4.136}"
"{'F1': 0.01, 'F2': 2.599}","{'F1': 0.01, 'F2': 3.849}"
"{'F1': 0.2, 'F2': 4.367}","{'F1': 0.2, 'F2': 3.09}"
"{'F1': 0.08, 'F2': 4.963}","{'F1': 0.08, 'F2': 4.411}"
"{'F1': 0.2, 'F2': 4.367}","{'F1': 0.2, 'F2': 2.703}"
"{'F1': 0.01, 'F2': 5.301}","{'F1': 0.01, 'F2': 5.366}"
"{'F1': 0.05, 'F2': 4.76}","{'F1': 0.05, 'F2': 4.424}"
"{'F1': 0.1, 'F2': 4.657}","{'F1': 0.1, 'F2': 4.874}"
"{'F1': 0.08, 'F2': 4.466}","{'F1': 0.08, 'F2': 4.423}"
"{'F1': 0.25, 'F2': 4.663}","{'F1': 0.25, 'F2': 4.011}"
"{'F1': 0.2, 'F2': 6.049}","{'F1': 0.2, 'F2': 5.844}"
"{'F1': 0.2, 'F2': 3.761}","{'F1': 0.2, 'F2': 4.263}"
"{'F1': 0.05, 'F2': 5.059}","{'F1': 0.05, 'F2': 4.869}"
"{'F1': 0.02, 'F2': 4.874}","{'F1': 0.02, 'F2': 4.916}"
"{'F1': 0.2, 'F2': 4.263}","{'F1': 0.2, 'F2': 3.311}"
"{'F1': 0.01, 'F2': 4.874}","{'F1': 0.01, 'F2': 5.354}"
"{'F1': 0.05, 'F2': 4.424}","{'F1': 0.05, 'F2': 3.615}"
"{'F1': 0.01, 'F2': 5.354}","{'F1': 0.01, 'F2': 5.083}"
"{'F1': 0.01, 'F2': 5.354}","{'F1': 0.01, 'F2': 5.369}"
"{'F1': 0.08, 'F2': 4.763}","{'F1': 0.08, 'F2': 4.126}"
"{'F1': 0.2, 'F2': 2.703}","{'F1': 0.2, 'F2': 2.27}"
"{'F1': 0.01, 'F2': 5.411}","{'F1': 0.01, 'F2': 5.29}"
"{'F1': 0.05, 'F2': 3.615}","{'F1': 0.05, 'F2': 4.527}"
"{'F1': 0.1, 'F2': 1.442}","{'F1': 0.1, 'F2': 1.966}"
"{'F1': 0.01, 'F2': 5.386}","{'F1': 0.01, 'F2': 5.156}"
"{'F1': 0.05, 'F2': 4.424}","{'F1': 0.05, 'F2': 4.719}"
"{'F1': 0.01, 'F2': 5.354}","{'F1': 0.01, 'F2': 5.159}"
"{'F1': 0.7, 'F2': 3.372}","{'F1': 0.7, 'F2': 3.362}"
"{'F1': 0.02, 'F2': 3.59}","{'F1': 0.02, 'F2': 2.495}"
"{'F1': 0.2, 'F2': 2.27}","{'F1': 0.2, 'F2': 2.24}"
"{'F1': 0.05, 'F2': 3.615}","{'F1': 0.1, 'F2': 3.463}"
"{'F1': 0.15, 'F2': 4.773}","{'F1': 0.15, 'F2': 4.117}"
"{'F1': 0.2, 'F2': 3.712}","{'F1': 0.2, 'F2': 3.338}"
