surrogate_model_prediction,benchmark_evaluation
"{'F1': 10.98, 'Latency': 12.45}","{'f1': 20.055000000000007, 'latency': 14.914608001708984}"
"{'F1': 10.98, 'Latency': 12.45}","{'f1': 90.0, 'latency': 15.673050880432127}"
"{'F1': 10.98, 'Latency': 12.45}","{'f1': 13.745000000000005, 'latency': 23.17305564880371}"
"{'F1': 20.19, 'Latency': 17.96}","{'f1': 13.254999999999995, 'latency': 13.848519325256348}"
"{'F1': 20.19, 'Latency': 17.96}","{'f1': 13.053333333333327, 'latency': 16.513233184814453}"
"{'F1': 20.19, 'Latency': 17.96}","{'f1': 37.43333333333334, 'latency': 17.247085571289062}"
"{'F1': 20.19, 'Latency': 17.96}","{'f1': 90.0, 'latency': 14.695944786071777}"
"{'F1': 24.38, 'Latency': 17.6}","{'f1': 13.396666666666661, 'latency': 14.933371543884277}"
"{'F1': 24.38, 'Latency': 17.6}","{'f1': 90.0, 'latency': 15.694289207458494}"
"{'F1': 24.38, 'Latency': 17.6}","{'f1': 90.0, 'latency': 19.13586139678955}"
"{'F1': 24.38, 'Latency': 17.6}","{'f1': 10.379999999999995, 'latency': 12.985048294067383}"
"{'F1': 12.0, 'Latency': 12.0}","{'f1': 90.0, 'latency': 14.642596244812012}"
"{'F1': 12.0, 'Latency': 12.0}","{'f1': 10.280000000000015, 'latency': 28.457279205322266}"
"{'F1': 12.0, 'Latency': 12.0}","{'f1': 37.00666666666667, 'latency': 17.432146072387695}"
"{'F1': 12.0, 'Latency': 12.0}","{'f1': 15.476666666666674, 'latency': 9.806408882141113}"
