prompt_tokens,completion_tokens,total_tokens
12642,1362,14004
13426,98,13524
12642,1362,14004
13426,102,13528
12642,1362,14004
13426,98,13524
12642,1362,14004
12642,1362,14004
13426,102,13528
12642,1362,14004
12642,1362,14004
12642,1362,14004
13426,98,13524
12642,276,12918
12642,276,12918
13426,98,13524
12642,276,12918
13426,102,13528
12642,276,12918
12642,272,12914
13426,98,13524
13798,1362,15160
14582,98,14680
13798,1362,15160
13798,276,14074
13798,276,14074
13798,276,14074
13798,272,14070
13798,276,14074
13798,272,14070
13798,272,14070
13798,276,14074
13798,276,14074
13798,276,14074
13798,276,14074
13798,276,14074
13798,276,14074
14582,102,14684
13798,1362,15160
14582,98,14680
13798,1362,15160
13798,276,14074
13798,272,14070
14582,98,14680
13798,1362,15160
14582,98,14680
13798,1362,15160
13798,1362,15160
13798,1362,15160
13798,272,14070
13798,1362,15160
13798,1362,15160
13798,276,14074
14582,98,14680
14582,98,14680
14582,102,14684
13798,276,14074
14582,98,14680
13798,820,14618
13798,820,14618
13798,820,14618
13798,549,14347
13798,549,14347
14582,98,14680
14954,1362,16316
14954,1362,16316
14954,1362,16316
14954,1362,16316
14954,549,15503
14954,549,15503
14954,549,15503
14954,276,15230
14954,276,15230
14954,276,15230
14954,276,15230
14954,276,15230
14954,276,15230
14954,276,15230
15738,98,15836
14954,1362,16316
15738,98,15836
14954,1362,16316
14954,272,15226
15738,98,15836
14954,1362,16316
15738,102,15840
14954,1362,16316
14954,1362,16316
14954,1362,16316
14954,820,15774
14954,549,15503
14954,549,15503
14954,549,15503
14954,549,15503
14954,549,15503
14954,549,15503
14954,549,15503
14954,276,15230
14954,276,15230
14954,276,15230
14954,272,15226
15738,102,15840
14954,1362,16316
14954,1362,16316
14954,1362,16316
14954,276,15230
14954,1362,16316
14954,272,15226
14954,1362,16316
15738,98,15836
15738,98,15836
15738,98,15836
14954,1362,16316
14954,1362,16316
14954,1362,16316
14954,1091,16045
14954,1091,16045
14954,1091,16045
14954,820,15774
14954,1091,16045
14954,820,15774
14954,820,15774
14954,820,15774
14954,820,15774
14954,549,15503
14954,820,15774
14954,549,15503
14954,272,15226
15738,98,15836
14954,820,15774
14954,820,15774
14954,820,15774
14954,820,15774
14954,820,15774
14954,549,15503
14954,549,15503
15738,98,15836
16110,1362,17472
16110,549,16659
16894,98,16992
16110,1362,17472
16894,98,16992
16110,1362,17472
16110,276,16386
16894,98,16992
16110,1362,17472
16110,1362,17472
16110,1091,17201
16110,1091,17201
16110,820,16930
16110,820,16930
16110,549,16659
16110,549,16659
16110,549,16659
16110,549,16659
16110,549,16659
16110,549,16659
16110,549,16659
16110,549,16659
16110,549,16659
16110,276,16386
16110,276,16386
16110,276,16386
16110,276,16386
16110,276,16386
16110,276,16386
16894,98,16992
16110,1362,17472
16110,272,16382
16894,98,16992
16110,1362,17472
16110,1362,17472
16110,1362,17472
16110,1362,17472
16110,1362,17472
16894,98,16992
16110,276,16386
16894,98,16992
16110,276,16386
16894,98,16992
16110,549,16659
16894,98,16992
16110,1091,17201
16110,1091,17201
16110,1091,17201
16110,549,16659
16110,549,16659
16110,549,16659
16110,549,16659
16110,549,16659
16110,549,16659
16110,549,16659
16110,549,16659
16894,102,16996
17266,1362,18628
17266,276,17542
18050,98,18148
17266,1362,18628
18050,98,18148
17266,1362,18628
18050,102,18152
17266,1362,18628
18050,98,18148
17266,1362,18628
17266,272,17538
18050,102,18152
17266,1362,18628
17266,1362,18628
17266,1362,18628
17266,1362,18628
17266,276,17542
18050,98,18148
17266,276,17542
17266,272,17538
17266,1362,18628
18050,98,18148
18050,98,18148
17266,549,17815
17266,276,17542
18050,98,18148
17266,272,17538
18050,98,18148
18422,1362,19784
18422,549,18971
19206,98,19304
18422,1362,19784
18422,1362,19784
18422,1362,19784
18422,1091,19513
18422,549,18971
18422,549,18971
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,272,18694
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,272,18694
18422,278,18700
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,307,18729
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
19206,98,19304
18422,1362,19784
18422,1362,19784
18422,549,18971
18422,549,18971
18422,549,18971
18422,549,18971
18422,549,18971
18422,549,18971
18422,549,18971
18422,549,18971
18422,549,18971
18422,549,18971
18422,549,18971
18422,549,18971
18422,549,18971
18422,549,18971
18422,549,18971
18422,549,18971
18422,549,18971
18422,549,18971
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
19206,98,19304
18422,1362,19784
18422,1091,19513
18422,1091,19513
18422,820,19242
18422,820,19242
18422,549,18971
18422,549,18971
18422,549,18971
18422,549,18971
18422,276,18698
18422,276,18698
18422,276,18698
19206,98,19304
18422,1362,19784
18422,276,18698
18422,276,18698
19206,98,19304
18422,1362,19784
18422,1362,19784
18422,1362,19784
18422,1362,19784
18422,1362,19784
18422,276,18698
19206,98,19304
18422,820,19242
19206,98,19304
18422,1362,19784
18422,1362,19784
18422,1353,19775
18422,1362,19784
18422,1362,19784
18422,1362,19784
18422,820,19242
18422,1091,19513
18422,1362,19784
18422,820,19242
18422,1091,19513
18422,1091,19513
18422,820,19242
18422,1091,19513
18422,820,19242
18422,1091,19513
18422,1091,19513
18422,820,19242
18422,820,19242
18422,820,19242
18422,820,19242
18422,820,19242
18422,820,19242
18422,820,19242
18422,820,19242
18422,820,19242
18422,549,18971
18422,549,18971
18422,820,19242
18422,820,19242
18422,549,18971
18422,820,19242
18422,276,18698
18422,820,19242
18422,276,18698
18422,276,18698
18422,820,19242
18422,820,19242
18422,276,18698
18422,267,18689
18422,820,19242
18422,272,18694
18422,276,18698
18422,549,18971
18422,820,19242
18422,276,18698
18422,276,18698
18422,545,18967
18422,276,18698
18422,820,19242
18422,549,18971
18422,276,18698
18422,276,18698
18422,549,18971
18422,820,19242
18422,276,18698
19206,98,19304
18422,549,18971
18422,820,19242
18422,549,18971
18422,549,18971
18422,549,18971
18422,549,18971
18422,549,18971
18422,276,18698
18422,549,18971
18422,276,18698
18422,276,18698
19206,102,19308
18422,549,18971
18422,549,18971
18422,549,18971
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,272,18694
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,272,18694
18422,272,18694
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
18422,276,18698
19206,98,19304
