prompt_tokens,completion_tokens,total_tokens
11487,276,11763
11487,272,11759
11487,276,11763
11487,272,11759
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,272,11759
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,272,11759
11487,272,11759
11487,272,11759
11487,276,11763
11487,272,11759
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,272,11759
11487,276,11763
11487,274,11761
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,272,11759
11487,276,11763
11487,274,11761
11487,272,11759
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,272,11759
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,272,11759
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,274,11761
11487,276,11763
11487,276,11763
11487,276,11763
11487,272,11759
11487,276,11763
11487,272,11759
11487,276,11763
11487,276,11763
11487,276,11763
11487,272,11759
11487,272,11759
11487,276,11763
11487,276,11763
11487,272,11759
11487,276,11763
11487,276,11763
11487,276,11763
11487,274,11761
11487,272,11759
11487,276,11763
11487,276,11763
11487,272,11759
11487,272,11759
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,272,11759
11487,272,11759
11487,272,11759
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,272,11759
11487,276,11763
11487,276,11763
11487,272,11759
11487,274,11761
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,272,11759
11487,276,11763
11487,276,11763
11487,272,11759
11487,272,11759
11487,276,11763
11487,276,11763
11487,272,11759
11487,276,11763
11487,276,11763
11487,276,11763
11487,272,11759
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,272,11759
11487,272,11759
11487,276,11763
11487,276,11763
11487,274,11761
11487,276,11763
11487,276,11763
11487,272,11759
11487,272,11759
11487,272,11759
11487,276,11763
11487,276,11763
11487,276,11763
11487,274,11761
11487,276,11763
11487,276,11763
11487,276,11763
11487,272,11759
11487,276,11763
11487,276,11763
11487,272,11759
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,272,11759
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,272,11759
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,276,11763
11487,272,11759
12271,98,12369
12643,1362,14005
13427,98,13525
12643,1362,14005
13427,98,13525
12643,1362,14005
13427,98,13525
12643,1362,14005
13427,98,13525
12643,1362,14005
13427,98,13525
12643,1362,14005
12643,1362,14005
12643,1362,14005
13427,98,13525
12643,1362,14005
13427,102,13529
13427,98,13525
12643,1362,14005
13427,98,13525
13427,98,13525
13799,1362,15161
13799,272,14071
13799,276,14075
14583,98,14681
13799,1362,15161
14583,98,14681
13799,1362,15161
14583,102,14685
13799,1362,15161
13799,276,14075
14583,102,14685
13799,1362,15161
14583,98,14681
13799,1362,15161
13799,1362,15161
14583,98,14681
13799,1362,15161
13799,1362,15161
14583,102,14685
13799,1362,15161
14583,98,14681
14583,98,14681
13799,276,14075
14583,98,14681
14955,1362,16317
15739,98,15837
14955,1362,16317
15739,98,15837
14955,1362,16317
15739,98,15837
14955,1362,16317
15739,102,15841
14955,1362,16317
15739,102,15841
14955,1362,16317
14955,1362,16317
15739,98,15837
14955,1362,16317
15739,102,15841
14955,1363,16318
15739,98,15837
15740,102,15842
14955,1362,16317
15739,98,15837
16112,1362,17474
16896,98,16994
16112,1364,17476
16898,102,17000
16112,1363,17475
16897,102,16999
16112,1362,17474
16112,549,16661
16896,98,16994
16112,1366,17478
16900,98,16998
16112,1363,17475
16112,1364,17476
16112,1362,17474
16112,1362,17474
16897,98,16995
16898,98,16996
16896,98,16994
16112,1362,17474
16896,102,16998
16896,98,16994
17268,1362,18630
18052,98,18150
17268,1362,18630
17268,549,17817
17268,549,17817
17268,549,17817
17268,549,17817
17268,549,17817
17268,549,17817
17268,549,17817
17268,549,17817
17268,274,17542
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,274,17542
17268,276,17544
17268,276,17544
17268,272,17540
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,272,17540
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,272,17540
17268,277,17545
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,272,17540
17268,272,17540
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,272,17540
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,272,17540
17268,276,17544
17268,276,17544
17268,272,17540
17268,276,17544
18052,98,18150
17268,1362,18630
17268,549,17817
17268,272,17540
18052,98,18150
17268,1362,18630
17268,549,17817
18052,98,18150
17268,1362,18630
18052,98,18150
17268,1362,18630
17268,1362,18630
17268,1362,18630
18052,98,18150
17268,276,17544
17268,1362,18630
18052,102,18154
17268,1362,18630
18052,98,18150
17268,1362,18630
17268,1362,18630
17268,1091,18359
17268,1091,18359
17268,820,18088
17268,1091,18359
17268,820,18088
17268,1091,18359
17268,276,17544
18052,98,18150
17268,820,18088
17268,820,18088
17268,820,18088
17268,549,17817
17268,549,17817
17268,549,17817
17268,549,17817
17268,549,17817
17268,549,17817
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,272,17540
17268,276,17544
17268,276,17544
17268,276,17544
17268,274,17542
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,274,17542
17268,276,17544
17268,276,17544
17268,274,17542
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,276,17544
17268,272,17540
17268,274,17542
17268,276,17544
17268,272,17540
17268,276,17544
17268,272,17540
17268,276,17544
17268,272,17540
18052,98,18150
18424,1362,19786
19208,98,19306
18424,1363,19787
19209,98,19307
18424,1362,19786
19208,98,19306
18424,1362,19786
19208,98,19306
18424,1362,19786
18424,1362,19786
18424,276,18700
18424,276,18700
18424,276,18700
18424,276,18700
18424,272,18696
18424,276,18700
18424,276,18700
18424,272,18696
18424,272,18696
18424,272,18696
18424,276,18700
18424,276,18700
18424,276,18700
19208,98,19306
18424,1362,19786
18424,1362,19786
19208,102,19310
18424,1362,19786
18424,1362,19786
18424,1362,19786
19208,102,19310
19208,98,19306
18424,549,18973
18424,276,18700
18424,276,18700
18424,276,18700
18424,276,18700
18424,276,18700
18424,307,18731
18424,272,18696
19208,102,19310
18424,276,18700
18424,276,18700
18424,272,18696
18424,276,18700
18424,272,18696
18424,276,18700
18424,272,18696
18424,272,18696
18424,272,18696
18424,276,18700
18424,276,18700
18424,276,18700
18424,276,18700
19208,98,19306
