surrogate_model_prediction,benchmark_evaluation
"{'F1': 9.5, 'Latency': 16.5}","{'f1': 31.656666666666652, 'latency': 21.45312786102295}"
"{'F1': 10.5, 'Latency': 16.5}","{'f1': 11.156666666666652, 'latency': 16.19227409362793}"
"{'F1': 11.5, 'Latency': 20.5}","{'f1': 12.015, 'latency': 18.767681121826172}"
"{'F1': 9.5, 'Latency': 21.0}","{'f1': 8.740000000000009, 'latency': 22.4985408782959}"
"{'F1': 10.5, 'Latency': 13.5}","{'f1': 10.519999999999996, 'latency': 13.067584037780762}"
"{'F1': 12.4, 'Latency': 20}","{'f1': 9.736666666666679, 'latency': 22.900514602661133}"
"{'F1': 10.5, 'Latency': 23.5}","{'f1': 8.614999999999995, 'latency': 27.33607292175293}"
"{'F1': 9.5, 'Latency': 21.5}","{'f1': 11.319999999999993, 'latency': 17.364988327026367}"
"{'F1': 33.2, 'Latency': 21.0}","{'f1': 12.930000000000007, 'latency': 16.413540840148926}"
"{'F1': 10.5, 'Latency': 13.0}","{'f1': 12.350000000000009, 'latency': 13.753623962402344}"
"{'F1': 8.0, 'Latency': 12.5}","{'f1': 13.623333333333335, 'latency': 10.687804222106934}"
"{'F1': 10.5, 'Latency': 13.5}","{'f1': 11.66000000000001, 'latency': 19.840025901794434}"
"{'F1': 9, 'Latency': 10}","{'f1': 13.549999999999997, 'latency': 10.658411979675293}"
"{'F1': 11.2, 'Latency': 21.5}","{'f1': 13.616666666666674, 'latency': 23.373737335205078}"
"{'F1': 10.5, 'Latency': 20.0}","{'f1': 13.11333333333333, 'latency': 20.357651710510254}"
"{'F1': 9.5, 'Latency': 21.5}","{'f1': 9.983333333333334, 'latency': 22.056021690368652}"
"{'F1': 13.62, 'Latency': 13.0676}","{'f1': 15.680000000000007, 'latency': 9.829578399658203}"
"{'F1': 6.9, 'Latency': 17.71}","{'f1': 8.066666666666663, 'latency': 15.047893524169922}"
"{'F1': 12.5, 'Latency': 20}","{'f1': 14.813333333333333, 'latency': 20.68355083465576}"
"{'F1': 11.5, 'Latency': 13.5}","{'f1': 10.606666666666683, 'latency': 13.185839653015137}"
"{'F1': 12.0, 'Latency': 21.5}","{'f1': 8.083333333333329, 'latency': 17.729568481445312}"
"{'F1': 14.0, 'Latency': 20.0}","{'f1': 11.053333333333342, 'latency': 19.717063903808594}"
"{'F1': 13.0, 'Latency': 12.0}","{'f1': 10.329999999999998, 'latency': 12.967567443847656}"
"{'F1': 12.5, 'Latency': 22.0}","{'f1': 53.75333333333333, 'latency': 24.976162910461426}"
"{'F1': 10.2, 'Latency': 18.5}","{'f1': 9.990000000000009, 'latency': 23.317666053771973}"
"{'F1': 12.5, 'Latency': 16.0}","{'f1': 10.553333333333342, 'latency': 18.55739116668701}"
"{'F1': 11.5, 'Latency': 15.5}","{'f1': 10.790000000000006, 'latency': 17.270407676696777}"
"{'F1': 9.5, 'Latency': 20.5}","{'f1': 6.403333333333322, 'latency': 20.797276496887207}"
"{'F1': 20.0, 'Latency': 20.0}","{'f1': 46.53666666666667, 'latency': 21.082634925842285}"
"{'F1': 10.5, 'Latency': 20.5}","{'f1': 7.545000000000002, 'latency': 21.98387622833252}"
"{'F1': 10.5, 'Latency': 20.0}","{'f1': 7.916666666666671, 'latency': 17.80665874481201}"
"{'F1': 12.5, 'Latency': 14.0}","{'f1': 10.353333333333339, 'latency': 15.667195320129393}"
"{'F1': 10.5, 'Latency': 18.5}","{'f1': 12.939999999999998, 'latency': 20.6135892868042}"
"{'F1': 13.6, 'Latency': 13.0}","{'f1': 9.570000000000007, 'latency': 16.339035034179688}"
"{'F1': 14.2, 'Latency': 15.6}","{'f1': 31.560000000000002, 'latency': 13.164081573486328}"
"{'F1': 6.0, 'Latency': 20.0}","{'f1': 13.236666666666679, 'latency': 16.00581645965576}"
"{'F1': 11.3, 'Latency': 17.3}","{'f1': 13.544999999999987, 'latency': 14.828481674194336}"
"{'F1': 11.0, 'Latency': 22.0}","{'f1': 7.923333333333332, 'latency': 21.770386695861816}"
"{'F1': 13.2, 'Latency': 17.5}","{'f1': 21.266666666666666, 'latency': 19.898371696472168}"
"{'F1': 8.5, 'Latency': 22.5}","{'f1': 6.546666666666667, 'latency': 20.921669006347656}"
"{'F1': 10.5, 'Latency': 20.0}","{'f1': 13.74333333333334, 'latency': 22.53669261932373}"
"{'F1': 7.0, 'Latency': 22.0}","{'f1': 6.8433333333333195, 'latency': 26.20893955230713}"
"{'F1': 13.5, 'Latency': 13.0}","{'f1': 24.226666666666674, 'latency': 14.764847755432129}"
"{'F1': 8.0, 'Latency': 20.8}","{'f1': 7.0533333333333275, 'latency': 23.03079128265381}"
"{'F1': 14.8133, 'Latency': 20.6836}","{'f1': 12.766666666666666, 'latency': 18.845982551574707}"
"{'F1': 14.81, 'Latency': 20.68}","{'f1': 13.523333333333326, 'latency': 20.71516990661621}"
"{'F1': 10.0, 'Latency': 14.0}","{'f1': 11.136666666666656, 'latency': 17.071967124938965}"
"{'F1': 13.5, 'Latency': 20.7}","{'f1': 11.826666666666668, 'latency': 23.501887321472168}"
"{'F1': 10.0, 'Latency': 10.0}","{'f1': 13.459999999999994, 'latency': 11.464896202087402}"
"{'F1': 24.7, 'Latency': 18.5}","{'f1': 10.566666666666677, 'latency': 16.536927223205566}"
"{'F1': 23.5, 'Latency': 20.5}","{'f1': 10.495000000000005, 'latency': 18.923816680908203}"
"{'F1': 13.5, 'Latency': 18.0}","{'f1': 41.21666666666667, 'latency': 16.106739044189453}"
"{'F1': 10.52, 'Latency': 18.0}","{'f1': 11.216666666666654, 'latency': 17.34729766845703}"
"{'F1': 12, 'Latency': 22}","{'f1': 10.980000000000004, 'latency': 24.418163299560547}"
"{'F1': 12.5, 'Latency': 15.5}","{'f1': 10.519999999999996, 'latency': 17.19028949737549}"
"{'F1': 10.3533, 'Latency': 15.6672}","{'f1': 12.66000000000001, 'latency': 18.653268814086914}"
"{'F1': 7.5, 'Latency': 22.5}","{'f1': 6.5166666666666515, 'latency': 26.66585922241211}"
"{'F1': 13.0, 'Latency': 11.0}","{'f1': 24.89, 'latency': 16.09571933746338}"
"{'F1': 7.0, 'Latency': 22.0}","{'f1': 6.700000000000003, 'latency': 25.964865684509277}"
"{'F1': 10.0, 'Latency': 22.0}","{'f1': 12.08999999999999, 'latency': 21.165223121643066}"
"{'F1': 24.2267, 'Latency': 14.7648}","{'f1': 19.83666666666666, 'latency': 13.977012634277344}"
"{'F1': 43.8167, 'Latency': 21.5813}","{'f1': 38.00666666666667, 'latency': 17.346644401550293}"
"{'F1': 28.0, 'Latency': 19.0}","{'f1': 12.396666666666661, 'latency': 12.488727569580078}"
"{'F1': 14.0, 'Latency': 21.0}","{'f1': 19.286666666666676, 'latency': 26.182804107666016}"
"{'F1': 13.0, 'Latency': 12.0}","{'f1': 10.516666666666666, 'latency': 13.02624225616455}"
"{'F1': 15.0, 'Latency': 10.0}","{'f1': 15.929999999999993, 'latency': 9.824671745300293}"
"{'F1': 45.0, 'Latency': 22.0}","{'f1': 46.86666666666667, 'latency': 20.813560485839844}"
"{'F1': 6.0, 'Latency': 25.0}","{'f1': 6.290000000000006, 'latency': 23.287081718444824}"
"{'F1': 12.5, 'Latency': 12.5}","{'f1': 10.49666666666667, 'latency': 13.158020973205566}"
"{'F1': 13.5, 'Latency': 11.0}","{'f1': 15.993333333333325, 'latency': 9.806761741638184}"
"{'F1': 6.9033, 'Latency': 17.7141}","{'f1': 6.433333333333337, 'latency': 20.17059326171875}"
