surrogate_model_prediction,benchmark_evaluation
"{'F1': 20.15, 'Latency': 23.86}","{'f1': 12.053333333333327, 'latency': 23.336076736450195}"
"{'F1': 14.3, 'Latency': 24.5}","{'f1': 11.329999999999998, 'latency': 28.919739723205566}"
"{'F1': 12.5, 'Latency': 26.0}","{'f1': 12.176666666666677, 'latency': 22.86684513092041}"
"{'F1': 20.19, 'Latency': 20.0}","{'f1': 12.783333333333346, 'latency': 19.74679470062256}"
"{'F1': 23.12, 'Latency': 11.43}","{'f1': 14.625, 'latency': 23.13621997833252}"
"{'F1': 11.5, 'Latency': 23.0}","{'f1': 12.116666666666674, 'latency': 21.116790771484375}"
"{'F1': 21.0, 'Latency': 19.5}","{'f1': 22.46333333333334, 'latency': 19.682397842407227}"
"{'F1': 10.0, 'Latency': 19.0}","{'f1': 11.186666666666653, 'latency': 21.44235134124756}"
"{'F1': 12.5, 'Latency': 23.0}","{'f1': 8.5, 'latency': 21.875109672546387}"
"{'F1': 11.06, 'Latency': 23.96}","{'f1': 10.116666666666674, 'latency': 19.684348106384277}"
"{'F1': 12.92, 'Latency': 20.8}","{'f1': 12.775000000000006, 'latency': 25.453157424926758}"
"{'F1': 12.1, 'Latency': 24.0}","{'f1': 6.405000000000001, 'latency': 26.434521675109863}"
"{'F1': 9.5, 'Latency': 22.0}","{'f1': 19.970000000000013, 'latency': 22.072901725769043}"
"{'F1': 20.0, 'Latency': 19.0}","{'f1': 11.223333333333315, 'latency': 20.61328887939453}"
"{'F1': 12.7, 'Latency': 25.3}","{'f1': 8.409999999999997, 'latency': 31.09673500061035}"
"{'F1': 10.5, 'Latency': 25.0}","{'f1': 9.574999999999989, 'latency': 26.11192226409912}"
"{'F1': 11.0, 'Latency': 20.0}","{'f1': 12.930000000000007, 'latency': 16.413540840148926}"
"{'F1': 6.5, 'Latency': 26.0}","{'f1': 11.069999999999993, 'latency': 26.190686225891113}"
"{'F1': 20.0, 'Latency': 20.0}","{'f1': 13.773333333333326, 'latency': 23.142213821411133}"
"{'F1': 10.42, 'Latency': 30.66}","{'f1': 8.373333333333335, 'latency': 30.79887866973877}"
"{'F1': 10.3, 'Latency': 17.1}","{'f1': 19.86, 'latency': 20.77580451965332}"
"{'F1': 10.5, 'Latency': 26.5}","{'f1': 6.634999999999991, 'latency': 27.353901863098145}"
"{'F1': 18.5, 'Latency': 20.0}","{'f1': 11.83999999999999, 'latency': 22.97110080718994}"
"{'F1': 9.5, 'Latency': 27.0}","{'f1': 6.2549999999999955, 'latency': 30.072011947631836}"
"{'F1': 19.97, 'Latency': 22.07}","{'f1': 8.083333333333329, 'latency': 17.729568481445312}"
"{'F1': 13.0, 'Latency': 18.8}","{'f1': 12.876666666666665, 'latency': 19.270544052124023}"
"{'F1': 17.5, 'Latency': 23.5}","{'f1': 9.776666666666685, 'latency': 28.652729988098145}"
"{'F1': 15.0, 'Latency': 20.0}","{'f1': 9.463333333333324, 'latency': 22.16651439666748}"
"{'F1': 12.0, 'Latency': 20.0}","{'f1': 13.189999999999998, 'latency': 27.443342208862305}"
"{'F1': 12.7, 'Latency': 24.99}","{'f1': 12.74333333333334, 'latency': 25.27493953704834}"
"{'F1': 10.4767, 'Latency': 15.4179}","{'f1': 10.706666666666663, 'latency': 19.055380821228027}"
"{'F1': 15.0, 'Latency': 25.0}","{'f1': 10.735, 'latency': 28.708267211914062}"
"{'F1': 12.5, 'Latency': 25.3}","{'f1': 6.839999999999989, 'latency': 28.315882682800293}"
"{'F1': 12.5, 'Latency': 18.0}","{'f1': 9.879999999999995, 'latency': 19.711222648620605}"
"{'F1': 12.74, 'Latency': 20.0}","{'f1': 11.263333333333321, 'latency': 19.840116500854492}"
"{'F1': 5.915, 'Latency': 29.6719}","{'f1': 7.260000000000005, 'latency': 30.550622940063477}"
"{'F1': 12.0, 'Latency': 25.5}","{'f1': 7.759999999999991, 'latency': 24.46099281311035}"
"{'F1': 12.1, 'Latency': 21.0}","{'f1': 10.596666666666678, 'latency': 22.941007614135742}"
"{'F1': 7.5, 'Latency': 19.0}","{'f1': 6.876666666666665, 'latency': 18.58150005340576}"
"{'F1': 9.5, 'Latency': 28.0}","{'f1': 8.5, 'latency': 28.38937282562256}"
"{'F1': 15.0, 'Latency': 22.0}","{'f1': 12.116666666666674, 'latency': 21.030397415161133}"
"{'F1': 11.3433, 'Latency': 19.9713}","{'f1': 20.019999999999996, 'latency': 15.631837844848631}"
"{'F1': 19.0, 'Latency': 24.0}","{'f1': 13.323333333333338, 'latency': 23.361835479736328}"
"{'F1': 12.5, 'Latency': 23.0}","{'f1': 11.179999999999993, 'latency': 22.08536148071289}"
"{'F1': 6.0, 'Latency': 28.0}","{'f1': 7.664999999999992, 'latency': 29.756407737731934}"
"{'F1': 12.9, 'Latency': 21.5}","{'f1': 8.726666666666674, 'latency': 24.581356048583984}"
"{'F1': 20.0, 'Latency': 18.5}","{'f1': 20.683333333333337, 'latency': 15.512123107910156}"
"{'F1': 10.2, 'Latency': 25.5}","{'f1': 9.620000000000005, 'latency': 25.3708553314209}"
"{'F1': 7.8, 'Latency': 22.5}","{'f1': 6.569999999999993, 'latency': 30.699048042297363}"
"{'F1': 12.0, 'Latency': 20.0}","{'f1': 14.069999999999993, 'latency': 20.587739944458008}"
"{'F1': 20.3, 'Latency': 19.5}","{'f1': 13.65666666666668, 'latency': 23.143305778503418}"
