surrogate_model_prediction,benchmark_evaluation
"{'F1': 9.5, 'Latency': 27.5}","{'f1': 7.460000000000008, 'latency': 27.95846939086914}"
"{'F1': 12.5, 'Latency': 18.7}","{'f1': 9.709999999999994, 'latency': 18.054556846618652}"
"{'F1': 12.3, 'Latency': 20.5}","{'f1': 12.780000000000015, 'latency': 18.972764015197754}"
"{'F1': 14.0, 'Latency': 22.0}","{'f1': 7.810000000000002, 'latency': 21.92124366760254}"
"{'F1': 12.5, 'Latency': 19.0}","{'f1': 13.773333333333326, 'latency': 23.142213821411133}"
"{'F1': 9.75, 'Latency': 23.3951}","{'f1': 12.809999999999988, 'latency': 23.18889617919922}"
"{'F1': 10.1733, 'Latency': 17.982}","{'f1': 12.799999999999997, 'latency': 18.965892791748047}"
"{'F1': 12.78, 'Latency': 18.97}","{'f1': 9.723333333333343, 'latency': 18.24728488922119}"
"{'F1': 7.5, 'Latency': 21.0}","{'f1': 11.275000000000006, 'latency': 16.32077693939209}"
"{'F1': 13.0, 'Latency': 18.0}","{'f1': 21.41666666666667, 'latency': 15.721521377563477}"
"{'F1': 12.4, 'Latency': 24.5}","{'f1': 12.126666666666665, 'latency': 21.420717239379883}"
"{'F1': 12.0, 'Latency': 16.5}","{'f1': 12.829999999999998, 'latency': 14.819145202636719}"
"{'F1': 12.5, 'Latency': 25.5}","{'f1': 7.313333333333333, 'latency': 29.851274490356445}"
"{'F1': 11.72, 'Latency': 17}","{'f1': 7.926666666666662, 'latency': 21.32457733154297}"
"{'F1': 10.5, 'Latency': 25.0}","{'f1': 8.833333333333329, 'latency': 21.77816867828369}"
"{'F1': 12.8, 'Latency': 19.0}","{'f1': 14.046666666666667, 'latency': 23.33796501159668}"
"{'F1': 7.5, 'Latency': 28}","{'f1': 6.810000000000002, 'latency': 26.215720176696777}"
"{'F1': 22.3, 'Latency': 21.5}","{'f1': 10.779999999999987, 'latency': 18.8987398147583}"
"{'F1': 10.8, 'Latency': 15.2}","{'f1': 14.040000000000006, 'latency': 18.9054012298584}"
"{'F1': 7.5, 'Latency': 27.5}","{'f1': 10.50333333333333, 'latency': 26.55958652496338}"
"{'F1': 12.83, 'Latency': 15.72}","{'f1': 10.529999999999987, 'latency': 15.51443099975586}"
"{'F1': 7.5, 'Latency': 26.0}","{'f1': 6.060000000000002, 'latency': 28.594961166381836}"
"{'F1': 8.5, 'Latency': 22.5}","{'f1': 8.860000000000014, 'latency': 24.629292488098145}"
"{'F1': 12, 'Latency': 26}","{'f1': 9.663333333333341, 'latency': 26.468658447265625}"
"{'F1': 10.74, 'Latency': 23.1538}","{'f1': 10.066666666666663, 'latency': 26.696467399597168}"
"{'F1': 6.34, 'Latency': 24.1}","{'f1': 7.289999999999992, 'latency': 23.15218448638916}"
"{'F1': 12.5, 'Latency': 19.5}","{'f1': 7.623333333333335, 'latency': 24.171853065490723}"
"{'F1': 11.5, 'Latency': 18.0}","{'f1': 12.510000000000005, 'latency': 18.93332004547119}"
"{'F1': 6.0, 'Latency': 26.0}","{'f1': 11.435000000000002, 'latency': 17.06681251525879}"
"{'F1': 10.53, 'Latency': 15.5144}","{'f1': 10.516666666666666, 'latency': 15.52804946899414}"
"{'F1': 10.5, 'Latency': 19.0}","{'f1': 13.944999999999993, 'latency': 23.197245597839355}"
"{'F1': 12.8, 'Latency': 18.97}","{'f1': 12.483333333333334, 'latency': 23.167061805725098}"
"{'F1': 12.5, 'Latency': 18}","{'f1': 12.876666666666665, 'latency': 19.270544052124023}"
"{'F1': 10.2, 'Latency': 25.7}","{'f1': 8.10499999999999, 'latency': 24.473261833190918}"
"{'F1': 10.5, 'Latency': 22.3}","{'f1': 8.043333333333337, 'latency': 22.539920806884766}"
