surrogate_model_prediction,benchmark_evaluation
"{'F1': 13.69, 'Latency': 9.83}","{'f1': 90.0, 'latency': 14.889073371887207}"
"{'F1': 13.69, 'Latency': 9.83}","{'f1': 13.689999999999998, 'latency': 11.496109962463379}"
"{'F1': 13.69, 'Latency': 11.5}","{'f1': 39.89, 'latency': 17.24616527557373}"
"{'F1': 13.69, 'Latency': 11.5}","{'f1': 44.19, 'latency': 16.44026279449463}"
"{'F1': 13.69, 'Latency': 11.5}","{'f1': 43.10666666666666, 'latency': 16.36457920074463}"
"{'F1': 13.69, 'Latency': 11.5}","{'f1': 13.736666666666665, 'latency': 10.648818016052246}"
"{'F1': 10.5, 'Latency': 12.0}","{'f1': 90.0, 'latency': 10.595459938049316}"
"{'F1': 10.5, 'Latency': 12.0}","{'f1': 24.379999999999995, 'latency': 23.60464572906494}"
"{'F1': 10.5, 'Latency': 12.0}","{'f1': 11.259999999999991, 'latency': 21.497836112976074}"
"{'F1': 10.5, 'Latency': 12.0}","{'f1': 13.483333333333348, 'latency': 10.646724700927734}"
"{'F1': 13.69, 'Latency': 9.83}","{'f1': 15.97999999999999, 'latency': 14.043636322021484}"
"{'F1': 13.69, 'Latency': 9.83}","{'f1': 11.179999999999993, 'latency': 17.38579273223877}"
"{'F1': 13.69, 'Latency': 9.83}","{'f1': 10.550000000000011, 'latency': 17.634434700012207}"
"{'F1': 13.69, 'Latency': 9.83}","{'f1': 38.00666666666666, 'latency': 17.287864685058594}"
"{'F1': 10.0, 'Latency': 12.0}","{'f1': 11.200000000000003, 'latency': 13.842005729675293}"
"{'F1': 10.0, 'Latency': 12.0}","{'f1': 13.459999999999994, 'latency': 11.464896202087402}"
"{'F1': 10.0, 'Latency': 12.0}","{'f1': 15.634999999999991, 'latency': 12.329740524291992}"
"{'F1': 10.0, 'Latency': 12.0}","{'f1': 38.49333333333333, 'latency': 16.218876838684082}"
"{'F1': 13.38, 'Latency': 10.64}","{'f1': 13.490000000000009, 'latency': 11.472864151000977}"
"{'F1': 13.38, 'Latency': 10.64}","{'f1': 29.10333333333334, 'latency': 8.994145393371582}"
"{'F1': 13.38, 'Latency': 10.64}","{'f1': 90.0, 'latency': 14.879074096679688}"
"{'F1': 13.38, 'Latency': 10.64}","{'f1': 90.0, 'latency': 11.447830200195312}"
"{'F1': 13.46, 'Latency': 11.46}","{'f1': 15.88000000000001, 'latency': 9.803366661071777}"
"{'F1': 13.46, 'Latency': 11.46}","{'f1': 13.546666666666667, 'latency': 12.348747253417969}"
"{'F1': 13.46, 'Latency': 11.46}","{'f1': 37.31333333333333, 'latency': 17.446675300598145}"
"{'F1': 13.46, 'Latency': 11.46}","{'f1': 24.08333333333333, 'latency': 14.812631607055664}"
"{'F1': 13.55, 'Latency': 12.35}","{'f1': 13.299999999999997, 'latency': 15.613670349121094}"
"{'F1': 13.55, 'Latency': 12.35}","{'f1': 41.193333333333335, 'latency': 21.38378143310547}"
"{'F1': 13.55, 'Latency': 12.35}","{'f1': 31.439999999999998, 'latency': 13.210158348083496}"
"{'F1': 13.55, 'Latency': 12.35}","{'f1': 38.0, 'latency': 17.20512866973877}"
"{'F1': 10.0, 'Latency': 10.5}","{'f1': 90.0, 'latency': 12.314319610595703}"
"{'F1': 10.0, 'Latency': 10.5}","{'f1': 90.0, 'latency': 12.356963157653809}"
"{'F1': 10.0, 'Latency': 10.5}","{'f1': 90.0, 'latency': 16.608891487121582}"
"{'F1': 10.0, 'Latency': 10.5}","{'f1': 8.099999999999994, 'latency': 15.892195701599121}"
"{'F1': 10.0, 'Latency': 12.31}","{'f1': 23.924999999999997, 'latency': 19.896278381347656}"
"{'F1': 10.0, 'Latency': 12.31}","{'f1': 45.70333333333334, 'latency': 8.148136138916016}"
"{'F1': 10.0, 'Latency': 12.31}","{'f1': 14.370000000000005, 'latency': 20.310654640197754}"
"{'F1': 10.0, 'Latency': 12.31}","{'f1': 90.0, 'latency': 16.53331756591797}"
"{'F1': 7.98, 'Latency': 15.89}","{'f1': 7.849999999999994, 'latency': 19.905786514282227}"
"{'F1': 7.98, 'Latency': 15.89}","{'f1': 44.31, 'latency': 21.389212608337402}"
"{'F1': 7.98, 'Latency': 15.89}","{'f1': 13.430000000000007, 'latency': 14.988808631896973}"
"{'F1': 7.98, 'Latency': 15.89}","{'f1': 20.53, 'latency': 13.879928588867188}"
