surrogate_model_prediction,benchmark_evaluation
"{'F1': 7.5, 'Latency': 22.7}","{'f1': 11.349999999999994, 'latency': 23.936781883239746}"
"{'F1': 10.5, 'Latency': 18.0}","{'f1': 13.436666666666667, 'latency': 10.647377967834473}"
"{'F1': 10.5, 'Latency': 18.0}","{'f1': 11.5, 'latency': 23.251471519470215}"
"{'F1': 10.5, 'Latency': 18.0}","{'f1': 37.373333333333335, 'latency': 13.067340850830078}"
"{'F1': 10.5, 'Latency': 18.0}","{'f1': 24.60333333333334, 'latency': 17.982006072998047}"
"{'F1': 14.5, 'Latency': 24.5}","{'f1': 12.754999999999995, 'latency': 16.384177207946777}"
"{'F1': 14.5, 'Latency': 24.5}","{'f1': 20.86, 'latency': 15.76817989349365}"
"{'F1': 14.5, 'Latency': 24.5}","{'f1': 10.555000000000007, 'latency': 21.06105327606201}"
"{'F1': 14.5, 'Latency': 24.5}","{'f1': 8.043333333333337, 'latency': 14.92182731628418}"
"{'F1': 10.67, 'Latency': 20.24}","{'f1': 31.85666666666667, 'latency': 13.240523338317871}"
"{'F1': 10.67, 'Latency': 20.24}","{'f1': 25.200000000000003, 'latency': 14.722414016723633}"
"{'F1': 10.67, 'Latency': 20.24}","{'f1': 32.93666666666667, 'latency': 26.519193649291992}"
"{'F1': 10.67, 'Latency': 20.24}","{'f1': 90.0, 'latency': 19.34924602508545}"
"{'F1': 19.0, 'Latency': 17.2}","{'f1': 90.0, 'latency': 18.043861389160156}"
"{'F1': 19.0, 'Latency': 17.2}","{'f1': 13.896666666666661, 'latency': 20.87979793548584}"
"{'F1': 19.0, 'Latency': 17.2}","{'f1': 15.993333333333325, 'latency': 9.806761741638184}"
"{'F1': 19.0, 'Latency': 17.2}","{'f1': 26.50999999999999, 'latency': 22.57608413696289}"
"{'F1': 10.67, 'Latency': 12.2}","{'f1': 24.620000000000005, 'latency': 19.77945327758789}"
"{'F1': 10.67, 'Latency': 12.2}","{'f1': 20.055000000000007, 'latency': 14.914608001708984}"
"{'F1': 10.67, 'Latency': 12.2}","{'f1': 90.0, 'latency': 19.09475326538086}"
"{'F1': 10.67, 'Latency': 12.2}","{'f1': 10.784999999999997, 'latency': 19.803309440612793}"
"{'F1': 15.99, 'Latency': 9.81}","{'f1': 19.85333333333334, 'latency': 13.853354454040527}"
"{'F1': 15.99, 'Latency': 9.81}","{'f1': 15.97999999999999, 'latency': 14.392976760864258}"
"{'F1': 15.99, 'Latency': 9.81}","{'f1': 13.490000000000009, 'latency': 11.472864151000977}"
"{'F1': 15.99, 'Latency': 9.81}","{'f1': 13.290000000000006, 'latency': 20.865626335144043}"
"{'F1': 10.56, 'Latency': 21.06}","{'f1': 24.526666666666657, 'latency': 20.54232120513916}"
"{'F1': 10.56, 'Latency': 21.06}","{'f1': 19.75, 'latency': 13.85335922241211}"
"{'F1': 10.56, 'Latency': 21.06}","{'f1': 13.779999999999987, 'latency': 14.113149642944336}"
"{'F1': 10.56, 'Latency': 21.06}","{'f1': 11.213333333333324, 'latency': 17.307372093200684}"
"{'F1': 18.56, 'Latency': 20.79}","{'f1': 10.950000000000003, 'latency': 17.980470657348633}"
"{'F1': 18.56, 'Latency': 20.79}","{'f1': 8.796666666666667, 'latency': 19.348745346069336}"
"{'F1': 18.56, 'Latency': 20.79}","{'f1': 8.540000000000006, 'latency': 25.082545280456543}"
"{'F1': 18.56, 'Latency': 20.79}","{'f1': 11.280000000000001, 'latency': 16.23119354248047}"
"{'F1': 19.0, 'Latency': 19.5}","{'f1': 12.754999999999995, 'latency': 22.554292678833008}"
"{'F1': 19.0, 'Latency': 19.5}","{'f1': 13.444999999999993, 'latency': 19.24152374267578}"
"{'F1': 19.0, 'Latency': 19.5}","{'f1': 11.226666666666645, 'latency': 20.408806800842285}"
"{'F1': 19.0, 'Latency': 19.5}","{'f1': 37.61333333333334, 'latency': 17.258615493774414}"
"{'F1': 15.36, 'Latency': 14.84}","{'f1': 8.219999999999999, 'latency': 22.651357650756836}"
"{'F1': 15.36, 'Latency': 14.84}","{'f1': 10.894999999999996, 'latency': 17.013545036315918}"
"{'F1': 15.36, 'Latency': 14.84}","{'f1': 13.09333333333332, 'latency': 21.29061222076416}"
"{'F1': 15.36, 'Latency': 14.84}","{'f1': 11.120000000000005, 'latency': 20.433454513549805}"
"{'F1': 10.5, 'Latency': 14.0}","{'f1': 13.513333333333335, 'latency': 17.253780364990234}"
"{'F1': 10.5, 'Latency': 14.0}","{'f1': 13.400000000000006, 'latency': 13.083715438842773}"
"{'F1': 10.5, 'Latency': 14.0}","{'f1': 13.519999999999996, 'latency': 13.924636840820312}"
"{'F1': 10.5, 'Latency': 14.0}","{'f1': 13.50333333333333, 'latency': 19.223108291625977}"
