prompt_tokens,completion_tokens,total_tokens
16110,820,16930
16110,820,16930
16110,549,16659
16110,276,16386
16110,276,16386
16110,276,16386
16110,276,16386
16110,276,16386
16110,272,16382
16110,276,16386
16110,276,16386
16894,98,16992
17266,1362,18628
18050,98,18148
17266,1362,18628
18050,98,18148
17266,1362,18628
17266,276,17542
17266,276,17542
17266,276,17542
18050,98,18148
17266,1362,18628
17266,276,17542
17266,272,17538
18050,98,18148
17266,1362,18628
18050,102,18152
17266,1362,18628
17266,1362,18628
17266,1362,18628
17266,1362,18628
18050,102,18152
18050,102,18152
17266,1362,18628
18050,98,18148
17266,549,17815
17266,276,17542
17266,820,18086
18050,98,18148
17266,549,17815
17266,549,17815
17266,267,17533
17266,276,17542
17266,276,17542
18050,98,18148
18422,1362,19784
19206,98,19304
18422,1362,19784
18422,1091,19513
18422,549,18971
19206,98,19304
18422,1362,19784
18422,820,19242
18422,820,19242
18422,820,19242
18422,549,18971
18422,276,18698
18422,276,18698
19206,98,19304
18422,1362,19784
18422,1362,19784
18422,1362,19784
18422,1362,19784
18422,1091,19513
18422,276,18698
18422,276,18698
19206,98,19304
18422,1362,19784
18422,549,18971
19206,102,19308
18422,1362,19784
18422,1362,19784
18422,1362,19784
18422,1362,19784
18422,1362,19784
18422,272,18694
18422,276,18698
18422,276,18698
19206,102,19308
18422,1091,19513
18422,272,18694
18422,1091,19513
18422,276,18698
18422,276,18698
19206,98,19304
18422,549,18971
18422,1362,19784
18422,276,18698
18422,549,18971
18422,276,18698
18422,276,18698
19206,98,19304
18422,276,18698
18422,1091,19513
18422,276,18698
18422,276,18698
18422,276,18698
18422,820,19242
18422,276,18698
18422,276,18698
18422,276,18698
18422,820,19242
18422,276,18698
19206,98,19304
18422,549,18971
18422,549,18971
18422,549,18971
19206,98,19304
