prompt_tokens,completion_tokens,total_tokens
17063,108,17171
16259,1162,17421
16259,974,17233
16259,490,16749
16259,480,16739
16259,244,16503
17329,107,17436
16535,1163,17698
16535,494,17029
17615,107,17722
16803,1039,17842
16803,1048,17851
16803,1219,18022
16803,748,17551
16803,510,17313
16803,204,17007
16803,244,17047
17855,107,17962
17062,1210,18272
17062,742,17804
17062,244,17306
17062,244,17306
18139,107,18246
17321,1030,18351
17321,1049,18370
17321,1138,18459
17321,695,18016
17321,253,17574
18401,106,18507
17580,1210,18790
17580,858,18438
17580,983,18563
17580,734,18314
18624,107,18731
17839,1231,19070
17839,486,18325
17839,244,18083
18901,98,18999
18116,1123,19239
18116,628,18744
18116,748,18864
18116,510,18626
18116,240,18356
19195,106,19301
18375,1162,19537
18375,510,18885
18375,432,18807
18375,510,18885
18375,510,18885
18375,214,18589
18375,251,18626
19462,107,19569
18643,1114,19757
18643,987,19630
18643,706,19349
18643,493,19136
18643,244,18887
18643,245,18888
18643,244,18887
18643,244,18887
18643,253,18896
18643,240,18883
18643,1230,19873
19723,106,19829
18912,1228,20140
18912,643,19555
18912,724,19636
18912,468,19380
18912,253,19165
19992,98,20090
19189,1091,20280
19189,1254,20443
19189,244,19433
19189,244,19433
19189,244,19433
19189,240,19429
19189,253,19442
20278,112,20390
19466,1232,20698
19466,493,19959
19466,244,19710
19466,244,19710
19466,244,19710
19466,253,19719
19466,208,19674
19466,244,19710
19466,249,19715
19466,253,19719
20519,111,20630
19725,1066,20791
19725,1042,20767
19725,1224,20949
19725,611,20336
19725,655,20380
19725,629,20354
19725,628,20353
19725,676,20401
19725,492,20217
19725,510,20235
19725,1039,20764
19725,1033,20758
19725,1033,20758
19725,1171,20896
20804,107,20911
19984,1231,21215
19984,748,20732
21063,107,21170
20243,1228,21471
20243,748,20991
21313,107,21420
20502,1087,21589
20502,1078,21580
20502,1235,21737
20502,253,20755
21574,101,21675
20769,1219,21988
20769,719,21488
20769,640,21409
20769,631,21400
20769,707,21476
20769,432,21201
20769,511,21280
20769,229,20998
20769,253,21022
21840,106,21946
21028,1093,22121
21028,943,21971
21028,489,21517
21028,244,21272
21028,253,21281
21028,244,21272
21028,244,21272
21028,253,21281
22108,108,22216
21296,1125,22421
21296,775,22071
21296,250,21546
21296,253,21549
21296,249,21545
22385,107,22492
21573,1032,22605
21573,1131,22704
21573,493,22066
21573,204,21777
21573,253,21826
22643,107,22750
21841,1021,22862
21841,1211,23052
21841,987,22828
21841,640,22481
21841,758,22599
22885,108,22993
22100,1084,23184
22100,986,23086
22100,240,22340
23179,114,23293
22376,1261,23637
22376,715,23091
22376,253,22629
23465,106,23571
22644,1086,23730
22644,1011,23655
22644,1036,23680
22644,1137,23781
22644,836,23480
22644,977,23621
22644,748,23392
22644,244,22888
22644,253,22897
23714,106,23820
22903,1251,24154
22903,214,23117
22903,244,23147
22903,244,23147
22903,244,23147
22903,244,23147
22903,244,23147
22903,244,23147
22903,240,23143
22903,244,23147
23973,106,24079
23171,1200,24371
23171,1036,24207
23171,1232,24403
23171,510,23681
23171,253,23424
24233,106,24339
23439,1227,24666
23439,468,23907
23439,262,23701
23439,229,23668
23439,244,23683
23439,232,23671
23439,244,23683
24491,108,24599
23698,1038,24736
23698,1230,24928
23698,483,24181
23698,510,24208
23698,510,24208
23698,420,24118
23698,507,24205
23698,240,23938
24750,108,24858
23975,1026,25001
23975,1071,25046
23975,819,24794
23975,867,24842
23975,746,24721
23975,510,24485
23975,244,24219
23975,253,24228
25055,98,25153
24253,1061,25314
24253,1225,25478
24253,825,25078
24253,825,25078
24253,842,25095
24253,834,25087
24253,864,25117
24253,707,24960
24253,456,24709
24253,244,24497
24253,1033,25286
24253,1073,25326
25306,108,25414
24513,1039,25552
24513,1234,25747
25584,108,25692
24780,1074,25854
24780,996,25776
24780,450,25230
24780,499,25279
25849,108,25957
25048,1045,26093
25048,1059,26107
25048,1171,26219
25048,511,25559
25048,475,25523
25048,510,25558
25048,511,25559
25048,253,25301
25048,244,25292
25048,244,25292
26119,107,26226
25307,1217,26524
25307,724,26031
25307,492,25799
25307,244,25551
25307,244,25551
25307,253,25560
26396,108,26504
25567,1186,26753
25567,253,25820
26638,107,26745
25827,1163,26990
25827,718,26545
25827,486,26313
25827,511,26338
25827,244,26071
25827,253,26080
26908,107,27015
26096,1243,27339
27176,108,27284
26356,1036,27392
26356,1162,27518
26356,745,27101
26356,253,26609
26356,244,26600
26356,244,26600
26356,253,26609
26356,244,26600
26356,208,26564
26356,244,26600
26356,1036,27392
26356,1216,27572
27453,108,27561
26633,1162,27795
26633,733,27366
27695,108,27803
26892,1012,27904
26892,1043,27935
26892,1060,27952
26892,1252,28144
26892,748,27640
26892,244,27136
27981,105,28086
27169,1077,28246
27169,1162,28331
27169,730,27899
27169,486,27655
27169,253,27422
27169,253,27422
27169,244,27413
28221,98,28319
27437,1243,28680
27437,664,28101
27437,493,27930
27437,450,27887
27437,510,27947
28516,107,28623
27696,1234,28930
27696,993,28689
27696,984,28680
27696,244,27940
27696,244,27940
28749,105,28854
27963,1227,29190
27963,843,28806
27963,955,28918
27963,511,28474
27963,208,28171
27963,253,28216
27963,244,28207
27963,208,28171
27963,244,28207
27963,244,28207
27963,1038,29001
27963,1018,28981
27963,1030,28993
27963,1036,28999
27963,1229,29192
27963,1244,29207
29018,106,29124
28222,1242,29464
28222,712,28934
28222,510,28732
29301,106,29407
