surrogate_model_prediction,benchmark_evaluation
"{'F1': 6.08, 'Latency': 25.73}","{'f1': 13.526666666666685, 'latency': 20.645737648010254}"
"{'F1': 6.08, 'Latency': 25.73}","{'f1': 13.435000000000002, 'latency': 18.492460250854492}"
"{'F1': 6.08, 'Latency': 25.73}","{'f1': 19.75, 'latency': 16.20140552520752}"
"{'F1': 20.7, 'Latency': 21.61}","{'f1': 13.58999999999999, 'latency': 11.495680809020996}"
"{'F1': 20.7, 'Latency': 21.61}","{'f1': 12.350000000000009, 'latency': 13.753623962402344}"
"{'F1': 20.7, 'Latency': 21.61}","{'f1': 12.860000000000014, 'latency': 16.54501438140869}"
"{'F1': 20.7, 'Latency': 21.61}","{'f1': 10.530000000000001, 'latency': 17.260589599609375}"
"{'F1': 10.0, 'Latency': 15.0}","{'f1': 11.326666666666668, 'latency': 20.318684577941895}"
"{'F1': 10.0, 'Latency': 15.0}","{'f1': 13.689999999999998, 'latency': 11.496109962463379}"
"{'F1': 10.0, 'Latency': 15.0}","{'f1': 36.97333333333333, 'latency': 17.425074577331543}"
"{'F1': 10.0, 'Latency': 15.0}","{'f1': 15.883333333333326, 'latency': 9.892287254333496}"
"{'F1': 10.0, 'Latency': 18.0}","{'f1': 20.023333333333326, 'latency': 18.069605827331543}"
"{'F1': 10.0, 'Latency': 18.0}","{'f1': 13.34333333333332, 'latency': 10.633678436279297}"
"{'F1': 10.0, 'Latency': 18.0}","{'f1': 20.243333333333325, 'latency': 14.753003120422363}"
"{'F1': 10.0, 'Latency': 18.0}","{'f1': 90.0, 'latency': 15.760135650634766}"
"{'F1': 25.0, 'Latency': 17.0}","{'f1': 14.813333333333333, 'latency': 20.68355083465576}"
"{'F1': 25.0, 'Latency': 17.0}","{'f1': 31.64999999999999, 'latency': 13.518648147583008}"
"{'F1': 25.0, 'Latency': 17.0}","{'f1': 40.85666666666666, 'latency': 17.30307102203369}"
"{'F1': 25.0, 'Latency': 17.0}","{'f1': 20.185000000000002, 'latency': 18.4428071975708}"
"{'F1': 10.44, 'Latency': 13.07}","{'f1': 90.0, 'latency': 11.500082015991211}"
"{'F1': 10.44, 'Latency': 13.07}","{'f1': 24.480000000000004, 'latency': 14.663496017456055}"
"{'F1': 10.44, 'Latency': 13.07}","{'f1': 13.49666666666667, 'latency': 14.782347679138184}"
"{'F1': 10.44, 'Latency': 13.07}","{'f1': 37.61333333333334, 'latency': 17.258615493774414}"
"{'F1': 20.3, 'Latency': 16.5}","{'f1': 31.85666666666667, 'latency': 13.240523338317871}"
"{'F1': 20.3, 'Latency': 16.5}","{'f1': 10.200000000000003, 'latency': 17.354307174682617}"
"{'F1': 20.3, 'Latency': 16.5}","{'f1': 13.474999999999994, 'latency': 18.000850677490234}"
"{'F1': 20.3, 'Latency': 16.5}","{'f1': 15.476666666666674, 'latency': 9.806408882141113}"
