surrogate_model_prediction,benchmark_evaluation
"{'F1': 24.5, 'Latency': 20.0}","{'f1': 12.796666666666667, 'latency': 16.470699310302734}"
"{'F1': 19.76, 'Latency': 13.96}","{'f1': 90.0, 'latency': 11.465206146240234}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 24.24333333333334, 'latency': 19.067816734313965}"
"{'F1': 13.2, 'Latency': 10.67}","{'f1': 13.586666666666659, 'latency': 10.695037841796875}"
"{'F1': 13.5, 'Latency': 14.76}","{'f1': 13.765, 'latency': 11.487650871276855}"
"{'F1': 19.76, 'Latency': 13.96}","{'f1': 19.974999999999994, 'latency': 17.472643852233887}"
"{'F1': 16.5, 'Latency': 14.5}","{'f1': 10.576666666666654, 'latency': 16.51102066040039}"
"{'F1': 19.89, 'Latency': 17.4}","{'f1': 13.046666666666667, 'latency': 16.41087055206299}"
"{'F1': 19.76, 'Latency': 16.32}","{'f1': 13.25, 'latency': 17.231483459472656}"
"{'F1': 19.89, 'Latency': 17.4}","{'f1': 11.159999999999997, 'latency': 17.217602729797363}"
"{'F1': 13.47, 'Latency': 13.07}","{'f1': 13.439999999999998, 'latency': 17.391180992126465}"
"{'F1': 13.2, 'Latency': 17.39}","{'f1': 13.473333333333343, 'latency': 17.183594703674316}"
"{'F1': 13.44, 'Latency': 16.5}","{'f1': 13.563333333333347, 'latency': 13.100237846374512}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 24.266666666666666, 'latency': 14.705758094787598}"
"{'F1': 10.18, 'Latency': 20.03}","{'f1': 24.189999999999998, 'latency': 17.20836639404297}"
"{'F1': 9.1, 'Latency': 20.12}","{'f1': 7.925000000000011, 'latency': 15.863642692565918}"
"{'F1': 7.93, 'Latency': 15.86}","{'f1': 11.276666666666685, 'latency': 25.8237886428833}"
"{'F1': 13.42, 'Latency': 17.39}","{'f1': 13.453333333333333, 'latency': 14.175882339477539}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 90.0, 'latency': 16.48369789123535}"
"{'F1': 10.58, 'Latency': 16.51}","{'f1': 8.84666666666665, 'latency': 25.884861946105957}"
"{'F1': 19.76, 'Latency': 13.96}","{'f1': 20.306666666666672, 'latency': 14.005270004272461}"
"{'F1': 13.34, 'Latency': 12.51}","{'f1': 13.266666666666666, 'latency': 16.302385330200195}"
"{'F1': 13.3, 'Latency': 14.5}","{'f1': 13.490000000000009, 'latency': 11.472864151000977}"
"{'F1': 12.25, 'Latency': 19.12}","{'f1': 17.33333333333333, 'latency': 20.67422389984131}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 13.61, 'latency': 9.81755256652832}"
"{'F1': 11.36, 'Latency': 22.01}","{'f1': 7.646666666666661, 'latency': 22.481656074523926}"
"{'F1': 10.0, 'Latency': 14.0}","{'f1': 90.0, 'latency': 15.65868854522705}"
"{'F1': 13.2, 'Latency': 10.5}","{'f1': 90.0, 'latency': 12.314319610595703}"
"{'F1': 7.93, 'Latency': 15.86}","{'f1': 23.739999999999995, 'latency': 22.059054374694824}"
"{'F1': 19.8, 'Latency': 15.5}","{'f1': 15.883333333333326, 'latency': 9.892287254333496}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 13.280000000000001, 'latency': 13.82321834564209}"
"{'F1': 13.28, 'Latency': 13.82}","{'f1': 90.0, 'latency': 11.486797332763672}"
"{'F1': 13.16, 'Latency': 14.82}","{'f1': 24.75333333333333, 'latency': 14.029316902160645}"
"{'F1': 13.05, 'Latency': 16.41}","{'f1': 13.616666666666674, 'latency': 18.25181484222412}"
"{'F1': 10.5, 'Latency': 12.0}","{'f1': 24.473333333333343, 'latency': 15.486507415771484}"
"{'F1': 29.08, 'Latency': 9.05}","{'f1': 13.686666666666667, 'latency': 9.83133316040039}"
"{'F1': 13.2, 'Latency': 10.67}","{'f1': 26.443333333333328, 'latency': 18.131494522094727}"
"{'F1': 26.62, 'Latency': 14.03}","{'f1': 15.713333333333338, 'latency': 9.901394844055176}"
"{'F1': 20.31, 'Latency': 14.01}","{'f1': 20.076666666666668, 'latency': 17.289681434631348}"
"{'F1': 13.0, 'Latency': 12.9}","{'f1': 25.200000000000003, 'latency': 14.722414016723633}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 90.0, 'latency': 15.6007719039917}"
"{'F1': 13.45, 'Latency': 14.18}","{'f1': 90.0, 'latency': 15.715236663818358}"
"{'F1': 13.45, 'Latency': 17.39}","{'f1': 11.41000000000001, 'latency': 18.248915672302246}"
"{'F1': 13.15, 'Latency': 10.85}","{'f1': 90.0, 'latency': 15.812492370605467}"
"{'F1': 19.89, 'Latency': 15.4}","{'f1': 15.97999999999999, 'latency': 14.043636322021484}"
"{'F1': 19.43, 'Latency': 15.21}","{'f1': 20.045, 'latency': 14.045796394348145}"
"{'F1': 10.15, 'Latency': 21.75}","{'f1': 10.864999999999995, 'latency': 22.023754119873047}"
"{'F1': 22.96, 'Latency': 11.48}","{'f1': 12.529999999999987, 'latency': 12.151041030883789}"
