surrogate_model_prediction,benchmark_evaluation
"{'F1': 13.35, 'Latency': 14.91}","{'f1': 10.930000000000007, 'latency': 13.923816680908203}"
"{'F1': 20.31, 'Latency': 14.01}","{'f1': 15.833333333333329, 'latency': 8.945202827453613}"
"{'F1': 13.29, 'Latency': 10.64}","{'f1': 20.306666666666658, 'latency': 18.2882022857666}"
"{'F1': 13.35, 'Latency': 14.91}","{'f1': 13.34333333333332, 'latency': 10.633678436279297}"
"{'F1': 24.25, 'Latency': 15.5}","{'f1': 20.206666666666663, 'latency': 14.00423526763916}"
"{'F1': 20.85, 'Latency': 16.1}","{'f1': 13.053333333333327, 'latency': 16.513233184814453}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 13.613333333333344, 'latency': 14.02707576751709}"
"{'F1': 20.12, 'Latency': 15.5}","{'f1': 19.525000000000006, 'latency': 18.30434799194336}"
"{'F1': 20.31, 'Latency': 14.01}","{'f1': 20.53, 'latency': 13.879928588867188}"
"{'F1': 13.61, 'Latency': 11.5}","{'f1': 90.0, 'latency': 10.595459938049316}"
"{'F1': 13.45, 'Latency': 15.8}","{'f1': 13.366666666666674, 'latency': 13.054814338684082}"
"{'F1': 10.5, 'Latency': 12.0}","{'f1': 24.35000000000001, 'latency': 14.675679206848145}"
"{'F1': 15.62, 'Latency': 10.68}","{'f1': 19.97333333333333, 'latency': 13.906917572021484}"
"{'F1': 15.88, 'Latency': 9.89}","{'f1': 13.623333333333335, 'latency': 10.687804222106934}"
"{'F1': 45.7, 'Latency': 8.15}","{'f1': 43.586666666666666, 'latency': 12.446327209472656}"
"{'F1': 19.18, 'Latency': 15.45}","{'f1': 19.97, 'latency': 18.000125885009766}"
"{'F1': 15.0, 'Latency': 14.5}","{'f1': 26.38666666666667, 'latency': 21.680049896240234}"
"{'F1': 19.92, 'Latency': 18.3}","{'f1': 19.595, 'latency': 18.302931785583496}"
"{'F1': 19.2, 'Latency': 18.0}","{'f1': 17.33333333333333, 'latency': 20.67422389984131}"
"{'F1': 13.35, 'Latency': 10.63}","{'f1': 90.0, 'latency': 14.642596244812012}"
"{'F1': 10.01, 'Latency': 14.75}","{'f1': 10.914999999999992, 'latency': 14.800753593444824}"
"{'F1': 19.92, 'Latency': 13.22}","{'f1': 24.706666666666663, 'latency': 15.561356544494629}"
"{'F1': 10.0, 'Latency': 15.0}","{'f1': 90.0, 'latency': 17.24266529083252}"
"{'F1': 13.34, 'Latency': 11.87}","{'f1': 90.0, 'latency': 11.500082015991211}"
"{'F1': 20.21, 'Latency': 14.0}","{'f1': 90.0, 'latency': 14.934301376342773}"
"{'F1': 18.75, 'Latency': 17.02}","{'f1': 13.420000000000002, 'latency': 17.360692024230957}"
"{'F1': 15.62, 'Latency': 10.68}","{'f1': 90.0, 'latency': 11.493821144104004}"
"{'F1': 20.21, 'Latency': 17.55}","{'f1': 26.27000000000001, 'latency': 18.09485912322998}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 13.344999999999999, 'latency': 11.473932266235352}"
"{'F1': 12.0, 'Latency': 11.5}","{'f1': 13.383333333333326, 'latency': 11.467318534851074}"
