surrogate_model_prediction,benchmark_evaluation
"{'F1': 8.14, 'Latency': 25.99}","{'f1': 20.473333333333343, 'latency': 19.256019592285156}"
"{'F1': 10.33, 'Latency': 15.58}","{'f1': 90.0, 'latency': 15.6007719039917}"
"{'F1': 10.0, 'Latency': 17.0}","{'f1': 13.280000000000001, 'latency': 13.82321834564209}"
"{'F1': 8.45, 'Latency': 19.32}","{'f1': 12.793333333333337, 'latency': 22.794594764709473}"
"{'F1': 13.28, 'Latency': 13.82}","{'f1': 19.806666666666672, 'latency': 14.101457595825195}"
"{'F1': 10.0, 'Latency': 12.0}","{'f1': 13.386666666666656, 'latency': 13.160238265991211}"
"{'F1': 17.5, 'Latency': 19.5}","{'f1': 29.659999999999997, 'latency': 22.138214111328125}"
"{'F1': 20.0, 'Latency': 17.0}","{'f1': 24.35000000000001, 'latency': 18.14971923828125}"
"{'F1': 12.1, 'Latency': 18.5}","{'f1': 11.61, 'latency': 17.367687225341797}"
"{'F1': 10.95, 'Latency': 17.98}","{'f1': 90.0, 'latency': 19.21804428100586}"
"{'F1': 13.57, 'Latency': 10.72}","{'f1': 24.370000000000005, 'latency': 14.09304141998291}"
"{'F1': 12.84, 'Latency': 21.37}","{'f1': 26.61500000000001, 'latency': 19.98490810394287}"
"{'F1': 10.66, 'Latency': 22.22}","{'f1': 7.540000000000006, 'latency': 22.76515483856201}"
"{'F1': 18.12, 'Latency': 17.45}","{'f1': 13.323333333333338, 'latency': 16.455636024475098}"
"{'F1': 14.5, 'Latency': 16.5}","{'f1': 13.779999999999987, 'latency': 14.113149642944336}"
"{'F1': 9.5, 'Latency': 16.5}","{'f1': 24.265, 'latency': 22.016048431396484}"
"{'F1': 10.5, 'Latency': 15.29}","{'f1': 13.366666666666674, 'latency': 12.976531982421875}"
"{'F1': 12.63, 'Latency': 15.67}","{'f1': 12.679999999999993, 'latency': 17.32954502105713}"
"{'F1': 10.5, 'Latency': 20.14}","{'f1': 11.085000000000008, 'latency': 22.68838405609131}"
"{'F1': 24.18, 'Latency': 19.26}","{'f1': 26.290000000000006, 'latency': 18.87166976928711}"
"{'F1': 12.31, 'Latency': 20.12}","{'f1': 13.759999999999991, 'latency': 17.251415252685547}"
"{'F1': 12.84, 'Latency': 18.12}","{'f1': 10.36, 'latency': 21.3382625579834}"
"{'F1': 10.5, 'Latency': 17.25}","{'f1': 90.0, 'latency': 16.45662784576416}"
"{'F1': 7.0, 'Latency': 24.0}","{'f1': 7.865000000000009, 'latency': 22.916078567504883}"
"{'F1': 7.18, 'Latency': 26.9}","{'f1': 10.219999999999999, 'latency': 18.35866928100586}"
"{'F1': 20.0, 'Latency': 17.5}","{'f1': 11.076666666666668, 'latency': 17.20376968383789}"
"{'F1': 10.33, 'Latency': 15.58}","{'f1': 19.723333333333343, 'latency': 17.28611946105957}"
"{'F1': 13.29, 'Latency': 15.0}","{'f1': 13.34333333333332, 'latency': 10.633678436279297}"
"{'F1': 24.47, 'Latency': 16.95}","{'f1': 31.570000000000007, 'latency': 21.044440269470215}"
"{'F1': 10.0, 'Latency': 21.5}","{'f1': 12.885000000000005, 'latency': 21.3185977935791}"
"{'F1': 10.5, 'Latency': 15.29}","{'f1': 23.810000000000002, 'latency': 17.84174919128418}"
"{'F1': 20.0, 'Latency': 19.5}","{'f1': 47.46, 'latency': 20.66321849822998}"
"{'F1': 13.28, 'Latency': 13.82}","{'f1': 90.0, 'latency': 14.879074096679688}"
"{'F1': 10.0, 'Latency': 15.0}","{'f1': 90.0, 'latency': 14.627118110656738}"
"{'F1': 13.0, 'Latency': 14.0}","{'f1': 90.0, 'latency': 10.595459938049316}"
"{'F1': 15.77, 'Latency': 9.82}","{'f1': 15.836666666666659, 'latency': 9.798097610473633}"
"{'F1': 13.44, 'Latency': 13.55}","{'f1': 13.490000000000009, 'latency': 11.472864151000977}"
"{'F1': 10.5, 'Latency': 15.29}","{'f1': 24.24666666666667, 'latency': 15.578474998474121}"
"{'F1': 10.0, 'Latency': 22.0}","{'f1': 13.456666666666663, 'latency': 18.500266075134277}"
"{'F1': 12.45, 'Latency': 14.5}","{'f1': 15.123333333333335, 'latency': 21.019396781921387}"
"{'F1': 18.5, 'Latency': 20.0}","{'f1': 11.409999999999997, 'latency': 21.526083946228027}"
"{'F1': 10.0, 'Latency': 15.0}","{'f1': 24.0, 'latency': 17.929363250732422}"
"{'F1': 15.0, 'Latency': 20.0}","{'f1': 24.5, 'latency': 18.047614097595215}"
"{'F1': 10.36, 'Latency': 21.34}","{'f1': 10.980000000000004, 'latency': 16.38084888458252}"
"{'F1': 18.83, 'Latency': 16.75}","{'f1': 14.036666666666676, 'latency': 16.39275074005127}"
"{'F1': 12.75, 'Latency': 18.5}","{'f1': 11.576666666666668, 'latency': 17.211737632751465}"
"{'F1': 10.63, 'Latency': 14.63}","{'f1': 90.0, 'latency': 12.289891242980957}"
"{'F1': 13.24, 'Latency': 15.2}","{'f1': 13.513333333333321, 'latency': 14.741401672363281}"
"{'F1': 20.47, 'Latency': 19.26}","{'f1': 19.900000000000006, 'latency': 17.63803482055664}"
"{'F1': 15.77, 'Latency': 9.82}","{'f1': 15.569999999999993, 'latency': 13.052783012390137}"
"{'F1': 13.56, 'Latency': 17.45}","{'f1': 90.0, 'latency': 14.820308685302734}"
"{'F1': 11.09, 'Latency': 22.69}","{'f1': 11.150000000000006, 'latency': 22.479467391967773}"
"{'F1': 19.89, 'Latency': 19.56}","{'f1': 23.739999999999995, 'latency': 22.059054374694824}"
"{'F1': 9.0, 'Latency': 12.0}","{'f1': 22.91000000000001, 'latency': 11.446738243103027}"
"{'F1': 24.5, 'Latency': 17.3}","{'f1': 20.023333333333326, 'latency': 17.351961135864258}"
"{'F1': 10.33, 'Latency': 15.58}","{'f1': 24.193333333333328, 'latency': 21.91777229309082}"
"{'F1': 10.5, 'Latency': 15.29}","{'f1': 90.0, 'latency': 13.795161247253418}"
"{'F1': 10.22, 'Latency': 18.36}","{'f1': 15.086666666666659, 'latency': 20.528554916381836}"
"{'F1': 14.04, 'Latency': 19.58}","{'f1': 17.546666666666667, 'latency': 20.540366172790527}"
"{'F1': 12.79, 'Latency': 18.5}","{'f1': 90.0, 'latency': 18.118786811828613}"
"{'F1': 13.0, 'Latency': 15.0}","{'f1': 13.61, 'latency': 9.81755256652832}"
