surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.2, 'F2': 4.146}","{'F1': 0.2, 'F2': 4.263}"
,"{'F1': 0.05, 'F2': 1.119}"
,"{'F1': 0.0, 'F2': 0.991}"
,"{'F1': 0.0, 'F2': 0.986}"
"{'F1': 0.4, 'F2': 4.06}","{'F1': 0.4, 'F2': 4.124}"
"{'F1': 0.5, 'F2': 3.797}","{'F1': 0.5, 'F2': 3.086}"
"{'F1': 0.01, 'F2': 0.983}","{'F1': 0.01, 'F2': 1.246}"
,"{'F1': 0.8, 'F2': 0.659}"
,"{'F1': 0.7, 'F2': 0.591}"
,"{'F1': 0.5, 'F2': 0.516}"
"{'F1': 0.25, 'F2': 2.099}","{'F1': 0.25, 'F2': 2.101}"
"{'F1': 0.3, 'F2': 4.024}","{'F1': 0.3, 'F2': 2.927}"
"{'F1': 0.5, 'F2': 3.771}","{'F1': 0.5, 'F2': 3.815}"
,"{'F1': 0.3, 'F2': 0.629}"
,"{'F1': 0.4, 'F2': 0.513}"
,"{'F1': 0.3, 'F2': 0.536}"
"{'F1': 0.25, 'F2': 2.101}","{'F1': 0.25, 'F2': 2.096}"
"{'F1': 0.0, 'F2': 1.246}","{'F1': 0.0, 'F2': 1.269}"
"{'F1': 0.05, 'F2': 4.306}","{'F1': 0.05, 'F2': 3.633}"
,"{'F1': 0.2, 'F2': 0.635}"
,"{'F1': 0.2, 'F2': 0.778}"
,"{'F1': 0.45, 'F2': 0.281}"
"{'F1': 0.1, 'F2': 2.626}","{'F1': 0.1, 'F2': 1.464}"
"{'F1': 0.5, 'F2': 0.516}","{'F1': 0.5, 'F2': 2.513}"
"{'F1': 0.3, 'F2': 4.081}","{'F1': 0.3, 'F2': 4.27}"
,"{'F1': 0.1, 'F2': 1.018}"
,"{'F1': 0.0, 'F2': 0.994}"
,"{'F1': 0.35, 'F2': 1.004}"
"{'F1': 0.2, 'F2': 4.263}","{'F1': 0.2, 'F2': 4.076}"
"{'F1': 0.2, 'F2': 0.635}","{'F1': 0.2, 'F2': 0.635}"
"{'F1': 0.2, 'F2': 4.257}","{'F1': 0.2, 'F2': 4.451}"
,"{'F1': 0.25, 'F2': 1.29}"
,"{'F1': 0.1, 'F2': 0.741}"
,"{'F1': 0.15, 'F2': 0.81}"
,"{'F1': 0.25, 'F2': 0.373}"
"{'F1': 0.15, 'F2': 4.44}","{'F1': 0.15, 'F2': 4.435}"
"{'F1': 0.1, 'F2': 4.62}","{'F1': 0.1, 'F2': 3.483}"
"{'F1': 0.1, 'F2': 1.018}","{'F1': 0.1, 'F2': 0.805}"
,"{'F1': 0.05, 'F2': 0.756}"
,"{'F1': 0.01, 'F2': 2.235}"
,"{'F1': 0.4, 'F2': 1.25}"
"{'F1': 0.8, 'F2': 0.659}","{'F1': 0.8, 'F2': 0.659}"
"{'F1': 0.01, 'F2': 2.281}","{'F1': 0.01, 'F2': 2.967}"
"{'F1': 0.1, 'F2': 4.594}","{'F1': 0.1, 'F2': 3.294}"
,"{'F1': 0.0, 'F2': 0.991}"
,"{'F1': 0.0, 'F2': 0.988}"
,"{'F1': 0.12, 'F2': 0.806}"
"{'F1': 0.2, 'F2': 0.778}","{'F1': 0.2, 'F2': 0.778}"
"{'F1': 0.4, 'F2': 1.667}","{'F1': 0.4, 'F2': 2.557}"
"{'F1': 0.2, 'F2': 4.288}","{'F1': 0.2, 'F2': 3.186}"
,"{'F1': 0.4, 'F2': 0.686}"
,"{'F1': 0.001, 'F2': 0.977}"
,"{'F1': 0.4, 'F2': 0.928}"
"{'F1': 0.1, 'F2': 1.018}","{'F1': 0.1, 'F2': 0.991}"
"{'F1': 0.001, 'F2': 0.982}","{'F1': 0.001, 'F2': 0.982}"
"{'F1': 0.05, 'F2': 1.119}","{'F1': 0.05, 'F2': 1.128}"
,"{'F1': 0.2, 'F2': 1.028}"
,"{'F1': 0.0, 'F2': 0.991}"
,"{'F1': 0.05, 'F2': 0.951}"
