surrogate_model_prediction,benchmark_evaluation
"{'F1': 7.0, 'Latency': 25.0}","{'f1': 10.540000000000006, 'latency': 26.11926555633545}"
"{'F1': 7.0, 'Latency': 25.0}","{'f1': 10.920000000000002, 'latency': 25.039057731628418}"
"{'F1': 7.0, 'Latency': 25.0}","{'f1': 6.4199999999999875, 'latency': 26.29415988922119}"
"{'F1': 6.42, 'Latency': 26.29}","{'f1': 9.995000000000005, 'latency': 30.79031467437744}"
"{'F1': 6.42, 'Latency': 26.29}","{'f1': 7.289999999999992, 'latency': 26.43205165863037}"
"{'F1': 6.42, 'Latency': 26.29}","{'f1': 11.280000000000015, 'latency': 22.964868545532227}"
"{'F1': 6.42, 'Latency': 26.29}","{'f1': 8.549999999999997, 'latency': 28.57370376586914}"
"{'F1': 7.89, 'Latency': 20.93}","{'f1': 7.773333333333326, 'latency': 27.164363861083984}"
"{'F1': 7.89, 'Latency': 20.93}","{'f1': 7.3799999999999955, 'latency': 29.84705924987793}"
"{'F1': 7.89, 'Latency': 20.93}","{'f1': 9.704999999999998, 'latency': 24.444446563720703}"
"{'F1': 7.89, 'Latency': 20.93}","{'f1': 8.826666666666668, 'latency': 24.02958393096924}"
"{'F1': 7.5, 'Latency': 24.5}","{'f1': 8.489999999999995, 'latency': 21.056132316589355}"
"{'F1': 7.5, 'Latency': 24.5}","{'f1': 9.463333333333324, 'latency': 28.337326049804688}"
"{'F1': 7.5, 'Latency': 24.5}","{'f1': 8.310000000000002, 'latency': 29.80579376220703}"
"{'F1': 7.5, 'Latency': 24.5}","{'f1': 7.900000000000006, 'latency': 27.346248626708984}"
"{'F1': 7.89, 'Latency': 20.93}","{'f1': 7.069999999999993, 'latency': 24.27896022796631}"
"{'F1': 7.89, 'Latency': 20.93}","{'f1': 7.65000000000002, 'latency': 24.264826774597168}"
"{'F1': 7.89, 'Latency': 20.93}","{'f1': 7.833333333333329, 'latency': 21.981043815612793}"
"{'F1': 7.89, 'Latency': 20.93}","{'f1': 8.936666666666667, 'latency': 24.497370719909668}"
"{'F1': 7.89, 'Latency': 20.93}","{'f1': 6.673333333333332, 'latency': 20.682358741760254}"
"{'F1': 7.89, 'Latency': 20.93}","{'f1': 19.91666666666667, 'latency': 21.886272430419922}"
"{'F1': 7.89, 'Latency': 20.93}","{'f1': 9.86, 'latency': 29.280405044555664}"
"{'F1': 7.89, 'Latency': 20.93}","{'f1': 10.980000000000004, 'latency': 25.35658359527588}"
"{'F1': 7.83, 'Latency': 21.98}","{'f1': 8.444999999999993, 'latency': 28.217668533325195}"
"{'F1': 7.83, 'Latency': 21.98}","{'f1': 7.719999999999985, 'latency': 27.894701957702637}"
"{'F1': 7.83, 'Latency': 21.98}","{'f1': 8.670000000000002, 'latency': 25.901408195495605}"
"{'F1': 7.83, 'Latency': 21.98}","{'f1': 10.980000000000004, 'latency': 24.418163299560547}"
"{'F1': 7.53, 'Latency': 30.6}","{'f1': 6.683333333333337, 'latency': 30.572333335876465}"
"{'F1': 7.53, 'Latency': 30.6}","{'f1': 10.060000000000002, 'latency': 30.3450870513916}"
"{'F1': 7.53, 'Latency': 30.6}","{'f1': 7.220000000000013, 'latency': 31.85871124267578}"
"{'F1': 7.53, 'Latency': 30.6}","{'f1': 8.009999999999991, 'latency': 24.28361415863037}"
"{'F1': 7.55, 'Latency': 27.49}","{'f1': 10.533333333333346, 'latency': 25.397953987121582}"
"{'F1': 7.55, 'Latency': 27.49}","{'f1': 7.219999999999999, 'latency': 29.443483352661133}"
"{'F1': 7.55, 'Latency': 27.49}","{'f1': 8.769999999999996, 'latency': 29.011659622192383}"
"{'F1': 7.55, 'Latency': 27.49}","{'f1': 6.096666666666678, 'latency': 29.381418228149414}"
"{'F1': 8.55, 'Latency': 28.57}","{'f1': 7.590000000000003, 'latency': 26.24675750732422}"
"{'F1': 8.55, 'Latency': 28.57}","{'f1': 7.266666666666666, 'latency': 29.846477508544922}"
"{'F1': 8.55, 'Latency': 28.57}","{'f1': 10.199999999999989, 'latency': 31.471824645996094}"
"{'F1': 8.55, 'Latency': 28.57}","{'f1': 7.306666666666658, 'latency': 29.734883308410645}"
"{'F1': 6.1, 'Latency': 29.38}","{'f1': 6.2549999999999955, 'latency': 30.072011947631836}"
"{'F1': 6.1, 'Latency': 29.38}","{'f1': 7.3799999999999955, 'latency': 26.58426284790039}"
"{'F1': 6.1, 'Latency': 29.38}","{'f1': 7.163333333333341, 'latency': 26.204609870910645}"
"{'F1': 6.1, 'Latency': 29.38}","{'f1': 8.224999999999994, 'latency': 29.11388397216797}"
