surrogate_model_prediction,benchmark_evaluation
"{'F1': 7.2, 'Latency': 25.5}","{'f1': 8.86, 'latency': 24.97767925262451}"
"{'F1': 7.2, 'Latency': 25.5}","{'f1': 9.806666666666658, 'latency': 28.873438835144043}"
"{'F1': 5.91, 'Latency': 29.67}","{'f1': 6.1299999999999955, 'latency': 29.54442024230957}"
"{'F1': 5.91, 'Latency': 29.67}","{'f1': 7.549999999999997, 'latency': 24.675111770629883}"
"{'F1': 5.91, 'Latency': 29.67}","{'f1': 7.734999999999999, 'latency': 25.36412239074707}"
"{'F1': 5.91, 'Latency': 29.67}","{'f1': 7.194999999999993, 'latency': 30.608596801757812}"
"{'F1': 7.0, 'Latency': 24.0}","{'f1': 7.839999999999989, 'latency': 25.0748872756958}"
"{'F1': 7.0, 'Latency': 24.0}","{'f1': 11.0, 'latency': 24.61625576019287}"
"{'F1': 7.0, 'Latency': 24.0}","{'f1': 7.569999999999993, 'latency': 27.656497955322266}"
"{'F1': 7.0, 'Latency': 24.0}","{'f1': 13.579999999999998, 'latency': 25.440917015075684}"
"{'F1': 8.82, 'Latency': 24.41}","{'f1': 9.783333333333346, 'latency': 24.548873901367188}"
"{'F1': 8.82, 'Latency': 24.41}","{'f1': 8.563333333333333, 'latency': 22.38243579864502}"
"{'F1': 8.82, 'Latency': 24.41}","{'f1': 13.14, 'latency': 18.36176872253418}"
"{'F1': 8.82, 'Latency': 24.41}","{'f1': 7.769999999999996, 'latency': 25.306148529052734}"
"{'F1': 8.56, 'Latency': 22.38}","{'f1': 8.733333333333348, 'latency': 21.98146343231201}"
"{'F1': 8.56, 'Latency': 22.38}","{'f1': 8.84666666666665, 'latency': 21.69672966003418}"
"{'F1': 8.56, 'Latency': 22.38}","{'f1': 6.290000000000006, 'latency': 27.36363410949707}"
"{'F1': 8.56, 'Latency': 22.38}","{'f1': 8.876666666666665, 'latency': 26.11539363861084}"
"{'F1': 13.14, 'Latency': 18.36}","{'f1': 9.663333333333341, 'latency': 26.468658447265625}"
"{'F1': 13.14, 'Latency': 18.36}","{'f1': 7.193333333333328, 'latency': 27.30729103088379}"
"{'F1': 13.14, 'Latency': 18.36}","{'f1': 7.769999999999996, 'latency': 29.462265968322754}"
"{'F1': 13.14, 'Latency': 18.36}","{'f1': 9.280000000000001, 'latency': 25.242996215820312}"
"{'F1': 13.14, 'Latency': 18.36}","{'f1': 7.113333333333344, 'latency': 27.32978343963623}"
"{'F1': 13.14, 'Latency': 18.36}","{'f1': 6.900000000000006, 'latency': 34.39087390899658}"
"{'F1': 13.14, 'Latency': 18.36}","{'f1': 9.65333333333335, 'latency': 28.663325309753418}"
"{'F1': 13.14, 'Latency': 18.36}","{'f1': 7.664999999999992, 'latency': 27.062740325927734}"
"{'F1': 8.56, 'Latency': 22.38}","{'f1': 8.090000000000018, 'latency': 26.595945358276367}"
"{'F1': 8.56, 'Latency': 22.38}","{'f1': 7.4950000000000045, 'latency': 26.00511074066162}"
"{'F1': 8.56, 'Latency': 22.38}","{'f1': 8.103333333333339, 'latency': 25.780329704284668}"
"{'F1': 8.56, 'Latency': 22.38}","{'f1': 7.079999999999998, 'latency': 29.583401679992676}"
