x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
0.029,0.411,0.081,0.096,0.045,0.054,0.622,0.493,0.275,0.136,0.322,0.201,0.071,0.583,0.138,0.245,0.453,0.017,0.389,0.083,0.531,0.698,0.366,0.298,0.912,0.242,0.365,0.119,0.237,0.319
0.006,0.198,0.074,0.192,0.038,0.027,0.621,0.513,0.288,0.11,0.292,0.165,0.06,0.5,0.16,0.223,0.46,0.021,0.35,0.08,0.47,0.58,0.37,0.275,0.88,0.24,0.355,0.095,0.201,0.26
0.015,0.392,0.056,0.173,0.064,0.027,0.578,0.502,0.263,0.109,0.294,0.198,0.053,0.502,0.139,0.231,0.475,0.021,0.317,0.064,0.493,0.612,0.382,0.245,0.813,0.185,0.387,0.077,0.198,0.306
0.043,0.187,0.094,0.159,0.028,0.017,0.668,0.507,0.287,0.115,0.275,0.167,0.034,0.532,0.139,0.198,0.485,0.021,0.306,0.066,0.493,0.569,0.383,0.263,0.895,0.207,0.331,0.086,0.191,0.245
0.028,0.439,0.067,0.077,0.032,0.046,0.6,0.498,0.29,0.13,0.297,0.176,0.061,0.53,0.141,0.202,0.47,0.02,0.328,0.07,0.478,0.591,0.398,0.29,0.845,0.204,0.335,0.085,0.195,0.215
0.012,0.204,0.061,0.148,0.037,0.029,0.614,0.517,0.294,0.122,0.295,0.176,0.065,0.519,0.163,0.224,0.465,0.022,0.336,0.069,0.515,0.674,0.375,0.283,0.812,0.221,0.347,0.113,0.221,0.271
0.05,0.1,0.02,0.08,0.01,0.04,0.6,0.55,0.23,0.12,0.34,0.13,0.04,0.56,0.09,0.16,0.41,0.01,0.27,0.02,0.52,0.54,0.34,0.25,0.85,0.16,0.31,0.06,0.19,0.21
0.002,0.197,0.065,0.145,0.022,0.031,0.675,0.509,0.276,0.114,0.284,0.155,0.058,0.504,0.159,0.215,0.43,0.018,0.325,0.062,0.513,0.675,0.376,0.291,0.805,0.225,0.34,0.102,0.207,0.258
0.005,0.128,0.073,0.198,0.034,0.026,0.589,0.514,0.266,0.112,0.286,0.162,0.059,0.516,0.157,0.229,0.45,0.02,0.312,0.067,0.511,0.695,0.374,0.284,0.795,0.227,0.344,0.097,0.208,0.261
0.008,0.19,0.062,0.15,0.031,0.026,0.64,0.5,0.275,0.112,0.28,0.161,0.055,0.508,0.157,0.222,0.46,0.021,0.315,0.06,0.505,0.68,0.373,0.29,0.79,0.218,0.348,0.104,0.204,0.254
0.004,0.185,0.063,0.135,0.029,0.027,0.66,0.515,0.29,0.111,0.275,0.156,0.052,0.511,0.162,0.223,0.465,0.018,0.308,0.065,0.499,0.67,0.372,0.284,0.795,0.223,0.34,0.098,0.206,0.259
0.02,0.2,0.06,0.18,0.04,0.05,0.62,0.5,0.27,0.12,0.32,0.2,0.08,0.54,0.15,0.23,0.46,0.03,0.35,0.07,0.5,0.58,0.39,0.29,0.91,0.22,0.34,0.11,0.21,0.27
0.001,0.177,0.08,0.13,0.03,0.029,0.69,0.5,0.27,0.11,0.275,0.15,0.056,0.51,0.155,0.215,0.455,0.02,0.317,0.061,0.507,0.685,0.375,0.28,0.81,0.22,0.36,0.1,0.21,0.255
0.002,0.185,0.061,0.13,0.028,0.023,0.665,0.52,0.29,0.115,0.275,0.15,0.055,0.51,0.16,0.22,0.45,0.02,0.33,0.06,0.5,0.68,0.37,0.29,0.8,0.23,0.35,0.1,0.2,0.25
0.015,0.2,0.05,0.1,0.02,0.03,0.67,0.48,0.3,0.11,0.27,0.165,0.055,0.52,0.15,0.22,0.44,0.02,0.34,0.07,0.49,0.58,0.38,0.28,0.88,0.2,0.33,0.1,0.2,0.25
0.028,0.18,0.055,0.067,0.03,0.04,0.6,0.48,0.26,0.115,0.28,0.158,0.063,0.5,0.14,0.2,0.44,0.02,0.33,0.06,0.5,0.56,0.38,0.28,0.9,0.21,0.34,0.1,0.19,0.22
0.007,0.155,0.071,0.144,0.036,0.028,0.62,0.515,0.26,0.116,0.283,0.167,0.058,0.503,0.149,0.227,0.463,0.02,0.308,0.069,0.475,0.688,0.372,0.269,0.804,0.24,0.352,0.099,0.207,0.26
0.02,0.5,0.05,0.1,0.03,0.02,0.6,0.4,0.25,0.1,0.3,0.15,0.05,0.4,0.1,0.2,0.45,0.01,0.3,0.05,0.48,0.5,0.35,0.2,0.7,0.15,0.3,0.1,0.2,0.2
0.03,0.5,0.07,0.15,0.05,0.03,0.68,0.52,0.26,0.12,0.31,0.16,0.05,0.54,0.14,0.22,0.46,0.02,0.33,0.07,0.5,0.63,0.39,0.29,0.85,0.23,0.36,0.11,0.21,0.2
0.003,0.162,0.071,0.139,0.042,0.032,0.675,0.504,0.255,0.114,0.278,0.164,0.055,0.519,0.158,0.226,0.461,0.02,0.33,0.064,0.51,0.685,0.374,0.273,0.796,0.224,0.341,0.098,0.209,0.254
0.002,0.145,0.052,0.123,0.025,0.031,0.689,0.515,0.274,0.113,0.276,0.158,0.057,0.514,0.161,0.218,0.467,0.019,0.321,0.063,0.516,0.679,0.372,0.281,0.798,0.225,0.342,0.096,0.21,0.26
0.001,0.05,0.02,0.1,0.03,0.01,0.5,0.45,0.2,0.1,0.2,0.1,0.04,0.5,0.12,0.18,0.4,0.02,0.3,0.05,0.4,0.5,0.35,0.2,0.8,0.15,0.3,0.1,0.1,0.2
0.004,0.15,0.048,0.1,0.022,0.027,0.59,0.53,0.29,0.1,0.285,0.16,0.055,0.5,0.15,0.23,0.46,0.025,0.32,0.07,0.49,0.59,0.36,0.29,0.84,0.22,0.35,0.1,0.2,0.25
0.022,0.187,0.075,0.14,0.032,0.025,0.65,0.54,0.27,0.12,0.29,0.159,0.058,0.51,0.142,0.24,0.48,0.04,0.34,0.065,0.49,0.67,0.36,0.26,0.79,0.22,0.33,0.11,0.21,0.23
0.013,0.25,0.057,0.165,0.045,0.031,0.605,0.52,0.274,0.119,0.292,0.173,0.059,0.513,0.162,0.226,0.475,0.03,0.32,0.065,0.48,0.58,0.38,0.28,0.87,0.215,0.348,0.095,0.202,0.263
0.001,0.117,0.034,0.12,0.022,0.018,0.65,0.5,0.28,0.11,0.25,0.15,0.053,0.51,0.14,0.22,0.45,0.03,0.29,0.06,0.52,0.7,0.36,0.29,0.85,0.24,0.32,0.1,0.2,0.2
0.007,0.172,0.067,0.145,0.028,0.022,0.675,0.52,0.29,0.12,0.283,0.162,0.054,0.515,0.158,0.22,0.46,0.01,0.31,0.058,0.505,0.68,0.375,0.28,0.81,0.21,0.35,0.1,0.21,0.25
0.017,0.195,0.064,0.135,0.03,0.022,0.612,0.53,0.26,0.115,0.275,0.16,0.058,0.51,0.15,0.22,0.46,0.025,0.33,0.065,0.48,0.58,0.39,0.28,0.87,0.21,0.34,0.1,0.2,0.23
0.008,0.203,0.078,0.152,0.037,0.022,0.685,0.52,0.272,0.11,0.29,0.174,0.06,0.516,0.16,0.22,0.46,0.022,0.32,0.065,0.51,0.67,0.37,0.29,0.801,0.224,0.345,0.098,0.21,0.255
0.018,0.18,0.05,0.12,0.02,0.04,0.61,0.53,0.3,0.11,0.28,0.16,0.06,0.5,0.14,0.21,0.47,0.03,0.32,0.07,0.52,0.65,0.39,0.25,0.9,0.2,0.35,0.1,0.18,0.22
0.021,0.301,0.057,0.129,0.035,0.024,0.612,0.525,0.265,0.108,0.297,0.157,0.062,0.517,0.148,0.225,0.458,0.022,0.329,0.063,0.515,0.692,0.369,0.275,0.802,0.213,0.335,0.095,0.207,0.258
0.004,0.147,0.053,0.103,0.021,0.025,0.675,0.515,0.283,0.117,0.291,0.162,0.056,0.517,0.164,0.218,0.462,0.021,0.329,0.063,0.515,0.675,0.372,0.284,0.8,0.226,0.343,0.095,0.208,0.261
0.003,0.145,0.054,0.098,0.022,0.024,0.684,0.525,0.289,0.118,0.282,0.165,0.057,0.515,0.161,0.221,0.465,0.022,0.331,0.064,0.517,0.678,0.373,0.286,0.805,0.229,0.346,0.094,0.205,0.263
0.005,0.3,0.04,0.15,0.03,0.01,0.65,0.52,0.28,0.1,0.29,0.18,0.06,0.51,0.16,0.25,0.47,0.02,0.34,0.07,0.5,0.63,0.4,0.24,0.78,0.21,0.33,0.11,0.2,0.24
0.003,0.18,0.062,0.14,0.03,0.025,0.675,0.52,0.29,0.12,0.28,0.158,0.056,0.51,0.157,0.22,0.45,0.02,0.33,0.06,0.5,0.68,0.37,0.28,0.8,0.22,0.35,0.1,0.2,0.25
0.01,0.25,0.05,0.1,0.02,0.03,0.6,0.5,0.25,0.1,0.3,0.15,0.05,0.4,0.1,0.2,0.45,0.02,0.3,0.05,0.48,0.6,0.35,0.2,0.8,0.15,0.3,0.1,0.2,0.2
0.01,0.17,0.05,0.1,0.02,0.03,0.68,0.48,0.28,0.1,0.29,0.16,0.06,0.52,0.14,0.22,0.45,0.02,0.31,0.06,0.49,0.58,0.39,0.27,0.9,0.21,0.35,0.1,0.19,0.24
0.002,0.15,0.04,0.1,0.02,0.03,0.66,0.5,0.28,0.1,0.29,0.16,0.06,0.52,0.14,0.22,0.45,0.02,0.32,0.06,0.5,0.67,0.36,0.29,0.79,0.22,0.34,0.1,0.2,0.25
0.002,0.123,0.055,0.116,0.019,0.023,0.675,0.51,0.27,0.111,0.292,0.154,0.054,0.517,0.163,0.212,0.467,0.021,0.327,0.062,0.514,0.68,0.37,0.285,0.805,0.228,0.344,0.093,0.206,0.25
0.003,0.145,0.055,0.1,0.01,0.02,0.67,0.52,0.27,0.11,0.28,0.162,0.054,0.51,0.15,0.22,0.46,0.01,0.31,0.06,0.5,0.68,0.37,0.28,0.79,0.22,0.35,0.1,0.21,0.25
0.01,0.25,0.045,0.1,0.02,0.02,0.62,0.5,0.2,0.1,0.3,0.15,0.05,0.45,0.1,0.2,0.45,0.02,0.3,0.05,0.47,0.6,0.35,0.2,0.8,0.15,0.3,0.1,0.2,0.2
