prompt_tokens,completion_tokens,total_tokens
8940,98,9038
8940,98,9038
9144,1362,10506
9144,272,9416
9229,98,9327
9229,98,9327
9229,92,9321
9229,98,9327
9229,92,9321
9433,1362,10795
9433,549,9982
9518,98,9616
9518,92,9610
9518,92,9610
9518,98,9616
9518,92,9610
9722,1362,11084
9722,272,9994
9807,98,9905
9807,92,9899
9807,92,9899
9807,92,9899
9807,97,9904
10011,1362,11373
10096,92,10188
10096,92,10188
10096,92,10188
10096,98,10194
10096,98,10194
10300,1362,11662
10300,820,11120
10300,272,10572
10300,272,10572
10300,272,10572
10300,272,10572
10300,272,10572
10385,98,10483
10385,98,10483
10385,92,10477
10385,92,10477
10385,98,10483
10589,1362,11951
10674,98,10772
10674,98,10772
10674,92,10766
10674,92,10766
10674,98,10772
10878,1361,12239
10878,820,11698
10878,545,11423
10878,272,11150
10963,92,11055
10963,98,11061
10963,98,11061
10963,92,11055
10963,92,11055
11167,1362,12529
11167,272,11439
11167,272,11439
11167,272,11439
11167,272,11439
11167,272,11439
11167,272,11439
11167,272,11439
11167,272,11439
11167,272,11439
11167,1362,12529
11252,92,11344
11252,98,11350
11252,92,11344
11252,98,11350
11252,98,11350
11456,1362,12818
11456,546,12002
11541,98,11639
11541,92,11633
11541,92,11633
11541,98,11639
11541,92,11633
11745,1362,13107
11745,549,12294
11745,272,12017
11745,272,12017
11745,272,12017
11745,272,12017
11830,92,11922
11830,98,11928
11830,97,11927
11830,92,11922
11830,92,11922
12034,1362,13396
12119,98,12217
12119,98,12217
12119,92,12211
12119,92,12211
12119,98,12217
12323,1361,13684
12323,545,12868
12323,542,12865
12323,272,12595
12323,272,12595
12323,272,12595
12323,272,12595
12323,272,12595
12323,272,12595
12323,272,12595
12323,1362,13685
12408,92,12500
12408,92,12500
12408,92,12500
12408,98,12506
12408,97,12505
12612,1362,13974
12612,820,13432
12612,272,12884
12612,272,12884
12612,272,12884
12612,272,12884
12697,98,12795
12697,92,12789
12697,98,12795
12697,92,12789
12697,98,12795
12901,1362,14263
12986,92,13078
12986,92,13078
12986,98,13084
12986,92,13078
12986,92,13078
13190,1362,14552
13190,542,13732
13190,546,13736
13190,545,13735
13190,546,13736
13190,272,13462
13190,272,13462
13190,271,13461
13275,98,13373
13275,98,13373
13275,92,13367
13275,98,13373
13275,98,13373
13479,1362,14841
13479,546,14025
13479,546,14025
13479,272,13751
13479,271,13750
13479,272,13751
13479,271,13750
13479,272,13751
13479,272,13751
13564,98,13662
13564,98,13662
13564,92,13656
13564,92,13656
13564,98,13662
13768,1362,15130
13768,545,14313
13768,272,14040
13768,272,14040
13768,272,14040
13853,92,13945
13853,92,13945
13853,98,13951
13853,98,13951
13853,97,13950
14057,1362,15419
14057,272,14329
14057,272,14329
14057,272,14329
14057,272,14329
14057,272,14329
14057,272,14329
14142,92,14234
14142,92,14234
14142,91,14233
14142,98,14240
14142,98,14240
14346,1362,15708
14346,1362,15708
14346,272,14618
14431,98,14529
14431,98,14529
14431,92,14523
14431,92,14523
14431,92,14523
14635,1362,15997
14635,1090,15725
14635,549,15184
14635,549,15184
14635,272,14907
14635,272,14907
14635,272,14907
14635,272,14907
14720,92,14812
14720,98,14818
14720,98,14818
14720,98,14818
14720,98,14818
14924,1362,16286
14924,1091,16015
14924,272,15196
14924,271,15195
14924,272,15196
15009,92,15101
15009,98,15107
15009,98,15107
15009,98,15107
15009,98,15107
15213,1362,16575
15213,820,16033
15213,272,15485
15213,272,15485
15213,272,15485
15213,272,15485
15213,272,15485
15213,272,15485
15298,97,15395
15298,98,15396
15298,92,15390
15298,98,15396
15298,98,15396
15502,1362,16864
15502,820,16322
15502,546,16048
15502,272,15774
15502,272,15774
15502,272,15774
15502,272,15774
15502,272,15774
15502,272,15774
15502,272,15774
15587,98,15685
15587,98,15685
15587,98,15685
15587,98,15685
15587,92,15679
15791,1362,17153
15791,1091,16882
15791,820,16611
15876,92,15968
15876,98,15974
15876,92,15968
15876,98,15974
15876,97,15973
16080,1362,17442
16080,272,16352
16080,272,16352
16080,272,16352
16080,272,16352
16080,272,16352
16080,272,16352
16080,272,16352
16080,272,16352
16080,272,16352
16080,1362,17442
16165,92,16257
16165,92,16257
16165,92,16257
16165,92,16257
16165,98,16263
16369,1362,17731
16369,272,16641
16369,272,16641
16369,272,16641
16369,272,16641
16454,98,16552
16454,97,16551
16454,92,16546
16454,92,16546
16454,92,16546
16658,1362,18020
16658,820,17478
16658,549,17207
16658,542,17200
16658,549,17207
16658,545,17203
16743,92,16835
16743,98,16841
16743,92,16835
16743,98,16841
16743,92,16835
16947,1362,18309
16947,1362,18309
16947,1091,18038
17032,98,17130
17032,98,17130
17032,98,17130
17032,98,17130
17032,98,17130
17236,1362,18598
17236,1362,18598
17236,272,17508
17236,272,17508
17321,92,17413
17321,98,17419
17321,92,17413
17321,92,17413
17321,98,17419
17525,1362,18887
17610,98,17708
17610,98,17708
17610,98,17708
17610,98,17708
17610,92,17702
17814,1362,19176
17814,1362,19176
17814,820,18634
17814,820,18634
17899,92,17991
17899,92,17991
17899,92,17991
17899,92,17991
17899,98,17997
18103,1362,19465
18103,1362,19465
18103,542,18645
18103,549,18652
18188,92,18280
18188,98,18286
18188,98,18286
18188,92,18280
18188,92,18280
18392,1362,19754
18392,1090,19482
18392,272,18664
18392,272,18664
18392,272,18664
18392,272,18664
18392,272,18664
18392,272,18664
18392,272,18664
18392,272,18664
18392,1362,19754
18477,98,18575
18477,98,18575
18477,92,18569
18477,98,18575
18477,91,18568
18681,1362,20043
18681,549,19230
18681,549,19230
18681,272,18953
18681,272,18953
18681,272,18953
18681,272,18953
18681,272,18953
18681,272,18953
18681,272,18953
18681,1362,20043
18766,98,18864
18766,92,18858
18766,92,18858
18766,91,18857
18766,102,18868
18970,1362,20332
19055,98,19153
19055,98,19153
19055,98,19153
19055,92,19147
19055,92,19147
19259,1362,20621
19259,545,19804
19259,272,19531
19259,272,19531
19259,272,19531
19259,272,19531
19344,98,19442
19344,92,19436
19344,92,19436
19344,98,19442
19344,92,19436
19548,1361,20909
19548,549,20097
19548,272,19820
19633,92,19725
19633,92,19725
19633,92,19725
19633,92,19725
19633,92,19725
19837,1362,21199
19837,1090,20927
19837,272,20109
19837,272,20109
19837,272,20109
19837,272,20109
19837,272,20109
19922,92,20014
19922,98,20020
19922,92,20014
19922,98,20020
19922,92,20014
20126,1362,21488
20126,816,20942
20211,98,20309
20211,92,20303
20211,92,20303
20211,98,20309
20211,92,20303
20415,1362,21777
20415,819,21234
20415,549,20964
20415,272,20687
20415,272,20687
20415,272,20687
20500,98,20598
20500,98,20598
20500,92,20592
20500,92,20592
20500,97,20597
20704,1362,22066
20789,98,20887
20789,92,20881
20789,98,20887
20789,92,20881
20789,98,20887
20993,1362,22355
21078,98,21176
21078,92,21170
21078,92,21170
21078,98,21176
21078,92,21170
21282,1362,22644
21367,96,21463
21367,92,21459
21367,98,21465
21367,92,21459
21367,92,21459
21571,1362,22933
21571,272,21843
21656,97,21753
21656,92,21748
21656,98,21754
21656,92,21748
21656,98,21754
21860,1362,23222
21860,546,22406
21860,272,22132
21945,92,22037
21945,92,22037
21945,92,22037
21945,98,22043
21945,92,22037
22149,1362,23511
22149,272,22421
22149,272,22421
22149,272,22421
22149,272,22421
22234,98,22332
22234,92,22326
22234,92,22326
22234,92,22326
22234,92,22326
22438,1362,23800
22438,820,23258
22523,98,22621
22523,92,22615
22523,92,22615
22523,92,22615
22523,92,22615
22727,1362,24089
22727,820,23547
22727,541,23268
22727,271,22998
22727,272,22999
22727,272,22999
22727,272,22999
22812,98,22910
22812,92,22904
22812,98,22910
22812,92,22904
22812,92,22904
23016,1362,24378
23016,272,23288
23016,271,23287
23101,92,23193
23101,98,23199
23101,98,23199
23101,92,23193
23101,102,23203
23305,1362,24667
23305,549,23854
23390,92,23482
23390,92,23482
23390,92,23482
23390,92,23482
23390,92,23482
23594,1362,24956
23594,272,23866
23594,272,23866
23679,98,23777
23679,98,23777
23679,96,23775
23679,98,23777
23679,92,23771
23883,1362,25245
23883,549,24432
23883,272,24155
23883,272,24155
23883,272,24155
23968,97,24065
23968,98,24066
23968,92,24060
23968,92,24060
23968,92,24060
24172,1362,25534
24257,98,24355
24257,98,24355
24257,98,24355
24257,98,24355
24257,98,24355
24461,1362,25823
24461,272,24733
24546,92,24638
24546,98,24644
24546,92,24638
24546,92,24638
24546,92,24638
24750,1362,26112
24750,1362,26112
24750,1362,26112
24750,1091,25841
24750,549,25299
24750,545,25295
24750,272,25022
24750,272,25022
24750,272,25022
24835,98,24933
24835,98,24933
24835,98,24933
24835,97,24932
24835,92,24927
25039,1362,26401
25039,272,25311
25039,272,25311
25039,272,25311
25039,272,25311
25039,272,25311
25124,92,25216
25124,92,25216
25124,98,25222
25124,92,25216
25124,98,25222
25328,1362,26690
25328,820,26148
25328,549,25877
25328,272,25600
25328,272,25600
25413,92,25505
25413,92,25505
25413,98,25511
25413,98,25511
25413,98,25511
25617,1362,26979
25617,549,26166
25702,97,25799
25702,92,25794
25702,98,25800
25702,92,25794
25702,92,25794
25906,1362,27268
25906,545,26451
25991,98,26089
25991,92,26083
25991,91,26082
25991,98,26089
25991,92,26083
26195,1362,27557
26280,98,26378
26280,102,26382
26280,98,26378
26280,92,26372
26280,98,26378
26484,1361,27845
26484,272,26756
26569,92,26661
26569,98,26667
26569,92,26661
26569,92,26661
26569,98,26667
26773,1362,28135
26773,1091,27864
26773,545,27318
26773,545,27318
26773,272,27045
26773,272,27045
26858,98,26956
26858,91,26949
26858,98,26956
26858,92,26950
26858,92,26950
27062,1362,28424
27062,546,27608
27147,92,27239
27147,92,27239
27147,91,27238
27147,98,27245
27147,98,27245
27351,1362,28713
27351,542,27893
27436,92,27528
27436,92,27528
27436,98,27534
27436,98,27534
27436,97,27533
27640,1362,29002
27640,1091,28731
27640,549,28189
27725,98,27823
27725,98,27823
27725,98,27823
27725,98,27823
27725,92,27817
27929,1362,29291
27929,1362,29291
27929,546,28475
27929,545,28474
28014,98,28112
28014,92,28106
28014,92,28106
28014,98,28112
28014,98,28112
28218,1362,29580
28303,98,28401
28303,98,28401
28303,92,28395
28303,92,28395
28303,98,28401
28507,1362,29869
28507,272,28779
28592,92,28684
28592,97,28689
28592,92,28684
28592,92,28684
28592,92,28684
28796,1362,30158
28796,1091,29887
28796,272,29068
28796,272,29068
28881,98,28979
28881,98,28979
28881,92,28973
28881,92,28973
28881,92,28973
29085,1362,30447
29085,1362,30447
29085,820,29905
29085,820,29905
29085,272,29357
29085,272,29357
29170,92,29262
29170,92,29262
29170,98,29268
29170,98,29268
29170,98,29268
29374,1362,30736
29374,820,30194
29374,272,29646
29459,92,29551
29459,98,29557
29459,92,29551
29459,98,29557
29459,98,29557
29663,1362,31025
29663,1362,31025
29748,92,29840
29748,98,29846
29748,98,29846
29748,98,29846
29748,92,29840
29952,1362,31314
29952,814,30766
29952,549,30501
30037,98,30135
30037,92,30129
30037,98,30135
30037,92,30129
30037,98,30135
