prompt_tokens,completion_tokens,total_tokens
9220,98,9318
9229,102,9331
9229,96,9325
9433,1362,10795
9518,98,9616
9518,92,9610
9518,92,9610
9518,92,9610
9518,102,9620
9722,1362,11084
9807,92,9899
9807,98,9905
9807,98,9905
9807,92,9899
9807,98,9905
10011,1362,11373
10011,272,10283
10011,272,10283
10011,272,10283
10011,272,10283
10096,98,10194
10096,98,10194
10096,92,10188
10096,98,10194
10096,102,10198
10300,1362,11662
10385,97,10482
10385,98,10483
10385,92,10477
10385,98,10483
10385,98,10483
10589,1362,11951
10589,542,11131
10589,272,10861
10674,98,10772
10674,102,10776
10674,92,10766
10674,98,10772
10674,98,10772
10878,1356,12234
10878,1091,11969
10878,820,11698
10878,272,11150
10963,92,11055
10963,98,11061
10963,98,11061
10963,98,11061
10963,98,11061
11167,1352,12519
11167,820,11987
11167,272,11439
11252,98,11350
11252,98,11350
11252,102,11354
11252,92,11344
11252,92,11344
11456,1362,12818
11456,549,12005
11456,272,11728
11456,272,11728
11456,272,11728
11456,272,11728
11456,272,11728
11456,272,11728
11456,272,11728
11541,102,11643
11541,92,11633
11541,92,11633
11541,92,11633
11541,92,11633
11745,1362,13107
11830,97,11927
11830,98,11928
11830,98,11928
11830,97,11927
11830,98,11928
12034,1362,13396
12119,92,12211
12119,98,12217
12119,98,12217
12119,98,12217
12119,98,12217
12323,1362,13685
12323,820,13143
12408,98,12506
12408,92,12500
12408,92,12500
12408,98,12506
12408,98,12506
12612,1362,13974
12612,272,12884
12697,98,12795
12697,97,12794
12697,98,12795
12697,92,12789
12697,98,12795
12901,1362,14263
12901,547,13448
12901,542,13443
12901,545,13446
12901,549,13450
12901,545,13446
12901,272,13173
12986,98,13084
12986,98,13084
12986,92,13078
12986,98,13084
12986,98,13084
13190,1362,14552
13190,549,13739
13190,549,13739
13190,272,13462
13275,92,13367
13275,92,13367
13275,92,13367
13275,98,13373
13275,98,13373
13479,1362,14841
13479,545,14024
13564,92,13656
13564,92,13656
13564,98,13662
13564,92,13656
13564,98,13662
13768,1362,15130
13768,272,14040
13853,92,13945
13853,98,13951
13853,92,13945
13853,92,13945
13853,98,13951
14057,1362,15419
14057,820,14877
14057,820,14877
14057,820,14877
14142,92,14234
14142,98,14240
14142,92,14234
14142,92,14234
14142,98,14240
14346,1361,15707
14431,92,14523
14431,98,14529
14431,98,14529
14431,98,14529
14431,92,14523
14635,1362,15997
14635,549,15184
14635,549,15184
14635,545,15180
14635,549,15184
14635,545,15180
14635,272,14907
14720,102,14822
14720,92,14812
14720,98,14818
14720,92,14812
14720,92,14812
14924,1362,16286
14924,1091,16015
14924,820,15744
14924,814,15738
15009,98,15107
15009,98,15107
15009,97,15106
15009,92,15101
15009,102,15111
15213,1362,16575
15213,820,16033
15213,820,16033
15213,272,15485
15213,272,15485
15213,272,15485
15213,272,15485
15298,92,15390
15298,102,15400
15298,98,15396
15298,98,15396
15298,98,15396
15502,1362,16864
15502,820,16322
15502,820,16322
15502,272,15774
15502,272,15774
15502,272,15774
15502,272,15774
15502,272,15774
15502,272,15774
15502,272,15774
15502,1362,16864
15587,92,15679
15587,92,15679
15587,98,15685
15587,98,15685
15587,98,15685
15791,1362,17153
15791,1091,16882
15876,92,15968
15876,98,15974
15876,98,15974
15876,98,15974
15876,92,15968
16080,1362,17442
16080,542,16622
16165,98,16263
16165,101,16266
16165,98,16263
16165,92,16257
16165,98,16263
16369,1362,17731
16369,820,17189
16369,820,17189
16369,272,16641
16369,272,16641
16454,98,16552
16454,98,16552
16454,98,16552
16454,92,16546
16454,98,16552
16658,1362,18020
16658,546,17204
16658,272,16930
16658,272,16930
16658,272,16930
16658,272,16930
16658,272,16930
16658,272,16930
16658,272,16930
16743,92,16835
16743,98,16841
16743,92,16835
16743,98,16841
16743,98,16841
16947,1362,18309
16947,1091,18038
16947,549,17496
16947,272,17219
16947,272,17219
17032,92,17124
17032,98,17130
17032,98,17130
17032,98,17130
17032,98,17130
17236,1362,18598
17236,549,17785
17321,98,17419
17321,98,17419
17321,102,17423
17321,92,17413
17321,98,17419
17525,1362,18887
17525,820,18345
17610,97,17707
17610,92,17702
17610,98,17708
17610,92,17702
17610,92,17702
17814,1361,19175
17814,1091,18905
17814,545,18359
17899,98,17997
17899,92,17991
17899,92,17991
17899,98,17997
17899,92,17991
18103,1362,19465
18103,1091,19194
18103,272,18375
18103,272,18375
18103,272,18375
18103,272,18375
18103,272,18375
18188,92,18280
18188,97,18285
18188,92,18280
18188,92,18280
18188,92,18280
18392,1362,19754
18392,820,19212
18477,92,18569
18477,92,18569
18477,92,18569
18477,98,18575
18477,92,18569
18681,1362,20043
18681,819,19500
18681,820,19501
18681,820,19501
18766,98,18864
18766,92,18858
18766,92,18858
18766,92,18858
18766,98,18864
18970,1362,20332
18970,820,19790
19055,92,19147
19055,98,19153
19055,99,19154
19055,96,19151
19055,92,19147
19259,1362,20621
19259,1091,20350
19259,1083,20342
19259,1091,20350
19259,272,19531
19259,272,19531
19259,272,19531
19259,272,19531
19259,272,19531
19259,272,19531
19259,1362,20621
19344,92,19436
19344,92,19436
19344,98,19442
19344,102,19446
19344,98,19442
19548,1362,20910
19548,272,19820
19548,272,19820
19548,272,19820
19633,102,19735
19633,98,19731
19633,98,19731
19633,98,19731
19633,92,19725
19837,1362,21199
19837,1121,20958
19837,272,20109
19837,272,20109
19922,92,20014
19952,99,20051
19922,98,20020
19922,92,20014
19922,96,20018
20126,1362,21488
20126,1091,21217
20126,1091,21217
20126,272,20398
20126,272,20398
20126,271,20397
20126,272,20398
20211,98,20309
20211,98,20309
20211,98,20309
20211,98,20309
20211,98,20309
20415,1362,21777
20415,542,20957
20415,272,20687
20500,92,20592
20500,92,20592
20500,92,20592
20500,92,20592
20500,98,20598
20704,1362,22066
20704,549,21253
20789,69,20858
20789,98,20887
20789,92,20881
20789,92,20881
20789,92,20881
20789,98,20887
20993,1362,22355
20993,820,21813
20993,272,21265
21078,98,21176
21078,91,21169
21078,102,21180
21078,98,21176
21078,92,21170
21282,1361,22643
21282,1362,22644
21282,272,21554
21282,271,21553
21282,272,21554
21282,272,21554
21282,272,21554
21282,272,21554
21367,92,21459
21367,92,21459
21367,98,21465
21367,98,21465
21367,92,21459
21571,1362,22933
21571,820,22391
21571,549,22120
21571,546,22117
21571,272,21843
21656,92,21748
21656,98,21754
21656,92,21748
21656,98,21754
21656,92,21748
21860,1362,23222
21860,549,22409
21860,545,22405
21860,549,22409
21860,272,22132
21945,98,22043
21945,98,22043
21945,92,22037
21945,98,22043
21945,92,22037
22149,1362,23511
22149,1362,23511
22149,272,22421
22149,272,22421
22149,272,22421
22149,272,22421
22149,272,22421
22149,272,22421
22234,91,22325
22234,92,22326
22234,92,22326
22234,92,22326
22234,98,22332
22438,1362,23800
22438,1091,23529
22438,546,22984
22438,549,22987
22523,98,22621
22523,92,22615
22523,98,22621
22523,102,22625
22523,98,22621
22727,1362,24089
22727,1090,23817
22727,272,22999
22812,92,22904
22812,98,22910
22812,92,22904
22812,92,22904
22812,92,22904
23016,1362,24378
23016,272,23288
23016,272,23288
23016,272,23288
23101,98,23199
23101,92,23193
23101,92,23193
23101,98,23199
23101,92,23193
23305,1392,24697
23305,1091,24396
23305,820,24125
23420,98,23518
23390,92,23482
23390,92,23482
23390,98,23488
23390,98,23488
23624,1362,24986
23624,1362,24986
23624,820,24444
23624,820,24444
23624,550,24174
23709,98,23807
23709,92,23801
23709,98,23807
23710,92,23802
23709,98,23807
23913,1362,25275
23913,820,24733
23913,272,24185
23913,272,24185
23913,272,24185
23913,271,24184
23913,272,24185
23998,92,24090
23998,92,24090
23998,98,24096
23998,92,24090
23998,92,24090
24202,1362,25564
24202,1449,25651
24202,850,25052
24202,820,25022
24317,92,24409
24314,97,24411
24287,92,24379
24287,98,24385
24287,98,24385
24518,1362,25880
24518,820,25338
24518,549,25067
24518,549,25067
24518,272,24790
24603,92,24695
24603,97,24700
24603,92,24695
24603,92,24695
24603,92,24695
24807,1362,26169
24892,92,24984
24892,98,24990
24892,92,24984
24892,98,24990
24892,92,24984
25096,1362,26458
25096,849,25945
25096,546,25642
25096,546,25642
25096,549,25645
25096,272,25368
25096,299,25395
25096,271,25367
25096,272,25368
25096,272,25368
25096,1419,26515
25181,98,25279
25181,98,25279
25211,107,25318
25181,98,25279
25208,97,25305
25412,1362,26774
25412,820,26232
25412,847,26259
25412,820,26232
25412,299,25711
25412,272,25684
25412,272,25684
25412,272,25684
25412,302,25714
25497,98,25595
25497,92,25589
25497,92,25589
25497,92,25589
25527,96,25623
25701,1362,27063
25701,1362,27063
25701,820,26521
25786,92,25878
25786,92,25878
25786,98,25884
25786,98,25884
25786,92,25878
25990,1362,27352
25990,549,26539
26075,98,26173
26075,92,26167
26075,92,26167
26075,98,26173
26075,98,26173
26279,1362,27641
26279,820,27099
26279,847,27126
26279,542,26821
26279,549,26828
26279,549,26828
26279,573,26852
26279,272,26551
26279,272,26551
26364,98,26462
26364,92,26456
26364,98,26462
26391,103,26494
26364,92,26456
26568,1362,27930
26568,1362,27930
26568,1362,27930
26568,1091,27659
26568,272,26840
26568,272,26840
26568,272,26840
26568,272,26840
26653,92,26745
26653,92,26745
26653,98,26751
26653,92,26745
26653,98,26751
26653,98,26751
26857,1363,28220
26857,1091,27948
26857,820,27677
26857,814,27671
26857,549,27406
26857,549,27406
26943,92,27035
26942,92,27034
26942,98,27040
26942,98,27040
26942,92,27034
27147,1362,28509
27147,820,27967
27232,92,27324
27232,98,27330
27232,98,27330
27232,98,27330
27232,92,27324
27436,1362,28798
27436,819,28255
27436,551,27987
27521,92,27613
27521,91,27612
27521,98,27619
27522,98,27620
27522,93,27615
27725,1389,29114
27725,1091,28816
27725,549,28274
27725,271,27996
27725,272,27997
27810,98,27908
27810,98,27908
27810,92,27902
27810,92,27902
27810,98,27908
28014,1362,29376
28014,549,28563
28014,542,28556
28099,92,28191
28099,98,28197
28099,98,28197
28099,102,28201
28099,98,28197
28303,1362,29665
28303,820,29123
28303,847,29150
28303,820,29123
28303,820,29123
28303,820,29123
28303,820,29123
28303,549,28852
28303,299,28602
28303,272,28575
28303,1362,29665
28388,98,28486
28388,98,28486
28388,98,28486
28388,92,28480
28388,98,28486
28592,1389,29981
28592,820,29412
28592,272,28864
28592,272,28864
28704,91,28795
28677,92,28769
28677,98,28775
28677,92,28769
28677,92,28769
28908,1389,30297
28908,1121,30029
28908,1091,29999
28908,272,29180
28993,98,29091
28993,92,29085
28993,98,29091
28993,98,29091
28993,97,29090
29197,1362,30559
29197,1419,30616
29197,1362,30559
29197,820,30017
29197,820,30017
29197,549,29746
29197,546,29743
29197,549,29746
29197,579,29776
29197,579,29776
29282,92,29374
29282,98,29380
29282,92,29374
29282,92,29374
29312,100,29412
29486,1362,30848
29486,1091,30577
29486,549,30035
29486,579,30065
29486,558,30044
29486,299,29785
29486,272,29758
29486,272,29758
29486,273,29759
29571,98,29669
29571,92,29663
29571,98,29669
29580,102,29682
29572,98,29670
29775,1389,31164
29775,1091,30866
29775,1119,30894
29775,1091,30866
29775,1091,30866
29775,605,30380
29775,272,30047
29775,272,30047
29775,272,30047
29775,272,30047
29860,98,29958
29860,92,29952
29860,91,29951
29889,98,29987
29860,98,29958
30064,1362,31426
30064,549,30613
30064,549,30613
30064,542,30606
30064,546,30610
30064,578,30642
30064,547,30611
30064,272,30336
30064,272,30336
30064,272,30336
30064,1392,31456
30149,91,30240
30149,98,30247
30149,98,30247
30150,92,30242
30179,101,30280
