prompt_tokens,completion_tokens,total_tokens
8566,272,8838
8566,272,8838
8651,92,8743
8651,98,8749
8651,92,8743
8651,98,8749
8651,98,8749
8855,1362,10217
8855,272,9127
8940,92,9032
8940,98,9038
8940,92,9032
8940,102,9042
8940,92,9032
9144,1362,10506
9144,544,9688
9144,272,9416
9144,272,9416
9144,272,9416
9229,92,9321
9229,92,9321
9229,92,9321
9229,98,9327
9229,91,9320
9433,1362,10795
9433,549,9982
9518,98,9616
9518,92,9610
9518,91,9609
9518,92,9610
9518,92,9610
9722,1362,11084
9722,820,10542
9722,549,10271
9722,272,9994
9722,272,9994
9722,272,9994
9722,271,9993
9722,272,9994
9722,272,9994
9807,92,9899
9807,98,9905
9807,92,9899
9807,98,9905
9807,98,9905
10011,1362,11373
10011,272,10283
10096,92,10188
10096,98,10194
10096,98,10194
10096,98,10194
10096,98,10194
10300,1362,11662
10300,1091,11391
10300,820,11120
10385,92,10477
10385,92,10477
10385,98,10483
10385,92,10477
10385,98,10483
10589,1362,11951
10674,98,10772
10674,92,10766
10674,92,10766
10674,92,10766
10674,98,10772
10878,1362,12240
10878,820,11698
10878,272,11150
10878,272,11150
10878,272,11150
10878,272,11150
10963,98,11061
10963,98,11061
10963,98,11061
10963,92,11055
10963,98,11061
11167,1362,12529
11167,272,11439
11252,92,11344
11252,92,11344
11252,98,11350
11252,92,11344
11252,92,11344
11456,1362,12818
11456,1091,12547
11456,548,12004
11456,272,11728
11541,92,11633
11541,92,11633
11541,92,11633
11541,92,11633
11541,98,11639
11745,1362,13107
11830,98,11928
11830,98,11928
11830,98,11928
11830,98,11928
11830,92,11922
12034,1362,13396
12119,98,12217
12119,91,12210
12119,98,12217
12119,98,12217
12119,98,12217
12323,1362,13685
12323,1362,13685
12323,272,12595
12323,272,12595
12323,272,12595
12408,98,12506
12408,92,12500
12408,98,12506
12408,98,12506
12408,92,12500
12612,1377,13989
12612,546,13158
12612,272,12884
12697,98,12795
12697,92,12789
12712,102,12814
12697,92,12789
12697,98,12795
12901,1362,14263
12901,546,13447
12986,98,13084
12986,98,13084
12986,98,13084
12986,98,13084
12986,92,13078
13190,1362,14552
13190,816,14006
13190,272,13462
13190,272,13462
13275,92,13367
13275,92,13367
13275,98,13373
13275,98,13373
13275,92,13367
13479,1362,14841
13479,548,14027
13479,549,14028
13564,98,13662
13564,98,13662
13564,92,13656
13564,98,13662
13564,98,13662
13768,1362,15130
13768,272,14040
13768,272,14040
13768,272,14040
13768,272,14040
13768,272,14040
13853,92,13945
13853,92,13945
13853,92,13945
13853,92,13945
13853,98,13951
14057,1362,15419
14057,272,14329
14142,92,14234
14142,98,14240
14142,98,14240
14142,98,14240
14142,92,14234
14346,1362,15708
14346,272,14618
14346,272,14618
14346,272,14618
14431,92,14523
14431,92,14523
14431,98,14529
14431,92,14523
14431,98,14529
14635,1362,15997
14720,98,14818
14720,98,14818
14720,92,14812
14720,97,14817
14720,91,14811
14924,1362,16286
14924,272,15196
14924,272,15196
14924,272,15196
14924,272,15196
15009,98,15107
15009,92,15101
15009,98,15107
15009,92,15101
15009,98,15107
15213,1362,16575
15298,92,15390
15298,92,15390
15298,98,15396
15298,98,15396
15298,98,15396
15502,1362,16864
15587,98,15685
15587,98,15685
15587,98,15685
15587,98,15685
15587,98,15685
15791,1362,17153
15791,272,16063
15791,272,16063
15791,272,16063
15791,272,16063
15876,92,15968
15876,98,15974
15876,98,15974
15876,92,15968
15876,92,15968
16080,1362,17442
16080,1091,17171
16080,549,16629
16080,545,16625
16080,272,16352
16080,272,16352
16080,271,16351
16080,272,16352
16080,272,16352
16165,92,16257
16165,92,16257
16165,92,16257
16165,98,16263
16165,92,16257
16369,1362,17731
16369,272,16641
16369,272,16641
16454,92,16546
16454,98,16552
16454,92,16546
16454,98,16552
16454,92,16546
16658,1362,18020
16658,549,17207
16658,546,17204
16658,272,16930
16658,272,16930
16658,272,16930
16743,92,16835
16743,98,16841
16743,97,16840
16743,98,16841
16743,92,16835
16947,1362,18309
16947,1091,18038
16947,549,17496
16947,549,17496
16947,545,17492
16947,546,17493
17032,92,17124
17032,98,17130
17032,92,17124
17032,98,17130
17032,92,17124
17236,1362,18598
17236,1362,18598
17236,542,17778
17236,546,17782
17236,272,17508
17321,102,17423
17321,98,17419
17321,92,17413
17321,98,17419
17321,92,17413
17525,1362,18887
17525,850,18375
17525,546,18071
17525,272,17797
17525,272,17797
17525,272,17797
17525,272,17797
17525,272,17797
17525,272,17797
17525,272,17797
17525,1362,18887
17610,98,17708
17610,92,17702
17640,98,17738
17610,92,17702
17610,92,17702
17814,1362,19176
17814,542,18356
17899,92,17991
17899,92,17991
17899,98,17997
17899,98,17997
17899,98,17997
18103,1362,19465
18103,820,18923
18103,272,18375
18103,272,18375
18103,272,18375
18103,272,18375
18103,272,18375
18103,272,18375
18103,272,18375
18103,272,18375
18103,1362,19465
18103,1392,19495
18188,92,18280
18188,92,18280
18188,98,18286
18188,92,18280
18188,98,18286
18392,1362,19754
18392,1091,19483
18392,1091,19483
18392,272,18664
18392,272,18664
18477,98,18575
18477,98,18575
18477,98,18575
18477,98,18575
18477,98,18575
18681,1362,20043
18681,545,19226
18681,272,18953
18681,272,18953
18681,272,18953
18681,272,18953
18681,272,18953
18681,272,18953
18766,92,18858
18766,92,18858
18766,98,18864
18766,92,18858
18766,98,18864
18970,1362,20332
18970,1091,20061
18970,820,19790
18970,549,19519
18970,542,19512
19055,98,19153
19055,92,19147
19055,92,19147
19055,92,19147
19055,92,19147
19259,1392,20651
19259,820,20079
19374,95,19469
19344,92,19436
19344,92,19436
19344,98,19442
19344,92,19436
19578,1362,20940
19578,1452,21030
19578,549,20127
19578,549,20127
19578,549,20127
19578,272,19850
19690,97,19787
19690,103,19793
19693,92,19785
19663,102,19765
19663,98,19761
19867,1362,21229
19867,549,20416
19867,546,20413
19867,579,20446
19952,92,20044
19952,92,20044
19952,92,20044
19982,103,20085
19952,92,20044
20156,1361,21517
20156,1091,21247
20156,820,20976
20156,549,20705
20156,549,20705
20156,546,20702
20156,549,20705
20156,272,20428
20156,272,20428
20156,272,20428
20241,92,20333
20241,98,20339
20241,92,20333
20241,92,20333
20241,98,20339
20445,1362,21807
20530,92,20622
20530,92,20622
20530,92,20622
20530,92,20622
20530,98,20628
20734,1449,22183
20734,549,21283
20734,546,21280
20734,549,21283
20734,542,21276
20849,107,20956
20846,103,20949
20849,100,20949
20819,92,20911
20819,98,20917
21053,1362,22415
21053,579,21632
21053,272,21325
21053,272,21325
21053,272,21325
21053,272,21325
21138,92,21230
21138,92,21230
21138,98,21236
21168,103,21271
21138,98,21236
21372,1392,22764
21372,1391,22763
21372,563,21935
21372,299,21671
21486,93,21579
21457,98,21555
21457,98,21555
21475,98,21573
21484,98,21582
21690,1362,23052
21690,1362,23052
21690,1361,23051
21690,272,21962
21690,272,21962
21690,272,21962
21690,302,21992
21690,272,21962
21775,92,21867
21775,92,21867
21775,91,21866
21775,92,21867
21775,98,21873
21979,1481,23460
21979,820,22799
21979,475,22454
21979,820,22799
21979,272,22251
21979,273,22252
22094,100,22194
22064,98,22162
22064,91,22155
22064,98,22162
22065,98,22163
22298,1362,23660
22383,98,22481
22383,98,22481
22383,92,22475
22383,98,22481
22383,98,22481
22587,1362,23949
22587,541,23128
22587,272,22859
22587,272,22859
22587,272,22859
22587,272,22859
22672,92,22764
22672,98,22770
22672,92,22764
22672,98,22770
22672,98,22770
22876,1392,24268
22876,1151,24027
22876,1121,23997
22876,1091,23967
22876,1091,23967
22876,272,23148
22876,272,23148
22876,272,23148
22876,299,23175
22991,95,23086
22961,98,23059
22961,98,23059
22961,98,23059
22988,97,23085
23165,1362,24527
23165,1091,24256
23165,576,23741
23250,98,23348
23250,92,23342
23250,92,23342
23277,96,23373
23250,102,23352
23454,1362,24816
23454,1391,24845
23454,850,24304
23454,272,23726
23454,272,23726
23454,272,23726
23454,272,23726
23569,94,23663
23539,98,23637
23539,98,23637
23539,98,23637
23539,92,23631
23743,1362,25105
23743,1512,25255
23743,272,24015
23743,272,24015
23743,272,24015
23743,272,24015
23743,272,24015
23743,272,24015
23858,103,23961
23858,94,23952
23858,94,23952
23858,103,23961
23828,92,23920
24062,1500,25562
24062,272,24334
24062,299,24361
24062,272,24334
24062,272,24334
24174,97,24271
24174,96,24270
24174,92,24266
24174,103,24277
24147,93,24240
24378,1362,25740
24378,1148,25526
24378,1120,25498
24378,580,24958
24378,272,24650
24378,272,24650
24378,272,24650
24463,92,24555
24463,92,24555
24463,92,24555
24464,92,24556
24463,92,24555
24667,1362,26029
24667,1121,25788
24667,820,25487
24667,820,25487
24667,820,25487
24667,820,25487
24667,820,25487
24667,880,25547
24667,820,25487
24667,820,25487
24667,1453,26120
24752,98,24850
24752,92,24844
24752,98,24850
24752,98,24850
24782,92,24874
24986,1362,26348
24986,546,25532
24986,549,25535
24986,301,25287
25071,92,25163
25071,92,25163
25071,98,25169
25071,98,25169
25100,94,25194
25275,1362,26637
25275,576,25851
25275,543,25818
25360,102,25462
25360,92,25452
25360,98,25458
25361,93,25454
25360,92,25452
25564,1393,26957
25564,1091,26655
25564,549,26113
25564,549,26113
25564,608,26172
25650,98,25748
25649,92,25741
25649,98,25747
25676,95,25771
25678,98,25776
25854,1364,27218
25854,301,26155
25941,92,26033
25939,98,26037
25939,92,26031
25939,92,26031
25969,94,26063
26145,1362,27507
26145,1362,27507
26230,92,26322
26230,97,26327
26230,92,26322
26230,98,26328
26230,98,26328
26434,1422,27856
26434,820,27254
26434,272,26706
26519,98,26617
26519,92,26611
26519,98,26617
26519,92,26611
26519,98,26617
26723,1481,28204
26723,1095,27818
26723,820,27543
26723,821,27544
26723,272,26995
26838,95,26933
26810,98,26908
26808,92,26900
26809,92,26901
26808,92,26900
27042,1364,28406
27128,98,27226
27127,98,27225
27128,92,27220
27127,92,27219
27127,92,27219
27332,1362,28694
27332,820,28152
27332,551,27883
27417,98,27515
27417,92,27509
27417,91,27508
27418,92,27510
27418,92,27510
27621,1362,28983
27621,1363,28984
27621,1092,28713
27707,98,27805
27706,98,27804
27707,102,27809
27706,92,27798
27706,98,27804
27910,1392,29302
27910,1091,29001
27995,98,28093
27995,92,28087
27995,97,28092
27995,92,28087
27995,92,28087
28199,1450,29649
28199,851,29050
28199,550,28749
28199,273,28472
28199,301,28500
28199,286,28485
28313,98,28411
28284,92,28376
28285,98,28383
28285,92,28377
28298,98,28396
28517,1362,29879
28517,1506,30023
28517,820,29337
28517,550,29067
28626,102,28728
28629,92,28721
28602,91,28693
28603,98,28701
28602,92,28694
28830,1365,30195
28830,605,29435
28830,272,29102
28830,273,29103
28830,302,29132
28830,272,29102
28830,272,29102
28917,92,29009
28916,92,29008
28915,98,29013
28942,100,29042
28915,92,29007
29121,38,29159
29121,1363,30484
29206,98,29304
29206,98,29304
29206,92,29298
29207,92,29299
29206,92,29298
29410,1452,30862
29410,820,30230
29410,850,30260
29410,599,30009
29410,272,29682
29410,301,29711
29410,272,29682
29523,103,29626
29522,103,29625
29495,92,29587
29522,103,29625
29495,92,29587
29726,1392,31118
29726,273,29999
29841,97,29938
29811,92,29903
29811,92,29903
29811,98,29909
29812,92,29904
30045,1461,31506
30045,578,30623
30045,272,30317
30045,271,30316
30045,299,30344
30045,299,30344
30045,301,30346
30045,272,30317
30045,272,30317
30045,273,30318
30132,98,30230
30146,92,30238
30151,92,30243
30130,92,30222
30131,98,30229
30336,1367,31703
30336,272,30608
30336,272,30608
30336,273,30609
30422,99,30521
30422,93,30515
30422,92,30514
30422,98,30520
30422,98,30520
