surrogate_model_prediction,benchmark_evaluation
"{'Latency': 10.6471, 'Perplexity': 26.5209}","{'Latency': 15.189716229032875, 'Perplexity': 21.50094985961914}"
"{'Latency': 14.1395, 'Perplexity': 22.9941}","{'Latency': 14.650122938647195, 'Perplexity': 22.751630783081055}"
"{'Latency': 6.709719794042017, 'Perplexity': 36.222347259521484}","{'Latency': 6.991849991839891, 'Perplexity': 35.37018585205078}"
"{'Latency': 14.6501, 'Perplexity': 22.7516}","{'Latency': 15.127131082991685, 'Perplexity': 22.70973777770996}"
"{'Latency': 14.1395, 'Perplexity': 22.9941}","{'Latency': 14.468426427634556, 'Perplexity': 21.88970184326172}"
"{'Latency': 11.216, 'Perplexity': 26.3569}","{'Latency': 15.077885888192682, 'Perplexity': 21.738048553466797}"
"{'Latency': 15.1897, 'Perplexity': 21.5009}","{'Latency': 15.593234272314408, 'Perplexity': 22.501977920532227}"
"{'Latency': 10.628, 'Perplexity': 26.807}","{'Latency': 14.648420764254919, 'Perplexity': 22.751630783081055}"
"{'Latency': 15.1897, 'Perplexity': 21.5009}","{'Latency': 16.67213917763015, 'Perplexity': 21.184289932250977}"
"{'Latency': 12.8911, 'Perplexity': 23.7301}","{'Latency': 13.739740984309442, 'Perplexity': 23.039316177368164}"
"{'Latency': 14.1395, 'Perplexity': 22.9941}","{'Latency': 14.305975878853216, 'Perplexity': 21.97365379333496}"
"{'Latency': 9.2506, 'Perplexity': 27.5555}","{'Latency': 8.677810637798116, 'Perplexity': 35.03907012939453}"
"{'Latency': 6.9918, 'Perplexity': 35.3702}","{'Latency': 8.149040135482002, 'Perplexity': 34.91612243652344}"
"{'Latency': 15.0779, 'Perplexity': 21.738}","{'Latency': 11.056399795640477, 'Perplexity': 26.769933700561523}"
"{'Latency': 6.8333, 'Perplexity': 35.5807}","{'Latency': 7.820857513879867, 'Perplexity': 35.74877166748047}"
"{'Latency': 10.185, 'Perplexity': 27.0131}","{'Latency': 8.934438679802739, 'Perplexity': 27.5882625579834}"
"{'Latency': 6.7097, 'Perplexity': 36.2223}","{'Latency': 7.522551888692511, 'Perplexity': 35.27274703979492}"
"{'Latency': 6.7097, 'Perplexity': 36.2223}","{'Latency': 7.187204915053114, 'Perplexity': 35.990291595458984}"
"{'Latency': 8.0898, 'Perplexity': 35.5784}","{'Latency': 10.384484081721444, 'Perplexity': 28.301725387573242}"
"{'Latency': 15.0779, 'Perplexity': 21.738}","{'Latency': 17.17831309120406, 'Perplexity': 20.868566513061523}"
"{'Latency': 9.2506, 'Perplexity': 27.5555}","{'Latency': 8.848398246160379, 'Perplexity': 34.8348503112793}"
"{'Latency': 10.2091, 'Perplexity': 26.5209}","{'Latency': 10.630957838816096, 'Perplexity': 26.827421188354492}"
"{'Latency': 10.2596, 'Perplexity': 26.8626}","{'Latency': 12.883198394499253, 'Perplexity': 23.583545684814453}"
"{'Latency': 15.1897, 'Perplexity': 21.5009}","{'Latency': 15.64130738357303, 'Perplexity': 21.44607925415039}"
"{'Latency': 6.7097, 'Perplexity': 36.2223}","{'Latency': 6.732125996600068, 'Perplexity': 36.222347259521484}"
"{'Latency': 7.3735, 'Perplexity': 35.3254}","{'Latency': 7.004882021887247, 'Perplexity': 35.82072830200195}"
"{'Latency': 18.0323, 'Perplexity': 20.6879}","{'Latency': 17.21352779913267, 'Perplexity': 21.109390258789062}"
"{'Latency': 15.6413, 'Perplexity': 21.4461}","{'Latency': 16.201600465757256, 'Perplexity': 21.24159812927246}"
"{'Latency': 14.7326, 'Perplexity': 21.9126}","{'Latency': 15.403767521721623, 'Perplexity': 21.55882453918457}"
"{'Latency': 10.185, 'Perplexity': 27.0131}","{'Latency': 13.34631220176586, 'Perplexity': 22.53700065612793}"
"{'Latency': 7.5226, 'Perplexity': 35.2727}","{'Latency': 7.3395539403715135, 'Perplexity': 35.4959716796875}"
"{'Latency': 15.1897, 'Perplexity': 21.5009}","{'Latency': 14.177613049094969, 'Perplexity': 22.813135147094727}"
"{'Latency': 10.5317, 'Perplexity': 26.8274}","{'Latency': 10.191813897478543, 'Perplexity': 28.299715042114258}"
"{'Latency': 15.6413, 'Perplexity': 21.4461}","{'Latency': 16.786080703394347, 'Perplexity': 20.92825698852539}"
"{'Latency': 10.5698, 'Perplexity': 26.4436}","{'Latency': 11.016953559930798, 'Perplexity': 26.524866104125977}"
"{'Latency': 10.1438, 'Perplexity': 28.2665}","{'Latency': 8.942954546264964, 'Perplexity': 29.014238357543945}"
"{'Latency': 13.3463, 'Perplexity': 22.537}","{'Latency': 14.591129316338824, 'Perplexity': 21.796764373779297}"
"{'Latency': 9.2658, 'Perplexity': 27.1231}","{'Latency': 7.244420738506913, 'Perplexity': 35.19892120361328}"
"{'Latency': 6.7097, 'Perplexity': 36.2223}","{'Latency': 7.0894786614941, 'Perplexity': 35.406341552734375}"
"{'Latency': 15.6413, 'Perplexity': 21.4461}","{'Latency': 11.570075136201453, 'Perplexity': 26.564538955688477}"
"{'Latency': 17.1783, 'Perplexity': 21.2416}","{'Latency': 11.508940898350778, 'Perplexity': 27.994831085205078}"
"{'Latency': 15.1897, 'Perplexity': 21.5009}","{'Latency': 16.077018913513953, 'Perplexity': 21.470380783081055}"
"{'Latency': 10.185, 'Perplexity': 27.0131}","{'Latency': 13.293328118268237, 'Perplexity': 23.526899337768555}"
"{'Latency': 18.0323, 'Perplexity': 20.6879}","{'Latency': 10.049303706460245, 'Perplexity': 34.532230377197266}"
"{'Latency': 6.7097, 'Perplexity': 36.2223}","{'Latency': 7.084683467517147, 'Perplexity': 35.497413635253906}"
"{'Latency': 9.2026, 'Perplexity': 26.8274}","{'Latency': 9.204589796196819, 'Perplexity': 28.9881591796875}"
"{'Latency': 14.5911, 'Perplexity': 21.7968}","{'Latency': 15.273444401112174, 'Perplexity': 21.591279983520508}"
"{'Latency': 10.5698, 'Perplexity': 26.4436}","{'Latency': 9.63442864256383, 'Perplexity': 26.866600036621094}"
"{'Latency': 15.6413, 'Perplexity': 21.4461}","{'Latency': 14.702576966236032, 'Perplexity': 22.776351928710938}"
"{'Latency': 6.7097, 'Perplexity': 36.2223}","{'Latency': 7.544472743498568, 'Perplexity': 35.12314987182617}"
"{'Latency': 14.5911, 'Perplexity': 21.7968}","{'Latency': 16.8957092680439, 'Perplexity': 21.050233840942383}"
"{'Latency': 8.9423, 'Perplexity': 27.5304}","{'Latency': 8.765330518315086, 'Perplexity': 28.317533493041992}"
"{'Latency': 9.7252, 'Perplexity': 28.4782}","{'Latency': 9.438278891104469, 'Perplexity': 28.529953002929688}"
"{'Latency': 15.0779, 'Perplexity': 21.738}","{'Latency': 15.867983772255167, 'Perplexity': 21.09416389465332}"
"{'Latency': 15.2086, 'Perplexity': 22.5412}","{'Latency': 10.990485171122845, 'Perplexity': 27.300518035888672}"
