surrogate_model_prediction,benchmark_evaluation
"{'Latency': 6.727100577360292, 'Perplexity': 36.222347259521484}","{'Latency': 9.435993490393674, 'Perplexity': 28.529953002929688}"
"{'Latency': 10.622, 'Perplexity': 26.5209}","{'Latency': 9.858221262915334, 'Perplexity': 27.077741622924805}"
"{'Latency': 6.7271, 'Perplexity': 36.2223}","{'Latency': 6.84118019602784, 'Perplexity': 35.58074188232422}"
"{'Latency': 9.7506, 'Perplexity': 27.7901}","{'Latency': 9.703234037298317, 'Perplexity': 27.152223587036133}"
"{'Latency': 10.622, 'Perplexity': 26.5209}","{'Latency': 14.301070576978303, 'Perplexity': 21.97365379333496}"
"{'Latency': 9.8582, 'Perplexity': 27.0777}","{'Latency': 10.996027255031594, 'Perplexity': 26.455171585083008}"
"{'Latency': 12.8941, 'Perplexity': 23.5835}","{'Latency': 14.162509335555457, 'Perplexity': 22.813135147094727}"
"{'Latency': 16.5823, 'Perplexity': 21.0065}","{'Latency': 16.108764269883526, 'Perplexity': 21.20897674560547}"
"{'Latency': 8.9363, 'Perplexity': 29.0142}","{'Latency': 8.84670928914769, 'Perplexity': 28.077543258666992}"
"{'Latency': 9.8582, 'Perplexity': 27.0777}","{'Latency': 10.032533126168234, 'Perplexity': 27.360525131225586}"
"{'Latency': 6.727100577360292, 'Perplexity': 36.222347259521484}","{'Latency': 8.11132343859414, 'Perplexity': 35.315677642822266}"
"{'Latency': 12.8941, 'Perplexity': 23.5835}","{'Latency': 14.61190016805455, 'Perplexity': 21.796764373779297}"
"{'Latency': 10.0817, 'Perplexity': 27.1469}","{'Latency': 8.709699867231324, 'Perplexity': 34.929683685302734}"
"{'Latency': 16.5823, 'Perplexity': 21.0065}","{'Latency': 15.717768034505351, 'Perplexity': 21.2936954498291}"
"{'Latency': 6.8412, 'Perplexity': 35.5807}","{'Latency': 8.308397497773104, 'Perplexity': 29.25995445251465}"
"{'Latency': 16.5823, 'Perplexity': 21.0065}","{'Latency': 17.197255956149558, 'Perplexity': 20.868566513061523}"
"{'Latency': 6.8412, 'Perplexity': 35.5807}","{'Latency': 8.324059628487289, 'Perplexity': 34.945526123046875}"
"{'Latency': 12.8941, 'Perplexity': 23.5835}","{'Latency': 10.242951286607758, 'Perplexity': 26.8625545501709}"
"{'Latency': 9.0848, 'Perplexity': 27.3605}","{'Latency': 10.547597907302546, 'Perplexity': 26.44355583190918}"
"{'Latency': 12.8743, 'Perplexity': 23.7301}","{'Latency': 8.476171408102962, 'Perplexity': 35.68807601928711}"
"{'Latency': 7.0796, 'Perplexity': 35.6792}","{'Latency': 8.260044880016526, 'Perplexity': 35.35869598388672}"
"{'Latency': 12.8941, 'Perplexity': 23.5835}","{'Latency': 13.299777509210756, 'Perplexity': 23.526899337768555}"
"{'Latency': 8.9463, 'Perplexity': 27.1522}","{'Latency': 7.362836824518533, 'Perplexity': 35.33498001098633}"
"{'Latency': 6.8412, 'Perplexity': 35.5807}","{'Latency': 8.0912093654428, 'Perplexity': 35.57841491699219}"
"{'Latency': 6.727100577360292, 'Perplexity': 36.222347259521484}","{'Latency': 6.931897351703034, 'Perplexity': 36.16046905517578}"
"{'Latency': 15.4253, 'Perplexity': 21.583}","{'Latency': 10.40845227890548, 'Perplexity': 27.54593849182129}"
"{'Latency': 6.8412, 'Perplexity': 35.5807}","{'Latency': 7.22751619612056, 'Perplexity': 35.990291595458984}"
"{'Latency': 9.7032, 'Perplexity': 27.1522}","{'Latency': 9.734376914918442, 'Perplexity': 27.614967346191406}"
"{'Latency': 12.8941, 'Perplexity': 23.5835}","{'Latency': 8.522682140758457, 'Perplexity': 35.26523208618164}"
"{'Latency': 6.727100577360292, 'Perplexity': 36.222347259521484}","{'Latency': 9.292639175733589, 'Perplexity': 34.61069869995117}"
"{'Latency': 9.6092, 'Perplexity': 27.3605}","{'Latency': 8.475659856340274, 'Perplexity': 28.444639205932617}"
"{'Latency': 12.8743, 'Perplexity': 23.7301}","{'Latency': 14.693573230233676, 'Perplexity': 21.898435592651367}"
"{'Latency': 9.5224, 'Perplexity': 27.9774}","{'Latency': 10.076017185361307, 'Perplexity': 26.552173614501953}"
"{'Latency': 9.8582, 'Perplexity': 27.0777}","{'Latency': 8.150122902045073, 'Perplexity': 35.678260803222656}"
"{'Latency': 14.7214, 'Perplexity': 22.7764}","{'Latency': 9.649042888071577, 'Perplexity': 27.497215270996094}"
"{'Latency': 10.996, 'Perplexity': 26.4552}","{'Latency': 15.270664257381531, 'Perplexity': 22.01904296875}"
"{'Latency': 9.8582, 'Perplexity': 27.0777}","{'Latency': 8.515121520108654, 'Perplexity': 28.13566780090332}"
"{'Latency': 9.5224, 'Perplexity': 27.9774}","{'Latency': 9.656502515328667, 'Perplexity': 27.548381805419922}"
"{'Latency': 9.2254, 'Perplexity': 27.6823}","{'Latency': 9.694644754417238, 'Perplexity': 27.41840171813965}"
"{'Latency': 6.7271, 'Perplexity': 36.2223}","{'Latency': 6.720729359957922, 'Perplexity': 36.222347259521484}"
"{'Latency': 9.857, 'Perplexity': 27.077}","{'Latency': 10.167477743764445, 'Perplexity': 28.299715042114258}"
"{'Latency': 10.076, 'Perplexity': 26.5522}","{'Latency': 9.978914066672443, 'Perplexity': 27.490360260009766}"
"{'Latency': 9.8582, 'Perplexity': 27.0777}","{'Latency': 9.433596949835222, 'Perplexity': 27.079822540283203}"
"{'Latency': 14.1625, 'Perplexity': 22.8131}","{'Latency': 14.169392423989004, 'Perplexity': 22.89518165588379}"
"{'Latency': 18.11, 'Perplexity': 20.69}","{'Latency': 16.197981545515738, 'Perplexity': 22.453214645385742}"
"{'Latency': 10.4085, 'Perplexity': 27.5459}","{'Latency': 9.483923266504451, 'Perplexity': 27.99593162536621}"
"{'Latency': 9.8582, 'Perplexity': 27.0777}","{'Latency': 9.852050168698906, 'Perplexity': 27.921113967895508}"
"{'Latency': 9.8582, 'Perplexity': 27.0777}","{'Latency': 8.062318776776298, 'Perplexity': 35.03556442260742}"
"{'Latency': 6.7271, 'Perplexity': 36.2223}","{'Latency': 7.835381682356579, 'Perplexity': 35.74877166748047}"
"{'Latency': 9.7313, 'Perplexity': 28.4782}","{'Latency': 8.381736978885927, 'Perplexity': 28.70212745666504}"
"{'Latency': 9.048, 'Perplexity': 28.028}","{'Latency': 9.916401580575238, 'Perplexity': 27.843950271606445}"
"{'Latency': 9.9789, 'Perplexity': 27.4904}","{'Latency': 8.616877453163758, 'Perplexity': 27.814308166503906}"
"{'Latency': 9.8582, 'Perplexity': 27.0777}","{'Latency': 10.296247440477122, 'Perplexity': 27.706262588500977}"
"{'Latency': 10.1088, 'Perplexity': 26.4436}","{'Latency': 10.641466735273157, 'Perplexity': 26.827421188354492}"
"{'Latency': 8.26, 'Perplexity': 35.3587}","{'Latency': 7.828520947871152, 'Perplexity': 35.15474319458008}"
"{'Latency': 8.3241, 'Perplexity': 35.6783}","{'Latency': 8.227190622122057, 'Perplexity': 35.12167739868164}"
"{'Latency': 11.0739, 'Perplexity': 26.7699}","{'Latency': 10.459255012013715, 'Perplexity': 27.20697593688965}"
"{'Latency': 10.1634, 'Perplexity': 27.7063}","{'Latency': 10.150735276402425, 'Perplexity': 28.26645851135254}"
"{'Latency': 9.9789, 'Perplexity': 27.4904}","{'Latency': 9.576654571839702, 'Perplexity': 27.816926956176758}"
"{'Latency': 10.243, 'Perplexity': 26.8626}","{'Latency': 9.095743025635596, 'Perplexity': 28.094072341918945}"
"{'Latency': 10.243, 'Perplexity': 26.8626}","{'Latency': 9.808793618670206, 'Perplexity': 28.322376251220703}"
"{'Latency': 6.7207, 'Perplexity': 36.2223}","{'Latency': 8.430453104717726, 'Perplexity': 28.400529861450195}"
"{'Latency': 10.6415, 'Perplexity': 26.8274}","{'Latency': 8.897057105575296, 'Perplexity': 29.040376663208008}"
"{'Latency': 18.085, 'Perplexity': 20.688}","{'Latency': 16.794462133115005, 'Perplexity': 21.1843204498291}"
"{'Latency': 12.8941, 'Perplexity': 23.5835}","{'Latency': 13.67446313048597, 'Perplexity': 22.47488784790039}"
"{'Latency': 9.3655, 'Perplexity': 28.1862}","{'Latency': 10.109984525571178, 'Perplexity': 26.941165924072266}"
"{'Latency': 16.5823, 'Perplexity': 21.0065}","{'Latency': 16.20899813227684, 'Perplexity': 21.24159812927246}"
"{'Latency': 10.076, 'Perplexity': 26.5522}","{'Latency': 10.22788421645685, 'Perplexity': 27.013141632080078}"
"{'Latency': 14.6119, 'Perplexity': 21.7968}","{'Latency': 14.094485475795587, 'Perplexity': 22.99414825439453}"
"{'Latency': 14.6119, 'Perplexity': 27.7063}","{'Latency': 14.7765013453003, 'Perplexity': 22.30394172668457}"
"{'Latency': 14.1625, 'Perplexity': 22.8131}","{'Latency': 15.654917678646976, 'Perplexity': 21.44607925415039}"
"{'Latency': 14.8504, 'Perplexity': 21.7089}","{'Latency': 14.365656201359272, 'Perplexity': 22.1768741607666}"
"{'Latency': 10.4085, 'Perplexity': 27.5459}","{'Latency': 9.022586779333487, 'Perplexity': 34.86747741699219}"
"{'Latency': 6.8412, 'Perplexity': 35.5807}","{'Latency': 7.871408813560746, 'Perplexity': 35.51857376098633}"
"{'Latency': 16.198, 'Perplexity': 22.4532}","{'Latency': 9.69666795752139, 'Perplexity': 35.3462028503418}"
"{'Latency': 9.582, 'Perplexity': 26.789}","{'Latency': 8.33621264315346, 'Perplexity': 35.03525924682617}"
"{'Latency': 9.3526, 'Perplexity': 27.4218}","{'Latency': 9.617511104872372, 'Perplexity': 27.68253517150879}"
"{'Latency': 10.243, 'Perplexity': 26.8626}","{'Latency': 10.611359278633657, 'Perplexity': 26.806978225708008}"
"{'Latency': 8.0964, 'Perplexity': 35.4707}","{'Latency': 7.883304126231333, 'Perplexity': 35.566650390625}"
"{'Latency': 8.5151, 'Perplexity': 28.1357}","{'Latency': 8.49280036233455, 'Perplexity': 28.264955520629883}"
