surrogate_model_prediction,benchmark_evaluation
"{'Performance': 90.0, 'Latency': 11.491}","{'error': 90.0, 'latency': 12.356963157653809}"
"{'Performance': 13.38, 'Latency': 10.6626}","{'error': 24.42, 'latency': 15.510635375976562}"
"{'Performance': 15.945, 'Latency': 14.205}","{'error': 13.0, 'latency': 14.984612464904785}"
"{'Performance': 90.0, 'Latency': 12.357}","{'error': 90.0, 'latency': 13.159713745117188}"
"{'Performance': 19.6233, 'Latency': 13.9761}","{'error': 13.389999999999986, 'latency': 14.07768726348877}"
"{'Performance': 90.0, 'Latency': 14.8791}","{'error': 24.33, 'latency': 15.608062744140625}"
"{'Performance': 24.33, 'Latency': 15.6081}","{'error': 25.200000000000003, 'latency': 14.722414016723633}"
"{'Performance': 13.2033, 'Latency': 10.6718}","{'error': 13.61, 'latency': 9.78945255279541}"
"{'Performance': 19.905, 'Latency': 18.1346}","{'error': 20.64999999999999, 'latency': 13.907108306884766}"
"{'Performance': 13.2033, 'Latency': 10.6718}","{'error': 13.490000000000009, 'latency': 11.472864151000977}"
"{'Performance': 90.0, 'Latency': 11.4652}","{'error': 15.36333333333333, 'latency': 10.837492942810059}"
"{'Performance': 13.2033, 'Latency': 10.6718}","{'error': 13.586666666666659, 'latency': 10.695037841796875}"
"{'Performance': 24.09, 'Latency': 14.0698}","{'error': 90.0, 'latency': 11.526975631713867}"
"{'Performance': 24.7, 'Latency': 16.4179}","{'error': 10.985, 'latency': 18.12037944793701}"
"{'Performance': 10.5033, 'Latency': 13.0531}","{'error': 12.59333333333332, 'latency': 12.300276756286621}"
"{'Performance': 90.0, 'Latency': 12.3271}","{'error': 90.0, 'latency': 11.500082015991211}"
"{'Performance': 45.7033, 'Latency': 8.1481}","{'error': 29.08, 'latency': 9.05116081237793}"
"{'Performance': 24.42, 'Latency': 15.5106}","{'error': 24.16333333333334, 'latency': 18.365139961242676}"
"{'Performance': 19.6233, 'Latency': 13.9761}","{'error': 24.186666666666667, 'latency': 14.72315788269043}"
"{'Performance': 90.0, 'Latency': 11.527}","{'error': 90.0, 'latency': 10.631942749023438}"
"{'Performance': 13.2033, 'Latency': 10.6718}","{'error': 13.436666666666667, 'latency': 10.647377967834473}"
"{'Performance': 29.4833, 'Latency': 8.9968}","{'error': 20.335000000000008, 'latency': 13.159031867980957}"
"{'Performance': 23.785, 'Latency': 21.4512}","{'error': 24.335000000000008, 'latency': 17.131834030151367}"
"{'Performance': 29.4833, 'Latency': 8.9968}","{'error': 43.586666666666666, 'latency': 12.446327209472656}"
"{'Performance': 90.0, 'Latency': 12.357}","{'error': 90.0, 'latency': 15.715236663818358}"
"{'Performance': 13.5867, 'Latency': 10.695}","{'error': 19.765, 'latency': 13.957290649414062}"
"{'Performance': 15.945, 'Latency': 14.205}","{'error': 24.186666666666667, 'latency': 14.928736686706543}"
"{'Performance': 24.8033, 'Latency': 14.6702}","{'error': 19.75, 'latency': 13.85335922241211}"
"{'Performance': 13.57, 'Latency': 10.7205}","{'error': 13.509999999999991, 'latency': 9.898338317871094}"
"{'Performance': 19.6233, 'Latency': 13.9761}","{'error': 13.486666666666679, 'latency': 14.884014129638672}"
"{'Performance': 15.6233, 'Latency': 10.6809}","{'error': 13.58999999999999, 'latency': 11.495680809020996}"
"{'Performance': 29.08, 'Latency': 9.0512}","{'error': 15.836666666666673, 'latency': 9.825439453125}"
"{'Performance': 90.0, 'Latency': 15.7152}","{'error': 24.19999999999999, 'latency': 15.587964057922363}"
"{'Performance': 12.5933, 'Latency': 12.3003}","{'error': 10.36, 'latency': 17.268829345703125}"
"{'Performance': 13.2033, 'Latency': 10.6718}","{'error': 15.833333333333329, 'latency': 8.945202827453613}"
"{'Performance': 19.6233, 'Latency': 13.9761}","{'error': 15.836666666666659, 'latency': 9.798097610473633}"
"{'Performance': 90.0, 'Latency': 11.491}","{'error': 13.779999999999987, 'latency': 14.113149642944336}"
"{'Performance': 24.7, 'Latency': 16.4179}","{'error': 26.306666666666672, 'latency': 18.264384269714355}"
"{'Performance': 90.0, 'Latency': 12.2899}","{'error': 13.35499999999999, 'latency': 14.906549453735352}"
