surrogate_model_prediction,benchmark_evaluation
"{'Performance': 13.7, 'Latency': 1.5426}","{'error': 13.396666666666661, 'latency': 1.54256}"
"{'Performance': 15.68, 'Latency': 1.133}","{'error': 29.10333333333334, 'latency': 1.13296}"
"{'Performance': 90.0, 'Latency': 1.133}","{'error': 24.700000000000003, 'latency': 1.54256}"
"{'Performance': 24.5333, 'Latency': 1.5426}","{'error': 19.956666666666663, 'latency': 1.54256}"
"{'Performance': 31.15, 'Latency': 2.3618}","{'error': 27.013333333333335, 'latency': 1.95216}"
"{'Performance': 31.8267, 'Latency': 2.3618}","{'error': 90.0, 'latency': 1.95216}"
"{'Performance': 90.0, 'Latency': 1.6482}","{'error': 13.556666666666672, 'latency': 1.64816}"
"{'Performance': 15.88, 'Latency': 1.133}","{'error': 15.814999999999998, 'latency': 1.13296}"
"{'Performance': 15.8833, 'Latency': 1.133}","{'error': 12.396666666666661, 'latency': 1.64816}"
"{'Performance': 48.2867, 'Latency': 2.3618}","{'error': 26.64666666666666, 'latency': 2.36176}"
"{'Performance': 29.1033, 'Latency': 1.133}","{'error': 12.516666666666666, 'latency': 1.64816}"
"{'Performance': 90.0, 'Latency': 1.133}","{'error': 13.344999999999999, 'latency': 1.13296}"
"{'Performance': 15.88, 'Latency': 1.133}","{'error': 24.33333333333333, 'latency': 1.54256}"
"{'Performance': 13.61, 'Latency': 1.133}","{'error': 13.586666666666659, 'latency': 1.13296}"
"{'Performance': 12.3967, 'Latency': 1.6482}","{'error': 15.849999999999994, 'latency': 1.64816}"
"{'Performance': 13.345, 'Latency': 1.133}","{'error': 90.0, 'latency': 1.54256}"
"{'Performance': 13.61, 'Latency': 1.133}","{'error': 13.346666666666678, 'latency': 1.64816}"
"{'Performance': 19.9567, 'Latency': 1.5426}","{'error': 20.055000000000007, 'latency': 1.54256}"
"{'Performance': 20.055, 'Latency': 1.5426}","{'error': 24.08333333333333, 'latency': 1.54256}"
"{'Performance': 13.13, 'Latency': 1.6482}","{'error': 10.465000000000003, 'latency': 2.05776}"
"{'Performance': 20.55, 'Latency': 1.5426}","{'error': 13.575000000000003, 'latency': 1.54256}"
"{'Performance': 19.7667, 'Latency': 1.9522}","{'error': 20.206666666666663, 'latency': 1.54256}"
"{'Performance': 13.61, 'Latency': 1.133}","{'error': 24.42, 'latency': 1.54256}"
"{'Performance': 90.0, 'Latency': 1.133}","{'error': 90.0, 'latency': 1.54256}"
"{'Performance': 20.055, 'Latency': 1.5426}","{'error': 19.765, 'latency': 1.54256}"
"{'Performance': 13.61, 'Latency': 1.133}","{'error': 90.0, 'latency': 1.13296}"
"{'Performance': 90.0, 'Latency': 1.133}","{'error': 13.34333333333332, 'latency': 1.13296}"
"{'Performance': 24.21, 'Latency': 1.9522}","{'error': 24.439999999999998, 'latency': 1.95216}"
"{'Performance': 12.5167, 'Latency': 1.6482}","{'error': 12.796666666666667, 'latency': 2.05776}"
"{'Performance': 13.7, 'Latency': 1.5426}","{'error': 90.0, 'latency': 1.54256}"
"{'Performance': 13.61, 'Latency': 1.133}","{'error': 13.41000000000001, 'latency': 1.54256}"
"{'Performance': 11.0033, 'Latency': 2.1634}","{'error': 90.0, 'latency': 1.64816}"
"{'Performance': 90.0, 'Latency': 1.5426}","{'error': 24.33, 'latency': 1.54256}"
"{'Performance': 90.0, 'Latency': 1.5426}","{'error': 90.0, 'latency': 1.13296}"
"{'Performance': 13.0, 'Latency': 1.5426}","{'error': 90.0, 'latency': 1.54256}"
"{'Performance': 19.9567, 'Latency': 1.5426}","{'error': 24.205, 'latency': 1.54256}"
"{'Performance': 10.225, 'Latency': 2.4674}","{'error': 10.206666666666663, 'latency': 2.57296}"
"{'Performance': 15.815, 'Latency': 1.133}","{'error': 24.35000000000001, 'latency': 1.54256}"
