candidate_points,best_candidate,best_candidate_index
"[{'x0': 0.12, 'x1': -9.2, 'x2': 0.15, 'x3': -6.5, 'x4': 0.1, 'x5': -5.0, 'x6': 0.05, 'x7': -4.5, 'x8': 0.2, 'x9': -8.0}, {'x0': 0.08, 'x1': -8.5, 'x2': 0.25, 'x3': -7.0, 'x4': 0.35, 'x5': -5.5, 'x6': 0.4, 'x7': -3.5, 'x8': 0.45, 'x9': -6.0}, {'x0': 0.05, 'x1': -9.5, 'x2': 0.2, 'x3': -8.0, 'x4': 0.3, 'x5': -6.5, 'x6': 0.4, 'x7': -5.5, 'x8': 0.5, 'x9': -7.0}, {'x0': 0.09, 'x1': -7.0, 'x2': 0.3, 'x3': -5.0, 'x4': 0.4, 'x5': -3.0, 'x6': 0.5, 'x7': -2.0, 'x8': 0.6, 'x9': -4.0}, {'x0': 0.06, 'x1': -8.0, 'x2': 0.1, 'x3': -6.0, 'x4': 0.2, 'x5': -4.0, 'x6': 0.3, 'x7': -3.0, 'x8': 0.4, 'x9': -5.0}]","{'x0': 0.12, 'x1': -9.2, 'x2': 0.15, 'x3': -6.5, 'x4': 0.1, 'x5': -5.0, 'x6': 0.05, 'x7': -4.5, 'x8': 0.2, 'x9': -8.0}",0
"[{'x0': 0.09, 'x1': -9.2, 'x2': 0.15, 'x3': -7.5, 'x4': 0.3, 'x5': -6.0, 'x6': 0.4, 'x7': -5.5, 'x8': 0.5, 'x9': -3.5}, {'x0': 0.04, 'x1': -9.8, 'x2': 0.05, 'x3': -7.5, 'x4': 0.1, 'x5': -5.0, 'x6': 0.15, 'x7': -4.0, 'x8': 0.25, 'x9': -6.5}, {'x0': 0.07, 'x1': -8.5, 'x2': 0.2, 'x3': -6.5, 'x4': 0.25, 'x5': -5.0, 'x6': 0.35, 'x7': -4.0, 'x8': 0.45, 'x9': -4.5}, {'x0': 0.05, 'x1': -9.5, 'x2': 0.1, 'x3': -8.0, 'x4': 0.2, 'x5': -6.5, 'x6': 0.3, 'x7': -5.5, 'x8': 0.4, 'x9': -7.0}, {'x0': 0.2, 'x1': -10.0, 'x2': 0.05, 'x3': -9.0, 'x4': 0.1, 'x5': -8.0, 'x6': 0.15, 'x7': -7.0, 'x8': 0.3, 'x9': -5.5}]","{'x0': 0.09, 'x1': -9.2, 'x2': 0.15, 'x3': -7.5, 'x4': 0.3, 'x5': -6.0, 'x6': 0.4, 'x7': -5.5, 'x8': 0.5, 'x9': -3.5}",0
"[{'x0': 0.02, 'x1': -8.5, 'x2': 0.15, 'x3': -6.5, 'x4': 0.2, 'x5': -4.5, 'x6': 0.25, 'x7': -3.5, 'x8': 0.3, 'x9': -2.5}, {'x0': 0.03, 'x1': -10.0, 'x2': 0.12, 'x3': -9.0, 'x4': 0.18, 'x5': -7.5, 'x6': 0.22, 'x7': -6.5, 'x8': 0.28, 'x9': -4.5}, {'x0': 0.01, 'x1': -9.0, 'x2': 0.1, 'x3': -7.0, 'x4': 0.15, 'x5': -5.5, 'x6': 0.2, 'x7': -4.5, 'x8': 0.25, 'x9': -3.0}, {'x0': 0.05, 'x1': -9.5, 'x2': 0.2, 'x3': -8.0, 'x4': 0.25, 'x5': -7.0, 'x6': 0.3, 'x7': -6.0, 'x8': 0.35, 'x9': -5.0}, {'x0': 0.04, 'x1': -9.8, 'x2': 0.08, 'x3': -7.8, 'x4': 0.1, 'x5': -5.0, 'x6': 0.12, 'x7': -4.0, 'x8': 0.14, 'x9': -3.0}]","{'x0': 0.02, 'x1': -8.5, 'x2': 0.15, 'x3': -6.5, 'x4': 0.2, 'x5': -4.5, 'x6': 0.25, 'x7': -3.5, 'x8': 0.3, 'x9': -2.5}",0
"[{'x0': 0.1, 'x1': -9.0, 'x2': 0.25, 'x3': -6.5, 'x4': 0.35, 'x5': -5.5, 'x6': 0.45, 'x7': -4.5, 'x8': 0.55, 'x9': -3.5}, {'x0': 0.05, 'x1': -8.0, 'x2': 0.2, 'x3': -6.0, 'x4': 0.3, 'x5': -4.0, 'x6': 0.4, 'x7': -2.5, 'x8': 0.5, 'x9': -3.0}, {'x0': 0.2, 'x1': -10.0, 'x2': 0.05, 'x3': -8.0, 'x4': 0.1, 'x5': -6.0, 'x6': 0.15, 'x7': -5.0, 'x8': 0.25, 'x9': -4.0}, {'x0': 0.15, 'x1': -9.5, 'x2': 0.1, 'x3': -7.5, 'x4': 0.2, 'x5': -5.5, 'x6': 0.3, 'x7': -4.0, 'x8': 0.4, 'x9': -3.5}, {'x0': 0.0, 'x1': -9.5, 'x2': 0.1, 'x3': -7.0, 'x4': 0.2, 'x5': -5.0, 'x6': 0.3, 'x7': -3.0, 'x8': 0.4, 'x9': -4.5}]","{'x0': 0.0, 'x1': -9.5, 'x2': 0.1, 'x3': -7.0, 'x4': 0.2, 'x5': -5.0, 'x6': 0.3, 'x7': -3.0, 'x8': 0.4, 'x9': -4.5}",4
"[{'x0': 0.05, 'x1': -8.0, 'x2': 0.1, 'x3': -8.0, 'x4': 0.2, 'x5': -6.0, 'x6': 0.25, 'x7': -5.5, 'x8': 0.3, 'x9': -4.5}, {'x0': 0.2, 'x1': -9.5, 'x2': 0.1, 'x3': -9.0, 'x4': 0.15, 'x5': -7.0, 'x6': 0.2, 'x7': -6.5, 'x8': 0.25, 'x9': -5.0}, {'x0': 0.03, 'x1': -8.5, 'x2': 0.2, 'x3': -7.5, 'x4': 0.3, 'x5': -5.5, 'x6': 0.4, 'x7': -4.5, 'x8': 0.5, 'x9': -3.5}, {'x0': 0.08, 'x1': -7.0, 'x2': 0.12, 'x3': -6.0, 'x4': 0.18, 'x5': -5.0, 'x6': 0.22, 'x7': -4.0, 'x8': 0.28, 'x9': -3.0}, {'x0': 0.1, 'x1': -10.0, 'x2': 0.05, 'x3': -9.0, 'x4': 0.15, 'x5': -8.0, 'x6': 0.2, 'x7': -7.0, 'x8': 0.25, 'x9': -6.0}]","{'x0': 0.05, 'x1': -8.0, 'x2': 0.1, 'x3': -8.0, 'x4': 0.2, 'x5': -6.0, 'x6': 0.25, 'x7': -5.5, 'x8': 0.3, 'x9': -4.5}",0
"[{'x0': 0.04, 'x1': -8.5, 'x2': 0.09, 'x3': -7.0, 'x4': 0.14, 'x5': -5.5, 'x6': 0.19, 'x7': -5.0, 'x8': 0.23, 'x9': -4.5}, {'x0': 0.02, 'x1': -9.0, 'x2': 0.1, 'x3': -7.5, 'x4': 0.12, 'x5': -6.5, 'x6': 0.18, 'x7': -5.5, 'x8': 0.22, 'x9': -5.0}, {'x0': 0.05, 'x1': -9.5, 'x2': 0.07, 'x3': -8.0, 'x4': 0.1, 'x5': -7.0, 'x6': 0.15, 'x7': -6.5, 'x8': 0.2, 'x9': -7.5}, {'x0': 0.08, 'x1': -9.5, 'x2': 0.12, 'x3': -8.5, 'x4': 0.18, 'x5': -7.5, 'x6': 0.24, 'x7': -6.0, 'x8': 0.3, 'x9': -6.5}, {'x0': 0.1, 'x1': -10.0, 'x2': 0.05, 'x3': -9.0, 'x4': 0.15, 'x5': -8.0, 'x6': 0.2, 'x7': -7.0, 'x8': 0.25, 'x9': -6.5}]","{'x0': 0.04, 'x1': -8.5, 'x2': 0.09, 'x3': -7.0, 'x4': 0.14, 'x5': -5.5, 'x6': 0.19, 'x7': -5.0, 'x8': 0.23, 'x9': -4.5}",0
"[{'x0': 0.05, 'x1': -9.5, 'x2': 0.02, 'x3': -6.8, 'x4': 0.1, 'x5': -5.5, 'x6': 0.15, 'x7': -4.5, 'x8': 0.2, 'x9': -3.5}, {'x0': 0.1, 'x1': -9.0, 'x2': 0.2, 'x3': -8.0, 'x4': 0.3, 'x5': -6.5, 'x6': 0.4, 'x7': -5.5, 'x8': 0.5, 'x9': -3.0}, {'x0': 0.02, 'x1': -8.0, 'x2': 0.1, 'x3': -7.5, 'x4': 0.15, 'x5': -6.0, 'x6': 0.3, 'x7': -5.0, 'x8': 0.4, 'x9': -4.0}, {'x0': 0.3, 'x1': -9.5, 'x2': 0.1, 'x3': -7.0, 'x4': 0.2, 'x5': -6.0, 'x6': 0.3, 'x7': -5.5, 'x8': 0.4, 'x9': -4.0}, {'x0': 0.0, 'x1': -10.0, 'x2': 0.05, 'x3': -6.0, 'x4': 0.1, 'x5': -5.0, 'x6': 0.15, 'x7': -4.0, 'x8': 0.2, 'x9': -3.0}]","{'x0': 0.05, 'x1': -9.5, 'x2': 0.02, 'x3': -6.8, 'x4': 0.1, 'x5': -5.5, 'x6': 0.15, 'x7': -4.5, 'x8': 0.2, 'x9': -3.5}",0
"[{'x0': 0.03, 'x1': -9.4, 'x2': 0.07, 'x3': -8.2, 'x4': 0.15, 'x5': -5.2, 'x6': 0.22, 'x7': -4.7, 'x8': 0.33, 'x9': -3.6}, {'x0': 0.02, 'x1': -9.0, 'x2': 0.12, 'x3': -6.0, 'x4': 0.25, 'x5': -4.0, 'x6': 0.28, 'x7': -3.5, 'x8': 0.31, 'x9': -2.5}, {'x0': 0.05, 'x1': -8.8, 'x2': 0.08, 'x3': -7.2, 'x4': 0.11, 'x5': -5.8, 'x6': 0.14, 'x7': -4.3, 'x8': 0.18, 'x9': -3.2}, {'x0': 0.01, 'x1': -9.7, 'x2': 0.1, 'x3': -6.3, 'x4': 0.12, 'x5': -5.9, 'x6': 0.2, 'x7': -4.9, 'x8': 0.24, 'x9': -3.1}, {'x0': 0.1, 'x1': -8.2, 'x2': 0.05, 'x3': -5.5, 'x4': 0.2, 'x5': -6.7, 'x6': 0.3, 'x7': -5.2, 'x8': 0.4, 'x9': -4.1}]","{'x0': 0.03, 'x1': -9.4, 'x2': 0.07, 'x3': -8.2, 'x4': 0.15, 'x5': -5.2, 'x6': 0.22, 'x7': -4.7, 'x8': 0.33, 'x9': -3.6}",0
"[{'x0': 0.04, 'x1': -8.5, 'x2': 0.1, 'x3': -6.5, 'x4': 0.14, 'x5': -5.0, 'x6': 0.2, 'x7': -4.0, 'x8': 0.3, 'x9': -3.0}, {'x0': 0.03, 'x1': -10.0, 'x2': 0.12, 'x3': -9.0, 'x4': 0.18, 'x5': -8.5, 'x6': 0.25, 'x7': -7.0, 'x8': 0.35, 'x9': -6.0}, {'x0': 0.005, 'x1': -9.8, 'x2': 0.08, 'x3': -7.7, 'x4': 0.11, 'x5': -5.8, 'x6': 0.17, 'x7': -4.2, 'x8': 0.22, 'x9': -3.8}, {'x0': 0.02, 'x1': -9.5, 'x2': 0.1, 'x3': -7.5, 'x4': 0.2, 'x5': -5.5, 'x6': 0.3, 'x7': -4.5, 'x8': 0.4, 'x9': -3.5}, {'x0': 0.01, 'x1': -9.0, 'x2': 0.07, 'x3': -8.0, 'x4': 0.12, 'x5': -6.5, 'x6': 0.18, 'x7': -5.5, 'x8': 0.24, 'x9': -4.5}]","{'x0': 0.005, 'x1': -9.8, 'x2': 0.08, 'x3': -7.7, 'x4': 0.11, 'x5': -5.8, 'x6': 0.17, 'x7': -4.2, 'x8': 0.22, 'x9': -3.8}",2
"[{'x0': 0.02, 'x1': -9.3, 'x2': 0.1, 'x3': -7.8, 'x4': 0.16, 'x5': -6.2, 'x6': 0.21, 'x7': -5.2, 'x8': 0.27, 'x9': -4.1}, {'x0': 0.08, 'x1': -8.8, 'x2': 0.11, 'x3': -6.9, 'x4': 0.19, 'x5': -5.9, 'x6': 0.24, 'x7': -4.6, 'x8': 0.29, 'x9': -3.8}, {'x0': 0.1, 'x1': -10.0, 'x2': 0.08, 'x3': -9.3, 'x4': 0.14, 'x5': -7.8, 'x6': 0.2, 'x7': -4.9, 'x8': 0.32, 'x9': -3.7}, {'x0': 0.07, 'x1': -9.1, 'x2': 0.09, 'x3': -7.4, 'x4': 0.15, 'x5': -6.3, 'x6': 0.22, 'x7': -5.1, 'x8': 0.26, 'x9': -4.0}, {'x0': 0.05, 'x1': -9.6, 'x2': 0.12, 'x3': -8.1, 'x4': 0.18, 'x5': -5.7, 'x6': 0.25, 'x7': -4.3, 'x8': 0.35, 'x9': -3.2}]","{'x0': 0.02, 'x1': -9.3, 'x2': 0.1, 'x3': -7.8, 'x4': 0.16, 'x5': -6.2, 'x6': 0.21, 'x7': -5.2, 'x8': 0.27, 'x9': -4.1}",0
"[{'x0': 0.05, 'x1': -9.9, 'x2': 0.12, 'x3': -8.3, 'x4': 0.18, 'x5': -6.8, 'x6': 0.24, 'x7': -5.3, 'x8': 0.3, 'x9': -4.2}, {'x0': 0.08, 'x1': -8.8, 'x2': 0.13, 'x3': -7.6, 'x4': 0.17, 'x5': -5.9, 'x6': 0.23, 'x7': -4.4, 'x8': 0.29, 'x9': -3.7}, {'x0': 0.06, 'x1': -9.4, 'x2': 0.11, 'x3': -7.9, 'x4': 0.15, 'x5': -5.8, 'x6': 0.21, 'x7': -4.6, 'x8': 0.28, 'x9': -3.9}, {'x0': 0.03, 'x1': -9.1, 'x2': 0.16, 'x3': -7.3, 'x4': 0.2, 'x5': -5.6, 'x6': 0.25, 'x7': -4.7, 'x8': 0.31, 'x9': -4.3}, {'x0': 0.02, 'x1': -9.7, 'x2': 0.14, 'x3': -8.1, 'x4': 0.19, 'x5': -6.5, 'x6': 0.22, 'x7': -5.1, 'x8': 0.26, 'x9': -4.0}]","{'x0': 0.05, 'x1': -9.9, 'x2': 0.12, 'x3': -8.3, 'x4': 0.18, 'x5': -6.8, 'x6': 0.24, 'x7': -5.3, 'x8': 0.3, 'x9': -4.2}",0
"[{'x0': 0.04, 'x1': -10.0, 'x2': 0.2, 'x3': -8.0, 'x4': 0.25, 'x5': -6.0, 'x6': 0.3, 'x7': -5.0, 'x8': 0.35, 'x9': -4.0}, {'x0': 0.01, 'x1': -9.0, 'x2': 0.05, 'x3': -7.8, 'x4': 0.1, 'x5': -6.5, 'x6': 0.15, 'x7': -4.5, 'x8': 0.2, 'x9': -3.0}, {'x0': 0.02, 'x1': -8.8, 'x2': 0.08, 'x3': -7.0, 'x4': 0.14, 'x5': -5.2, 'x6': 0.2, 'x7': -4.0, 'x8': 0.25, 'x9': -2.5}, {'x0': 0.0, 'x1': -9.5, 'x2': 0.12, 'x3': -7.3, 'x4': 0.18, 'x5': -5.5, 'x6': 0.25, 'x7': -4.5, 'x8': 0.3, 'x9': -3.0}, {'x0': 0.03, 'x1': -9.2, 'x2': 0.1, 'x3': -6.5, 'x4': 0.15, 'x5': -5.0, 'x6': 0.2, 'x7': -4.0, 'x8': 0.3, 'x9': -3.5}]","{'x0': 0.04, 'x1': -10.0, 'x2': 0.2, 'x3': -8.0, 'x4': 0.25, 'x5': -6.0, 'x6': 0.3, 'x7': -5.0, 'x8': 0.35, 'x9': -4.0}",0
