candidate_points,best_candidate,best_candidate_index
"[{'x0': 0.0, 'x1': -10.0, 'x2': -9.0, 'x3': -6.0, 'x4': -5.0, 'x5': -4.0, 'x6': -3.0, 'x7': -2.0, 'x8': -1.0, 'x9': 0.3}, {'x0': 0.02, 'x1': -9.0, 'x2': -7.0, 'x3': -6.0, 'x4': -3.0, 'x5': -2.0, 'x6': -0.5, 'x7': -2.5, 'x8': -1.0, 'x9': 0.0}, {'x0': 0.01, 'x1': -9.5, 'x2': -8.5, 'x3': -7.5, 'x4': -6.5, 'x5': -5.5, 'x6': -4.5, 'x7': -3.5, 'x8': -2.5, 'x9': 0.2}, {'x0': 0.05, 'x1': -8.5, 'x2': -6.5, 'x3': -5.5, 'x4': -4.5, 'x5': -3.5, 'x6': -2.5, 'x7': -1.5, 'x8': -1.5, 'x9': 0.1}, {'x0': 0.03, 'x1': -8.0, 'x2': -7.0, 'x3': -5.0, 'x4': -4.0, 'x5': -3.0, 'x6': -1.0, 'x7': -2.0, 'x8': -1.5, 'x9': 0.4}]","{'x0': 0.0, 'x1': -10.0, 'x2': -9.0, 'x3': -6.0, 'x4': -5.0, 'x5': -4.0, 'x6': -3.0, 'x7': -2.0, 'x8': -1.0, 'x9': 0.3}",0
"[{'x0': 0.04, 'x1': -6.5, 'x2': -5.0, 'x3': -3.0, 'x4': -1.0, 'x5': 0.0, 'x6': 0.5, 'x7': -1.0, 'x8': -1.5, 'x9': 0.1}, {'x0': 0.02, 'x1': -9.5, 'x2': -7.5, 'x3': -5.5, 'x4': -4.0, 'x5': -3.5, 'x6': -1.5, 'x7': -2.5, 'x8': -3.0, 'x9': 0.2}, {'x0': 0.0, 'x1': -9.0, 'x2': -8.0, 'x3': -6.5, 'x4': -5.0, 'x5': -4.0, 'x6': -2.0, 'x7': -3.0, 'x8': -2.5, 'x9': 0.4}, {'x0': 0.1, 'x1': -8.5, 'x2': -6.0, 'x3': -4.0, 'x4': -3.0, 'x5': -2.0, 'x6': -1.0, 'x7': -0.5, 'x8': -2.0, 'x9': 0.3}, {'x0': 0.03, 'x1': -7.5, 'x2': -5.5, 'x3': -4.5, 'x4': -3.5, 'x5': -1.0, 'x6': 0.2, 'x7': -1.5, 'x8': -1.0, 'x9': 0.3}]","{'x0': 0.04, 'x1': -6.5, 'x2': -5.0, 'x3': -3.0, 'x4': -1.0, 'x5': 0.0, 'x6': 0.5, 'x7': -1.0, 'x8': -1.5, 'x9': 0.1}",0
"[{'x0': 0.02, 'x1': -9.5, 'x2': -8.5, 'x3': -6.5, 'x4': -4.5, 'x5': -5.5, 'x6': -1.5, 'x7': -4.5, 'x8': -5.5, 'x9': 0.1}, {'x0': 0.0, 'x1': -8.5, 'x2': -6.5, 'x3': -4.5, 'x4': -2.5, 'x5': -3.5, 'x6': 0.0, 'x7': -2.5, 'x8': -3.0, 'x9': 0.4}, {'x0': 0.0, 'x1': -10.0, 'x2': -8.0, 'x3': -7.0, 'x4': -5.0, 'x5': -6.0, 'x6': -2.0, 'x7': -3.5, 'x8': -4.5, 'x9': 0.0}, {'x0': 0.03, 'x1': -9.8, 'x2': -7.5, 'x3': -6.0, 'x4': -3.5, 'x5': -4.0, 'x6': -1.0, 'x7': -4.0, 'x8': -5.0, 'x9': 0.3}, {'x0': 0.01, 'x1': -9.0, 'x2': -7.0, 'x3': -5.0, 'x4': -3.0, 'x5': -4.5, 'x6': -0.5, 'x7': -3.5, 'x8': -4.5, 'x9': 0.2}]","{'x0': 0.02, 'x1': -9.5, 'x2': -8.5, 'x3': -6.5, 'x4': -4.5, 'x5': -5.5, 'x6': -1.5, 'x7': -4.5, 'x8': -5.5, 'x9': 0.1}",0
"[{'x0': 0.1, 'x1': -6.0, 'x2': -5.0, 'x3': -3.5, 'x4': -1.0, 'x5': -2.5, 'x6': 0.4, 'x7': -1.0, 'x8': -1.0, 'x9': 0.1}, {'x0': 0.025, 'x1': -8.5, 'x2': -7.5, 'x3': -5.5, 'x4': -3.5, 'x5': -4.5, 'x6': -0.5, 'x7': -2.5, 'x8': -3.0, 'x9': 0.2}, {'x0': 0.015, 'x1': -9.0, 'x2': -8.0, 'x3': -7.0, 'x4': -5.0, 'x5': -6.0, 'x6': 0.0, 'x7': -3.0, 'x8': -2.5, 'x9': 0.4}, {'x0': 0.08, 'x1': -5.5, 'x2': -4.0, 'x3': -2.0, 'x4': 0.0, 'x5': -1.0, 'x6': 0.5, 'x7': -2.5, 'x8': -1.5, 'x9': 0.2}, {'x0': 0.075, 'x1': -7.0, 'x2': -6.5, 'x3': -4.0, 'x4': -2.0, 'x5': -3.0, 'x6': 0.1, 'x7': -2.0, 'x8': -2.0, 'x9': 0.3}]","{'x0': 0.1, 'x1': -6.0, 'x2': -5.0, 'x3': -3.5, 'x4': -1.0, 'x5': -2.5, 'x6': 0.4, 'x7': -1.0, 'x8': -1.0, 'x9': 0.1}",0
"[{'x0': 0.02, 'x1': -7.5, 'x2': -6.5, 'x3': -4.0, 'x4': -2.0, 'x5': -3.0, 'x6': 0.1, 'x7': -2.5, 'x8': -1.0, 'x9': 0.4}, {'x0': 0.03, 'x1': -8.5, 'x2': -7.0, 'x3': -5.5, 'x4': -3.5, 'x5': -4.5, 'x6': 0.2, 'x7': -3.0, 'x8': -2.5, 'x9': 0.3}, {'x0': 0.01, 'x1': -10.0, 'x2': -9.0, 'x3': -7.5, 'x4': -5.5, 'x5': -6.5, 'x6': -4.0, 'x7': -3.0, 'x8': -2.5, 'x9': 0.1}, {'x0': 0.04, 'x1': -6.5, 'x2': -5.5, 'x3': -3.5, 'x4': -1.5, 'x5': -2.5, 'x6': 0.3, 'x7': -2.0, 'x8': -1.5, 'x9': 0.2}, {'x0': 0.06, 'x1': -9.0, 'x2': -8.0, 'x3': -6.0, 'x4': -4.0, 'x5': -5.0, 'x6': 0.0, 'x7': -1.5, 'x8': -2.0, 'x9': 0.5}]","{'x0': 0.02, 'x1': -7.5, 'x2': -6.5, 'x3': -4.0, 'x4': -2.0, 'x5': -3.0, 'x6': 0.1, 'x7': -2.5, 'x8': -1.0, 'x9': 0.4}",0
"[{'x0': 0.03, 'x1': -9.0, 'x2': -6.5, 'x3': -4.0, 'x4': -1.5, 'x5': -3.0, 'x6': 0.2, 'x7': -2.5, 'x8': -1.0, 'x9': 0.3}, {'x0': 0.1, 'x1': -5.0, 'x2': -4.0, 'x3': -2.5, 'x4': -1.0, 'x5': -2.0, 'x6': 0.3, 'x7': -2.0, 'x8': -1.0, 'x9': 0.5}, {'x0': 0.2, 'x1': -7.0, 'x2': -7.0, 'x3': -5.0, 'x4': -3.0, 'x5': -2.5, 'x6': 0.1, 'x7': -3.0, 'x8': -2.0, 'x9': 0.4}, {'x0': 0.05, 'x1': -6.0, 'x2': -6.0, 'x3': -4.0, 'x4': -2.0, 'x5': -3.0, 'x6': 0.2, 'x7': -1.0, 'x8': -1.5, 'x9': 0.3}, {'x0': 0.15, 'x1': -8.0, 'x2': -5.0, 'x3': -3.5, 'x4': -2.0, 'x5': -1.5, 'x6': 0.4, 'x7': -1.0, 'x8': -1.5, 'x9': 0.2}]","{'x0': 0.03, 'x1': -9.0, 'x2': -6.5, 'x3': -4.0, 'x4': -1.5, 'x5': -3.0, 'x6': 0.2, 'x7': -2.5, 'x8': -1.0, 'x9': 0.3}",0
"[{'x0': 0.02, 'x1': -9.0, 'x2': -7.0, 'x3': -4.0, 'x4': -2.5, 'x5': -3.5, 'x6': 0.0, 'x7': -2.0, 'x8': -1.5, 'x9': 0.1}, {'x0': 0.04, 'x1': -9.5, 'x2': -8.0, 'x3': -4.5, 'x4': -3.0, 'x5': -2.5, 'x6': 0.4, 'x7': -3.0, 'x8': -1.0, 'x9': 0.3}, {'x0': 0.0, 'x1': -6.5, 'x2': -5.0, 'x3': -4.0, 'x4': -2.0, 'x5': -3.0, 'x6': 0.2, 'x7': -2.5, 'x8': -1.5, 'x9': 0.4}, {'x0': 0.1, 'x1': -8.5, 'x2': -6.5, 'x3': -3.5, 'x4': -1.5, 'x5': -4.0, 'x6': 0.3, 'x7': -2.5, 'x8': -2.0, 'x9': 0.2}, {'x0': 0.15, 'x1': -7.0, 'x2': -5.5, 'x3': -3.0, 'x4': -1.0, 'x5': -2.0, 'x6': 0.5, 'x7': -1.0, 'x8': -1.0, 'x9': 0.1}]","{'x0': 0.02, 'x1': -9.0, 'x2': -7.0, 'x3': -4.0, 'x4': -2.5, 'x5': -3.5, 'x6': 0.0, 'x7': -2.0, 'x8': -1.5, 'x9': 0.1}",0
"[{'x0': 0.06, 'x1': -5.0, 'x2': -4.0, 'x3': -2.5, 'x4': -1.0, 'x5': -1.0, 'x6': 0.2, 'x7': -1.0, 'x8': -1.5, 'x9': 0.5}, {'x0': 0.05, 'x1': -7.0, 'x2': -5.0, 'x3': -3.0, 'x4': -1.5, 'x5': -2.0, 'x6': 0.2, 'x7': -2.0, 'x8': -1.0, 'x9': 0.1}, {'x0': 0.09, 'x1': -9.0, 'x2': -7.0, 'x3': -5.0, 'x4': -3.0, 'x5': -4.0, 'x6': 0.5, 'x7': -2.5, 'x8': -2.0, 'x9': 0.2}, {'x0': 0.07, 'x1': -8.0, 'x2': -6.0, 'x3': -4.0, 'x4': -2.0, 'x5': -3.0, 'x6': 0.3, 'x7': -1.5, 'x8': -1.5, 'x9': 0.4}, {'x0': 0.1, 'x1': -6.5, 'x2': -5.5, 'x3': -3.5, 'x4': -1.0, 'x5': -2.5, 'x6': 0.4, 'x7': -1.0, 'x8': -1.5, 'x9': 0.3}]","{'x0': 0.06, 'x1': -5.0, 'x2': -4.0, 'x3': -2.5, 'x4': -1.0, 'x5': -1.0, 'x6': 0.2, 'x7': -1.0, 'x8': -1.5, 'x9': 0.5}",0
"[{'x0': 0.05, 'x1': -9.5, 'x2': -7.5, 'x3': -6.0, 'x4': -4.0, 'x5': -5.5, 'x6': -2.0, 'x7': -3.0, 'x8': -5.0, 'x9': 0.1}, {'x0': 0.03, 'x1': -8.5, 'x2': -6.5, 'x3': -4.5, 'x4': -2.5, 'x5': -3.5, 'x6': -1.0, 'x7': -2.5, 'x8': -3.5, 'x9': 0.3}, {'x0': 0.02, 'x1': -7.0, 'x2': -5.0, 'x3': -3.5, 'x4': -1.5, 'x5': -4.0, 'x6': 0.0, 'x7': -2.5, 'x8': -2.0, 'x9': 0.4}, {'x0': 0.0, 'x1': -10.0, 'x2': -9.5, 'x3': -7.5, 'x4': -6.0, 'x5': -5.0, 'x6': -3.0, 'x7': -4.5, 'x8': -6.0, 'x9': 0.1}, {'x0': 0.01, 'x1': -9.0, 'x2': -8.0, 'x3': -5.0, 'x4': -3.0, 'x5': -4.5, 'x6': -1.5, 'x7': -3.5, 'x8': -4.5, 'x9': 0.2}]","{'x0': 0.05, 'x1': -9.5, 'x2': -7.5, 'x3': -6.0, 'x4': -4.0, 'x5': -5.5, 'x6': -2.0, 'x7': -3.0, 'x8': -5.0, 'x9': 0.1}",0
"[{'x0': 0.0, 'x1': -9.0, 'x2': -8.0, 'x3': -6.0, 'x4': -5.0, 'x5': -4.0, 'x6': -3.0, 'x7': -2.0, 'x8': -1.0, 'x9': 0.4}, {'x0': 0.0, 'x1': -10.0, 'x2': -8.5, 'x3': -7.5, 'x4': -6.5, 'x5': -5.5, 'x6': -4.5, 'x7': -3.5, 'x8': -2.5, 'x9': 0.2}, {'x0': 0.01, 'x1': -9.5, 'x2': -9.0, 'x3': -7.0, 'x4': -6.0, 'x5': -5.0, 'x6': -4.0, 'x7': -3.0, 'x8': -2.0, 'x9': 0.0}, {'x0': 0.0, 'x1': -7.0, 'x2': -6.5, 'x3': -5.0, 'x4': -4.0, 'x5': -3.0, 'x6': -2.0, 'x7': -1.0, 'x8': -0.5, 'x9': 0.1}, {'x0': 0.02, 'x1': -8.0, 'x2': -7.0, 'x3': -6.0, 'x4': -5.0, 'x5': -4.0, 'x6': -3.0, 'x7': -2.0, 'x8': -1.0, 'x9': 0.3}]","{'x0': 0.0, 'x1': -9.0, 'x2': -8.0, 'x3': -6.0, 'x4': -5.0, 'x5': -4.0, 'x6': -3.0, 'x7': -2.0, 'x8': -1.0, 'x9': 0.4}",0
"[{'x0': 0.0, 'x1': -8.5, 'x2': -6.5, 'x3': -4.5, 'x4': -3.0, 'x5': -2.0, 'x6': 0.1, 'x7': -2.5, 'x8': -1.5, 'x9': 0.3}, {'x0': 0.05, 'x1': -7.5, 'x2': -6.0, 'x3': -4.0, 'x4': -3.0, 'x5': -4.0, 'x6': 0.2, 'x7': -2.0, 'x8': -1.0, 'x9': 0.4}, {'x0': 0.0, 'x1': -9.5, 'x2': -8.0, 'x3': -7.0, 'x4': -5.5, 'x5': -4.5, 'x6': -3.0, 'x7': -2.0, 'x8': -1.5, 'x9': 0.1}, {'x0': 0.01, 'x1': -9.0, 'x2': -7.5, 'x3': -5.5, 'x4': -3.5, 'x5': -4.5, 'x6': -2.5, 'x7': -1.0, 'x8': -1.0, 'x9': 0.2}, {'x0': 0.03, 'x1': -6.5, 'x2': -5.0, 'x3': -3.0, 'x4': -1.0, 'x5': -2.5, 'x6': 0.4, 'x7': -1.0, 'x8': -2.0, 'x9': 0.1}]","{'x0': 0.0, 'x1': -8.5, 'x2': -6.5, 'x3': -4.5, 'x4': -3.0, 'x5': -2.0, 'x6': 0.1, 'x7': -2.5, 'x8': -1.5, 'x9': 0.3}",0
"[{'x0': 0.25, 'x1': -8.0, 'x2': -6.0, 'x3': -4.0, 'x4': -2.0, 'x5': -3.0, 'x6': -0.5, 'x7': -1.5, 'x8': -1.0, 'x9': 0.4}, {'x0': 0.04, 'x1': -6.5, 'x2': -5.5, 'x3': -3.5, 'x4': -2.5, 'x5': -1.0, 'x6': 0.3, 'x7': -2.0, 'x8': -1.5, 'x9': 0.1}, {'x0': 0.1, 'x1': -10.0, 'x2': -8.0, 'x3': -5.5, 'x4': -4.0, 'x5': -5.0, 'x6': -1.0, 'x7': -3.0, 'x8': -1.5, 'x9': 0.3}, {'x0': 0.07, 'x1': -9.5, 'x2': -7.0, 'x3': -5.0, 'x4': -3.5, 'x5': -4.5, 'x6': 0.1, 'x7': -2.0, 'x8': -1.0, 'x9': 0.2}, {'x0': 0.2, 'x1': -7.5, 'x2': -6.5, 'x3': -4.5, 'x4': -3.0, 'x5': -2.0, 'x6': 0.4, 'x7': -1.0, 'x8': -2.0, 'x9': 0.3}]","{'x0': 0.04, 'x1': -6.5, 'x2': -5.5, 'x3': -3.5, 'x4': -2.5, 'x5': -1.0, 'x6': 0.3, 'x7': -2.0, 'x8': -1.5, 'x9': 0.1}",1
