x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
0.15,0.25,0.1,0.15,0.2,0.3,0.1,0.4,0.2,0.1,0.3,0.2,0.1,0.2,0.3,0.1,0.4,0.2,0.1,0.3,0.1,0.4,0.2,0.1,0.3,0.2,0.1,0.4,0.1,0.2
0.35,0.1,0.15,0.5,0.7,0.2,0.3,0.4,0.5,0.6,0.1,0.2,0.3,0.4,0.5,0.6,0.1,0.2,0.3,0.4,0.5,0.6,0.1,0.2,0.3,0.4,0.5,0.6,0.1,0.2
0.45,0.3,0.05,0.8,0.2,0.4,0.6,0.1,0.3,0.7,0.2,0.5,0.1,0.4,0.8,0.3,0.6,0.2,0.5,0.1,0.4,0.7,0.2,0.5,0.1,0.4,0.8,0.3,0.6,0.2
0.9,0.5,0.95,0.9,0.8,0.7,0.85,0.6,0.9,0.75,0.8,0.65,0.7,0.6,0.75,0.6,0.7,0.55,0.8,0.7,0.78,0.62,0.72,0.58,0.77,0.68,0.73,0.52,0.67,0.57
0.01,0.16,0.56,0.12,0.05,0.1,0.07,0.09,0.11,0.13,0.03,0.08,0.04,0.14,0.06,0.02,0.15,0.01,0.18,0.09,0.17,0.04,0.16,0.07,0.19,0.11,0.08,0.13,0.05,0.12
0.32,0.58,0.08,0.85,0.05,0.1,0.4,0.6,0.15,0.7,0.2,0.3,0.05,0.5,0.8,0.1,0.4,0.6,0.15,0.7,0.2,0.3,0.05,0.5,0.7,0.1,0.4,0.6,0.15,0.7
0.35,0.6,0.1,0.3,0.2,0.8,0.5,0.1,0.7,0.3,0.6,0.2,0.4,0.1,0.7,0.3,0.5,0.2,0.6,0.1,0.8,0.4,0.3,0.1,0.6,0.2,0.5,0.1,0.7,0.3
0.02,0.2,0.6,0.15,0.08,0.12,0.05,0.18,0.09,0.11,0.07,0.14,0.06,0.13,0.04,0.16,0.1,0.17,0.03,0.19,0.01,0.15,0.02,0.2,0.07,0.11,0.09,0.1,0.05,0.21
0.25,0.12,0.06,0.03,0.04,0.02,0.03,0.02,0.04,0.03,0.02,0.03,0.02,0.04,0.03,0.3,0.2,0.4,0.1,0.3,0.2,0.4,0.1,0.3,0.2,0.4,0.1,0.3,0.2,0.4
0.38,0.65,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.33,0.56,0.39,0.23,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1,0.2,0.3,0.4,0.5,0.6,0.1,0.2,0.3,0.4,0.5,0.6,0.1,0.2,0.3,0.4,0.5
0.4,0.2,0.4,0.1,0.05,0.1,0.2,0.05,0.1,0.2,0.05,0.1,0.2,0.05,0.1,0.2,0.05,0.1,0.2,0.05,0.1,0.2,0.05,0.1,0.2,0.05,0.1,0.2,0.05,0.1
0.35,0.2,0.05,0.1,0.4,0.15,0.08,0.25,0.12,0.3,0.18,0.06,0.22,0.1,0.35,0.2,0.07,0.16,0.28,0.15,0.33,0.19,0.04,0.26,0.09,0.11,0.31,0.17,0.05,0.24
0.33,0.05,0.24,0.42,0.1,0.01,0.08,0.02,0.05,0.12,0.03,0.07,0.09,0.11,0.06,0.04,0.15,0.01,0.18,0.09,0.17,0.04,0.16,0.07,0.19,0.11,0.08,0.13,0.05,0.12
0.6,0.3,0.4,0.6,0.3,0.2,0.4,0.3,0.2,0.3,0.2,0.4,0.3,0.2,0.4,0.3,0.2,0.4,0.3,0.2,0.4,0.3,0.2,0.4,0.3,0.2,0.4,0.3,0.2,0.4
0.4,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.15,0.8,0.2,0.7,0.02,0.3,0.4,0.5,0.6,0.7,0.8,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.1,0.2,0.3,0.4,0.5,0.6,0.1,0.2,0.3,0.4,0.5,0.2
0.5,0.8,0.05,0.6,0.9,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1
0.34,0.55,0.01,0.33,0.63,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.05,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.02,0.12,0.22,0.32,0.42,0.52
0.005,0.2,0.001,0.01,0.008,0.01,0.005,0.01,0.009,0.01,0.007,0.01,0.006,0.01,0.004,0.01,0.01,0.01,0.003,0.01,0.001,0.01,0.002,0.01,0.007,0.01,0.009,0.01,0.005,0.01
0.55,0.15,0.18,0.21,0.11,0.19,0.23,0.16,0.27,0.2,0.29,0.24,0.31,0.13,0.28,0.22,0.34,0.17,0.3,0.25,0.33,0.18,0.26,0.14,0.32,0.2,0.36,0.15,0.35,0.21
0.05,0.9,0.7,0.8,0.9,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.35,0.8,0.8,0.4,0.9,0.05,0.15,0.25,0.35,0.45,0.55,0.05,0.15,0.25,0.35,0.45,0.05,0.15,0.25,0.35,0.45,0.05,0.15,0.25,0.35,0.45,0.05,0.15,0.25,0.35
0.01,0.02,0.18,0.145,0.005,0.065,0.015,0.075,0.025,0.085,0.035,0.095,0.01,0.07,0.03,0.05,0.02,0.08,0.04,0.06,0.01,0.07,0.03,0.05,0.02,0.08,0.04,0.06,0.01,0.07
0.4,0.1,0.25,0.15,0.4,0.1,0.2,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.38,0.4,0.5,0.6,0.7,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14
0.7,0.3,0.8,0.8,0.9,0.4,0.5,0.6,0.7,0.8,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.3,0.4,0.5,0.6,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1
0.001,0.001,0.15,0.14,0.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
0.4,0.55,0.1,0.4,0.8,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.05,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.02,0.07,0.12,0.17,0.22,0.27
0.4,0.7,0.5,0.45,0.2,0.3,0.4,0.5,0.25,0.35,0.45,0.22,0.32,0.42,0.52,0.28,0.38,0.48,0.58,0.27,0.37,0.47,0.57,0.29,0.39,0.49,0.59,0.31,0.41,0.51
0.45,0.65,0.05,0.5,0.3,0.2,0.35,0.45,0.55,0.1,0.2,0.3,0.4,0.5,0.15,0.25,0.35,0.45,0.55,0.12,0.22,0.32,0.42,0.52,0.18,0.28,0.38,0.48,0.58,0.25
0.7,0.3,0.8,0.2,0.6,0.1,0.2,0.3,0.4,0.5,0.6,0.05,0.15,0.25,0.35,0.45,0.08,0.18,0.28,0.38,0.48,0.07,0.17,0.27,0.37,0.47,0.09,0.19,0.29,0.39
0.7,0.3,0.2,0.1,0.05,0.02,0.5,0.4,0.3,0.2,0.1,0.05,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.5,0.4,0.38,0.75,0.6,0.2,0.3,0.5,0.1,0.4,0.2,0.1,0.5,0.3,0.2,0.6,0.4,0.1,0.2,0.5,0.3,0.1,0.4,0.2,0.1,0.5,0.3,0.1,0.4,0.2
0.4,0.2,0.5,0.7,0.3,0.4,0.1,0.2,0.6,0.3,0.1,0.4,0.2,0.3,0.1,0.5,0.2,0.4,0.1,0.3,0.1,0.2,0.5,0.2,0.4,0.1,0.3,0.1,0.2,0.4
0.3,0.15,0.12,0.04,0.03,0.7,0.4,0.6,0.2,0.5,0.3,0.45,0.25,0.35,0.1,0.6,0.4,0.55,0.35,0.5,0.2,0.7,0.4,0.65,0.35,0.55,0.25,0.75,0.45,0.6
0.25,0.08,0.8,0.02,0.6,0.5,0.3,0.2,0.7,0.4,0.6,0.35,0.55,0.45,0.75,0.5,0.8,0.55,0.85,0.6,0.9,0.65,0.95,0.7,0.01,0.1,0.2,0.3,0.4,0.5
0.05,0.05,0.5,0.5,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.2,0.1,0.2,0.3,0.02,0.03,0.01,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.01,0.02
0.2,0.1,0.12,0.03,0.5,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
0.4,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.38,0.5,0.6,0.7,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.4,0.6,0.4,0.5,0.6,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1,0.2,0.3,0.4,0.5,0.6,0.7
0.36,0.25,0.45,0.3,0.68,0.3,0.15,0.4,0.05,0.3,0.1,0.08,0.2,0.15,0.3,0.2,0.1,0.3,0.01,0.2,0.06,0.15,0.3,0.01,0.1,0.2,0.05,0.1,0.15,0.25
0.05,0.8,0.1,0.1,0.05,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.01,0.17,0.02,0.01,0.18,0.03,0.1,0.05,0.15,0.1,0.2,0.15,0.25,0.2,0.3,0.25,0.35,0.3,0.4,0.35,0.45,0.4,0.5,0.45,0.55,0.5,0.6,0.55,0.65,0.6
0.3,0.5,0.1,0.15,0.7,0.1,0.3,0.2,0.4,0.3,0.5,0.4,0.6,0.5,0.7,0.6,0.8,0.7,0.9,0.8,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1
0.3,0.15,0.1,0.05,0.15,0.05,0.1,0.05,0.15,0.05,0.1,0.05,0.15,0.05,0.1,0.05,0.1,0.05,0.15,0.05,0.1,0.05,0.15,0.05,0.1,0.05,0.1,0.05,0.1,0.05
0.02,0.7,0.03,0.6,0.8,0.01,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14
0.36,0.6,0.4,0.5,0.6,0.2,0.3,0.1,0.4,0.2,0.5,0.3,0.1,0.6,0.4,0.2,0.3,0.1,0.4,0.2,0.5,0.3,0.1,0.6,0.4,0.2,0.3,0.1,0.4,0.2
0.38,0.7,0.39,0.45,0.55,0.15,0.25,0.35,0.1,0.2,0.3,0.1,0.4,0.2,0.1,0.5,0.3,0.1,0.4,0.2,0.1,0.4,0.2,0.1,0.5,0.3,0.1,0.4,0.2,0.1
