x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
0.02,0.55,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.01,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.01,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.05
0.005,0.01,0.425,0.115,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.021,0.022,0.023,0.024,0.025,0.026
0.005,0.35,0.01,0.005,0.01,0.02,0.03,0.04,0.05,0.002,0.008,0.015,0.02,0.025,0.03,0.035,0.04,0.001,0.003,0.007,0.009,0.012,0.018,0.022,0.028,0.032,0.004,0.006,0.008,0.01
0.02,0.4,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.01,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.02,0.06,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.03,0.08,0.12
0.11,0.7,0.01,0.3,0.1,0.2,0.3,0.4,0.5,0.6,0.1,0.8,0.2,0.3,0.1,0.9,0.2,0.05,0.7,0.1,0.2,0.3,0.4,0.5,0.1,0.2,0.3,0.4,0.5,0.6
0.001,0.01,0.26,0.07,0.005,0.008,0.011,0.014,0.017,0.02,0.023,0.026,0.029,0.032,0.035,0.038,0.041,0.002,0.004,0.006,0.009,0.012,0.3,0.2,0.1,0.15,0.05,0.02,0.04,0.06
0.002,0.02,0.3,0.08,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.055,0.06,0.065,0.07,0.001,0.003,0.005,0.007,0.009,0.35,0.25,0.15,0.2,0.06,0.04,0.08,0.03
0.06,0.7,0.01,0.22,0.01,0.02,0.03,0.04,0.05,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.001,0.003,0.007,0.009,0.012,0.018,0.022,0.028,0.032,0.004,0.006,0.008,0.01
0.055,0.25,0.15,0.75,0.35,0.25,0.2,0.3,0.15,0.07,0.11,0.06,0.11,0.19,0.08,0.16,0.23,0.025,0.1,0.17,0.07,0.12,0.28,0.22,0.19,0.27,0.085,0.14,0.21,0.12
0.05,0.67,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.15,0.35,0.2,0.9,0.25,0.15,0.3,0.2,0.18,0.04,0.1,0.02,0.06,0.18,0.08,0.14,0.24,0.01,0.05,0.07,0.03,0.15,0.08,0.12,0.09,0.11,0.04,0.09,0.06,0.03
0.06,0.1,0.08,0.05,0.02,0.07,0.12,0.15,0.18,0.01,0.03,0.04,0.09,0.06,0.11,0.05,0.13,0.02,0.08,0.1,0.07,0.14,0.08,0.1,0.12,0.16,0.04,0.09,0.1,0.08
0.15,0.2,0.1,0.3,0.25,0.18,0.22,0.35,0.28,0.09,0.13,0.06,0.07,0.29,0.19,0.14,0.32,0.03,0.15,0.25,0.16,0.3,0.1,0.2,0.24,0.32,0.12,0.21,0.27,0.18
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
0.001,0.01,0.27,0.01,0.005,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.001,0.002,0.003,0.004,0.005,0.3,0.1,0.05,0.1,0.01,0.02,0.03,0.04
0.005,0.3,0.05,0.001,0.002,0.005,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.0005,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.01,0.01
0.02,0.5,0.01,0.002,0.003,0.006,0.2,0.3,0.4,0.1,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.01,0.01,0.01
0.005,0.45,0.03,0.0,0.0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.15,0.2,0.0003,0.0006,0.0009,0.0012,0.0015,0.0018,0.0021,0.0024,0.0027,0.003,0.0033,0.0036,0.0039
0.06,0.08,0.25,0.35,0.1,0.05,0.15,0.2,0.12,0.09,0.07,0.06,0.04,0.11,0.08,0.05,0.13,0.01,0.03,0.07,0.06,0.09,0.28,0.22,0.19,0.16,0.08,0.14,0.11,0.1
0.05,0.52,0.01,0.26,0.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.1,0.7,0.1,0.4,0.5,0.2,0.3,0.4,0.5,0.6,0.2,0.3,0.4,0.5,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3
0.0001,0.31,0.02,0.12,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.021,0.022,0.023,0.024,0.025,0.026
0.05,0.01,0.22,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.005,0.005,0.005,0.005,0.005,0.25,0.25,0.25,0.25,0.01,0.01,0.01,0.01
0.04,0.9,0.8,0.7,0.2,0.1,0.05,0.02,0.01,0.005,0.002,0.001,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11
0.06,0.1,0.05,0.15,0.2,0.1,0.15,0.2,0.25,0.05,0.1,0.15,0.2,0.25,0.05,0.1,0.15,0.02,0.06,0.08,0.1,0.12,0.1,0.15,0.2,0.25,0.05,0.1,0.15,0.1
0.0005,0.05,0.01,0.05,0.005,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.0001,0.0002,0.0003,0.0004,0.0005,0.0006,0.0007,0.0008,0.0009,0.001,0.0011,0.0012,0.0013
0.0005,0.01,0.005,0.0005,0.0,0.0,0.5,0.45,0.4,0.35,0.3,0.25,0.2,0.1,0.8,0.7,0.6,0.0001,0.0003,0.0005,0.0007,0.0009,0.0011,0.0013,0.0015,0.0017,0.0019,0.0021,0.0023,0.0025
0.001,0.05,0.01,0.0001,0.0,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.11,0.12,0.0002,0.0005,0.0008,0.0011,0.0014,0.0017,0.002,0.0023,0.0026,0.0029,0.0032,0.0035,0.0038
0.05,0.7,0.28,0.9,0.78,0.08,0.15,0.22,0.3,0.03,0.06,0.09,0.12,0.15,0.18,0.21,0.24,0.27,0.3,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22
0.0001,0.005,0.002,0.05,0.02,0.001,0.003,0.007,0.01,0.015,0.022,0.009,0.006,0.012,0.018,0.024,0.03,5e-05,0.00015,0.00025,0.00035,0.00045,0.05,0.1,0.15,0.075,0.001,0.004,0.008,0.012
0.06,0.6,0.02,0.1,0.01,0.1,0.2,0.3,0.4,0.5,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.055,0.06,0.065
0.05,0.01,0.2,0.32,0.22,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2,0.2,0.2,0.2,0.01,0.01,0.01,0.01
0.055,0.4,0.3,0.4,0.3,0.1,0.2,0.3,0.4,0.2,0.1,0.3,0.2,0.1,0.2,0.1,0.3,0.1,0.2,0.1,0.3,0.2,0.4,0.3,0.2,0.3,0.1,0.2,0.1,0.2
0.0001,0.008,0.005,0.0001,0.001,0.0,0.0,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,5e-05,0.0001,0.0002,0.0003,0.0004,0.0005,0.0006,0.0007,0.0008,0.0009,0.001,0.0011,0.0012
0.005,0.02,0.08,0.001,0.05,0.0,0.0,0.2,0.3,0.4,0.5,0.1,0.2,0.3,0.4,0.5,0.6,0.0002,0.0004,0.0006,0.0008,0.001,0.0012,0.0014,0.0016,0.0018,0.002,0.0022,0.0024,0.0026
0.05,0.6,0.01,0.02,0.001,0.06,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1,0.2,0.0001,0.0005,0.001,0.002,0.003,0.05,0.1,0.15,0.2,0.01,0.02,0.03,0.04
0.1,0.9,0.5,0.9,0.5,0.6,0.7,0.8,0.9,0.4,0.5,0.6,0.7,0.8,0.4,0.5,0.6,0.4,0.5,0.6,0.4,0.5,0.6,0.7,0.4,0.5,0.6,0.4,0.5,0.6
0.01,0.2,0.05,0.02,0.02,0.005,0.1,0.1,0.15,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.001,0.002,0.003,0.004,0.005,0.2,0.25,0.3,0.35,0.02,0.08,0.15,0.2
0.1,0.3,0.3,0.5,0.4,0.15,0.2,0.25,0.3,0.1,0.15,0.05,0.1,0.15,0.1,0.15,0.2,0.02,0.07,0.12,0.08,0.1,0.35,0.25,0.2,0.25,0.08,0.12,0.15,0.1
0.1,0.8,0.5,0.3,0.8,0.4,0.5,0.6,0.7,0.3,0.4,0.5,0.6,0.3,0.4,0.5,0.6,0.3,0.4,0.5,0.3,0.4,0.5,0.3,0.4,0.5,0.3,0.4,0.5,0.3
0.06,0.6,0.3,0.1,0.8,0.2,0.3,0.4,0.5,0.1,0.2,0.3,0.4,0.5,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.5,0.1,0.2,0.3,0.4,0.1,0.2,0.3
0.001,0.8,0.001,0.5,0.0001,0.1,0.05,0.02,0.01,0.005,0.002,0.001,0.1,0.2,0.3,0.4,0.5,1e-05,0.0001,0.0002,0.0003,0.0004,0.0005,0.0006,0.0007,0.0008,0.0009,0.001,0.0011,0.0012
0.07,0.4,0.3,0.15,0.55,0.02,0.04,0.06,0.08,0.1,0.01,0.03,0.05,0.07,0.09,0.11,0.13,0.003,0.006,0.009,0.012,0.015,0.018,0.021,0.024,0.027,0.03,0.033,0.036,0.039
0.001,0.12,0.05,0.4,0.001,0.38,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.05,0.05,0.05,0.05,0.001,0.001,0.001,0.001
0.04,0.95,0.9,0.9,0.5,0.9,0.1,0.05,0.01,0.005,0.002,0.001,0.0005,0.0002,0.0001,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.5,0.4,0.3,0.2,0.1,0.05
0.05,0.7,0.5,0.8,0.7,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.0001,0.0002,0.0003,0.0004,0.0005,0.0006,0.0007,0.0008,0.0009,0.001,0.0011,0.0012,0.0013
0.06,0.1,0.3,0.01,0.05,0.07,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.001,0.002,0.003,0.004,0.005,0.29,0.28,0.27,0.26,0.01,0.02,0.03,0.04
0.051,0.4,0.3,0.45,0.4,0.1,0.2,0.3,0.4,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.055,0.06,0.065
0.06,0.2,0.35,0.5,0.6,0.05,0.1,0.15,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.002,0.004,0.006,0.008,0.01,0.1,0.1,0.1,0.1,0.01,0.02,0.03,0.04
0.0001,0.001,0.08,0.08,0.001,0.01,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.0001,0.0002,0.0003,0.0004,0.0005,0.0006,0.0007,0.0008,0.0009,0.001,0.0011,0.0012,0.0013
0.06,0.1,0.4,0.6,0.2,0.1,0.3,0.2,0.15,0.05,0.12,0.08,0.1,0.18,0.11,0.1,0.2,0.01,0.02,0.03,0.04,0.06,0.3,0.2,0.15,0.25,0.09,0.14,0.1,0.07
0.07,0.75,0.6,0.4,0.82,0.3,0.2,0.1,0.05,0.02,0.01,0.1,0.2,0.3,0.4,0.5,0.6,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.055,0.06,0.065
0.05,0.45,0.35,0.1,0.2,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.1,0.01,0.05,0.1,0.15,0.2,0.3,0.1,0.2,0.3,0.1,0.05,0.1,0.15
