surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.24, 'F2': 4.0218}","{'f1': 0.2, 'f2': 4.171}"
"{'F1': 0.06000000000000001, 'F2': 2.3088000000000006}","{'f1': 0.02, 'f2': 3.59}"
"{'F1': 0.21000000000000002, 'F2': 3.18}","{'f1': 0.2, 'f2': 4.283}"
"{'F1': 0.030000000000000006, 'F2': 3.633800000000001}","{'f1': 0.01, 'f2': 3.759}"
"{'F1': 0.2, 'F2': 3.7640000000000002}","{'f1': 0.2, 'f2': 2.052}"
"{'F1': 0.026000000000000002, 'F2': 1.0894}","{'f1': 0.01, 'f2': 1.151}"
"{'F1': 0.11000000000000001, 'F2': 3.8352000000000004}","{'f1': 0.05, 'f2': 4.63}"
"{'F1': 0.012, 'F2': 1.0777999999999999}","{'f1': 0.01, 'f2': 0.985}"
"{'F1': 0.003, 'F2': 1.016}","{'f1': 0.001, 'f2': 1.689}"
"{'F1': 0.13999999999999999, 'F2': 4.517}","{'f1': 0.1, 'f2': 4.773}"
"{'F1': 0.036199999999999996, 'F2': 1.8132000000000001}","{'f1': 0.001, 'f2': 0.977}"
"{'F1': 0.05, 'F2': 3.56}","{'f1': 0.05, 'f2': 1.131}"
"{'F1': 0.028000000000000004, 'F2': 2.5088}","{'f1': 0.01, 'f2': 2.913}"
"{'F1': 0.030000000000000006, 'F2': 2.245}","{'f1': 0.01, 'f2': 2.281}"
"{'F1': 0.0, 'F2': 1.1842000000000001}","{'f1': 0.0, 'f2': 1.0}"
"{'F1': 0.2, 'F2': 3.6799999999999997}","{'f1': 0.3, 'f2': 3.969}"
"{'F1': 0.05, 'F2': 2.4146}","{'f1': 0.05, 'f2': 1.159}"
"{'F1': 0.004200000000000001, 'F2': 1.0584000000000002}","{'f1': 0.005, 'f2': 0.972}"
"{'F1': 0.01, 'F2': 1.041}","{'f1': 0.01, 'f2': 1.059}"
"{'F1': 0.1, 'F2': 3.8688000000000002}","{'f1': 0.1, 'f2': 4.44}"
"{'F1': 0.01, 'F2': 2.9872}","{'f1': 0.01, 'f2': 1.651}"
"{'F1': 0.10200000000000001, 'F2': 3.2468000000000004}","{'f1': 0.1, 'f2': 4.657}"
"{'F1': 0.03, 'F2': 2.0}","{'f1': 0.03, 'f2': 1.051}"
"{'F1': 0.030000000000000006, 'F2': 1.5745999999999998}","{'f1': 0.01, 'f2': 1.888}"
"{'F1': 0.024, 'F2': 2.1848}","{'f1': 0.02, 'f2': 1.587}"
"{'F1': 0.01, 'F2': 1.4297999999999997}","{'f1': 0.01, 'f2': 1.065}"
"{'F1': 0.012, 'F2': 1.202}","{'f1': 0.01, 'f2': 1.062}"
"{'F1': 0.0026000000000000003, 'F2': 0.9745999999999999}","{'f1': 0.003, 'f2': 0.971}"
"{'F1': 0.005, 'F2': 1.05}","{'f1': 0.003, 'f2': 1.103}"
"{'F1': 0.06, 'F2': 2.4856000000000003}","{'f1': 0.06, 'f2': 1.179}"
"{'F1': 0.002, 'F2': 0.9763999999999999}","{'f1': 0.002, 'f2': 0.973}"
"{'F1': 0.015, 'F2': 1.064}","{'f1': 0.015, 'f2': 0.998}"
"{'F1': 0.009, 'F2': 1.02}","{'f1': 0.007, 'f2': 1.105}"
"{'F1': 0.01, 'F2': 1.0532}","{'f1': 0.01, 'f2': 1.048}"
"{'F1': 0.001, 'F2': 1.0154}","{'f1': 0.001, 'f2': 0.978}"
"{'F1': 0.008, 'F2': 0.97}","{'f1': 0.006, 'f2': 1.103}"
"{'F1': 0.004, 'F2': 1.0646}","{'f1': 0.004, 'f2': 0.971}"
"{'F1': 0.003, 'F2': 0.998}","{'f1': 0.001, 'f2': 1.174}"
"{'F1': 0.014000000000000002, 'F2': 2.4791999999999996}","{'f1': 0.01, 'f2': 1.625}"
"{'F1': 0.0014, 'F2': 0.99}","{'f1': 0.001, 'f2': 0.981}"
"{'F1': 0.006, 'F2': 1.0143999999999997}","{'f1': 0.004, 'f2': 1.064}"
"{'F1': 0.003, 'F2': 1.0178}","{'f1': 0.001, 'f2': 1.11}"
"{'F1': 0.006, 'F2': 1.028}","{'f1': 0.005, 'f2': 1.225}"
"{'F1': 0.003, 'F2': 1.0290000000000001}","{'f1': 0.001, 'f2': 1.101}"
"{'F1': 0.08, 'F2': 2.5}","{'f1': 0.09, 'f2': 3.514}"
"{'F1': 0.01, 'F2': 1.106}","{'f1': 0.008, 'f2': 1.107}"
"{'F1': 0.001, 'F2': 0.9747999999999999}","{'f1': 0.001, 'f2': 0.978}"
"{'F1': 0.021, 'F2': 1.0878}","{'f1': 0.01, 'f2': 1.49}"
"{'F1': 0.001, 'F2': 0.9757999999999999}","{'f1': 0.001, 'f2': 0.982}"
"{'F1': 0.003, 'F2': 1.0425999999999997}","{'f1': 0.001, 'f2': 1.625}"
"{'F1': 0.02, 'F2': 1.1054}","{'f1': 0.01, 'f2': 1.629}"
"{'F1': 0.00030000000000000003, 'F2': 0.961}","{'f1': 0.0, 'f2': 1.004}"
"{'F1': 0.003, 'F2': 1.018}","{'f1': 0.002, 'f2': 1.105}"
"{'F1': 0.006999999999999999, 'F2': 1.0992000000000002}","{'f1': 0.005, 'f2': 1.944}"
"{'F1': 0.0004, 'F2': 0.9702}","{'f1': 0.0, 'f2': 1.001}"
"{'F1': 0.01, 'F2': 1.0406}","{'f1': 0.01, 'f2': 0.988}"
"{'F1': 0.006999999999999999, 'F2': 1.1002}","{'f1': 0.007, 'f2': 0.958}"
"{'F1': 0.04, 'F2': 2.4000000000000004}","{'f1': 0.03, 'f2': 1.442}"
"{'F1': 0.001, 'F2': 1.085}","{'f1': 0.001, 'f2': 0.986}"
"{'F1': 0.02, 'F2': 1.3102}","{'f1': 0.02, 'f2': 1.096}"
"{'F1': 0.001, 'F2': 0.9802}","{'f1': 0.001, 'f2': 0.977}"
"{'F1': 0.018, 'F2': 1.008}","{'f1': 0.018, 'f2': 1.008}"
"{'F1': 0.001, 'F2': 0.9837999999999999}","{'f1': 0.001, 'f2': 0.984}"
"{'F1': 0.006, 'F2': 1.0876000000000001}","{'f1': 0.002, 'f2': 1.237}"
"{'F1': 0.002, 'F2': 1.0184}","{'f1': 0.002, 'f2': 0.981}"
"{'F1': 0.004, 'F2': 1.0957999999999999}","{'f1': 0.003, 'f2': 1.234}"
"{'F1': 0.001, 'F2': 1.098}","{'f1': 0.001, 'f2': 0.982}"
"{'F1': 0.009, 'F2': 1.089}","{'f1': 0.005, 'f2': 1.233}"
"{'F1': 0.007000000000000001, 'F2': 1.1138000000000001}","{'f1': 0.007, 'f2': 0.975}"
"{'F1': 0.007800000000000001, 'F2': 1.3401999999999998}","{'f1': 0.02, 'f2': 1.009}"
"{'F1': 0.003, 'F2': 0.9888}","{'f1': 0.001, 'f2': 0.987}"
"{'F1': 0.0022, 'F2': 1.0726}","{'f1': 0.001, 'f2': 1.002}"
