surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.01, 'F2': 0.9541999999999999}","{'f1': 0.01, 'f2': 0.98}"
"{'F1': 0.004000000000000001, 'F2': 0.9400000000000001}","{'f1': 0.002, 'f2': 1.105}"
"{'F1': 0.002, 'F2': 1.0029999999999997}","{'f1': 0.002, 'f2': 0.973}"
"{'F1': 0.011, 'F2': 0.9694}","{'f1': 0.009, 'f2': 1.109}"
"{'F1': 0.008, 'F2': 1.0462}","{'f1': 0.006, 'f2': 1.103}"
"{'F1': 0.006999999999999999, 'F2': 0.9299999999999999}","{'f1': 0.005, 'f2': 1.102}"
"{'F1': 0.006, 'F2': 1.185}","{'f1': 0.004, 'f2': 1.102}"
"{'F1': 0.015, 'F2': 0.95}","{'f1': 0.015, 'f2': 0.997}"
"{'F1': 0.030000000000000006, 'F2': 1.0762}","{'f1': 0.01, 'f2': 1.629}"
"{'F1': 0.013000000000000001, 'F2': 0.9806000000000001}","{'f1': 0.02, 'f2': 0.936}"
"{'F1': 0.009, 'F2': 1.0892}","{'f1': 0.005, 'f2': 1.233}"
"{'F1': 0.003, 'F2': 0.97}","{'f1': 0.001, 'f2': 1.689}"
"{'F1': 0.004, 'F2': 1.1346}","{'f1': 0.005, 'f2': 1.075}"
"{'F1': 0.015000000000000003, 'F2': 0.9950000000000001}","{'f1': 0.02, 'f2': 0.925}"
"{'F1': 0.024, 'F2': 1.006}","{'f1': 0.01, 'f2': 2.194}"
"{'F1': 0.003, 'F2': 1.0196}","{'f1': 0.003, 'f2': 1.103}"
"{'F1': 0.01, 'F2': 0.9551999999999999}","{'f1': 0.01, 'f2': 1.051}"
"{'F1': 0.009, 'F2': 1.0175999999999998}","{'f1': 0.007, 'f2': 1.105}"
"{'F1': 0.015, 'F2': 0.95}","{'f1': 0.015, 'f2': 0.955}"
"{'F1': 0.004000000000000001, 'F2': 1.1498000000000002}","{'f1': 0.003, 'f2': 1.193}"
"{'F1': 0.006999999999999999, 'F2': 1.0550000000000002}","{'f1': 0.008, 'f2': 0.982}"
"{'F1': 0.006, 'F2': 1.0952000000000002}","{'f1': 0.006, 'f2': 0.973}"
"{'F1': 0.003, 'F2': 1.1884000000000001}","{'f1': 0.001, 'f2': 1.062}"
"{'F1': 0.003, 'F2': 1.2328000000000001}","{'f1': 0.001, 'f2': 1.11}"
"{'F1': 0.030000000000000006, 'F2': 0.9099999999999999}","{'f1': 0.01, 'f2': 2.281}"
"{'F1': 0.003, 'F2': 1.0899999999999999}","{'f1': 0.003, 'f2': 0.971}"
"{'F1': 0.003, 'F2': 1.1184}","{'f1': 0.001, 'f2': 1.06}"
"{'F1': 0.010799999999999999, 'F2': 0.9724}","{'f1': 0.02, 'f2': 0.933}"
"{'F1': 0.0004599999999999999, 'F2': 1.0131999999999999}","{'f1': 0.0, 'f2': 0.991}"
"{'F1': 0.015, 'F2': 0.9346}","{'f1': 0.015, 'f2': 0.96}"
"{'F1': 0.001, 'F2': 1.0202000000000002}","{'f1': 0.001, 'f2': 0.978}"
"{'F1': 0.003, 'F2': 1.0424}","{'f1': 0.002, 'f2': 1.672}"
"{'F1': 0.001, 'F2': 0.9753999999999999}","{'f1': 0.001, 'f2': 0.978}"
"{'F1': 0.00030000000000000003, 'F2': 0.9814}","{'f1': 0.0, 'f2': 0.988}"
"{'F1': 0.0005, 'F2': 0.9766}","{'f1': 0.001, 'f2': 0.982}"
"{'F1': 0.0008, 'F2': 0.9852000000000001}","{'f1': 0.001, 'f2': 0.973}"
"{'F1': 0.0046, 'F2': 1.057}","{'f1': 0.005, 'f2': 0.942}"
"{'F1': 0.0009200000000000001, 'F2': 0.9802}","{'f1': 0.0, 'f2': 0.988}"
"{'F1': 0.003, 'F2': 1.0726}","{'f1': 0.001, 'f2': 1.041}"
"{'F1': 0.001, 'F2': 0.9788}","{'f1': 0.001, 'f2': 0.978}"
"{'F1': 0.0016, 'F2': 0.9702}","{'f1': 0.002, 'f2': 0.964}"
"{'F1': 0.01, 'F2': 0.9917999999999999}","{'f1': 0.01, 'f2': 0.997}"
"{'F1': 0.0014, 'F2': 0.9673999999999999}","{'f1': 0.001, 'f2': 0.986}"
"{'F1': 0.0002, 'F2': 0.9882}","{'f1': 0.0, 'f2': 0.988}"
"{'F1': 0.00030000000000000003, 'F2': 0.9710000000000001}","{'f1': 0.0, 'f2': 1.004}"
"{'F1': 0.008, 'F2': 1.1028}","{'f1': 0.008, 'f2': 0.977}"
"{'F1': 0.0, 'F2': 0.9767999999999999}","{'f1': 0.0, 'f2': 0.985}"
"{'F1': 0.003, 'F2': 0.9602}","{'f1': 0.001, 'f2': 1.002}"
"{'F1': 0.0021999999999999997, 'F2': 1.1625999999999999}","{'f1': 0.003, 'f2': 0.954}"
"{'F1': 0.0, 'F2': 0.9874}","{'f1': 0.0, 'f2': 1.0}"
"{'F1': 0.004000000000000001, 'F2': 1.0956}","{'f1': 0.005, 'f2': 1.008}"
"{'F1': 0.006, 'F2': 1.1762000000000001}","{'f1': 0.006, 'f2': 1.011}"
"{'F1': 0.003, 'F2': 0.9772000000000001}","{'f1': 0.001, 'f2': 0.986}"
"{'F1': 0.0015, 'F2': 0.9788}","{'f1': 0.002, 'f2': 0.974}"
"{'F1': 0.003, 'F2': 0.9712}","{'f1': 0.001, 'f2': 0.977}"
"{'F1': 0.001, 'F2': 0.9965999999999999}","{'f1': 0.001, 'f2': 0.978}"
"{'F1': 0.002, 'F2': 0.9611999999999998}","{'f1': 0.002, 'f2': 1.048}"
"{'F1': 0.0024000000000000002, 'F2': 1.001}","{'f1': 0.003, 'f2': 0.963}"
"{'F1': 0.001, 'F2': 0.977}","{'f1': 0.001, 'f2': 0.969}"
"{'F1': 0.0006000000000000001, 'F2': 0.9894000000000001}","{'f1': 0.0, 'f2': 1.014}"
"{'F1': 0.0021999999999999997, 'F2': 0.975}","{'f1': 0.001, 'f2': 0.978}"
"{'F1': 0.002, 'F2': 1.0202}","{'f1': 0.002, 'f2': 0.972}"
"{'F1': 0.0004, 'F2': 0.9624}","{'f1': 0.0, 'f2': 1.001}"
"{'F1': 0.0005, 'F2': 0.9763999999999999}","{'f1': 0.001, 'f2': 0.982}"
"{'F1': 0.001, 'F2': 0.9785999999999999}","{'f1': 0.001, 'f2': 0.977}"
"{'F1': 0.0, 'F2': 0.982}","{'f1': 0.0, 'f2': 1.0}"
