surrogate_model_prediction,benchmark_evaluation
"{'F1': 7.96, 'Latency': 21.94}","{'f1': 6.096666666666678, 'latency': 29.381418228149414}"
"{'F1': 6.1, 'Latency': 29.38}","{'f1': 6.045000000000002, 'latency': 32.196784019470215}"
"{'F1': 6.1, 'Latency': 29.38}","{'f1': 6.060000000000002, 'latency': 25.562310218811035}"
"{'F1': 6.1, 'Latency': 29.38}","{'f1': 7.686666666666667, 'latency': 24.548683166503906}"
"{'F1': 6.1, 'Latency': 29.38}","{'f1': 7.180000000000007, 'latency': 30.713210105895996}"
"{'F1': 7.96, 'Latency': 21.94}","{'f1': 11.89500000000001, 'latency': 19.7908353805542}"
"{'F1': 7.96, 'Latency': 21.94}","{'f1': 6.2549999999999955, 'latency': 30.072011947631836}"
"{'F1': 7.96, 'Latency': 21.94}","{'f1': 6.466666666666654, 'latency': 27.76604652404785}"
"{'F1': 7.96, 'Latency': 21.94}","{'f1': 6.239999999999995, 'latency': 26.28288745880127}"
"{'F1': 6.06, 'Latency': 25.56}","{'f1': 7.176666666666662, 'latency': 29.935603141784668}"
"{'F1': 6.06, 'Latency': 25.56}","{'f1': 6.673333333333332, 'latency': 27.04792022705078}"
"{'F1': 6.06, 'Latency': 25.56}","{'f1': 6.13333333333334, 'latency': 23.17741870880127}"
"{'F1': 6.06, 'Latency': 25.56}","{'f1': 8.413333333333341, 'latency': 27.35912799835205}"
"{'F1': 7.96, 'Latency': 21.94}","{'f1': 7.659999999999997, 'latency': 24.646553993225098}"
"{'F1': 7.96, 'Latency': 21.94}","{'f1': 6.224999999999994, 'latency': 24.176955223083496}"
"{'F1': 7.96, 'Latency': 21.94}","{'f1': 7.766666666666666, 'latency': 20.81477165222168}"
"{'F1': 7.96, 'Latency': 21.94}","{'f1': 7.966666666666683, 'latency': 21.35427951812744}"
