surrogate_model_prediction,benchmark_evaluation
"{'F1': 10.5, 'Latency': 12.0}","{'f1': 90.0, 'latency': 13.795161247253418}"
"{'F1': 10.5, 'Latency': 12.0}","{'f1': 24.11333333333333, 'latency': 17.215733528137207}"
"{'F1': 10.5, 'Latency': 12.0}","{'f1': 13.519999999999996, 'latency': 13.924636840820312}"
"{'F1': 10.5, 'Latency': 12.0}","{'f1': 7.935000000000002, 'latency': 17.556943893432617}"
"{'F1': 7.86, 'Latency': 15.1}","{'f1': 19.875, 'latency': 14.721360206604004}"
"{'F1': 7.86, 'Latency': 15.1}","{'f1': 8.796666666666667, 'latency': 19.348745346069336}"
"{'F1': 7.86, 'Latency': 15.1}","{'f1': 19.75, 'latency': 13.85335922241211}"
"{'F1': 7.86, 'Latency': 15.1}","{'f1': 24.65333333333332, 'latency': 18.22432518005371}"
"{'F1': 12.0, 'Latency': 14.0}","{'f1': 13.294999999999987, 'latency': 10.640363693237305}"
"{'F1': 12.0, 'Latency': 14.0}","{'f1': 20.25999999999999, 'latency': 16.26898765563965}"
"{'F1': 12.0, 'Latency': 14.0}","{'f1': 20.700000000000003, 'latency': 21.609272956848145}"
"{'F1': 12.0, 'Latency': 14.0}","{'f1': 13.483333333333348, 'latency': 10.646724700927734}"
"{'F1': 6.28, 'Latency': 20.54}","{'f1': 24.28, 'latency': 26.47414207458496}"
"{'F1': 6.28, 'Latency': 20.54}","{'f1': 19.766666666666666, 'latency': 17.41806983947754}"
"{'F1': 6.28, 'Latency': 20.54}","{'f1': 13.424999999999997, 'latency': 17.39041805267334}"
"{'F1': 6.28, 'Latency': 20.54}","{'f1': 26.39666666666666, 'latency': 19.97802734375}"
"{'F1': 13.61, 'Latency': 9.79}","{'f1': 8.219999999999999, 'latency': 19.29938316345215}"
"{'F1': 13.61, 'Latency': 9.79}","{'f1': 11.213333333333324, 'latency': 17.307372093200684}"
"{'F1': 13.61, 'Latency': 9.79}","{'f1': 13.563333333333333, 'latency': 10.67023754119873}"
"{'F1': 13.61, 'Latency': 9.79}","{'f1': 24.36, 'latency': 15.642895698547363}"
"{'F1': 12.45, 'Latency': 14.78}","{'f1': 13.689999999999998, 'latency': 11.496109962463379}"
"{'F1': 12.45, 'Latency': 14.78}","{'f1': 13.34333333333332, 'latency': 10.633678436279297}"
"{'F1': 12.45, 'Latency': 14.78}","{'f1': 13.35499999999999, 'latency': 14.906549453735352}"
"{'F1': 12.45, 'Latency': 14.78}","{'f1': 30.74666666666667, 'latency': 13.1290864944458}"
"{'F1': 13.29, 'Latency': 10.64}","{'f1': 90.0, 'latency': 11.486797332763672}"
"{'F1': 13.29, 'Latency': 10.64}","{'f1': 13.61, 'latency': 9.81755256652832}"
"{'F1': 13.29, 'Latency': 10.64}","{'f1': 13.570000000000007, 'latency': 10.720548629760742}"
"{'F1': 13.29, 'Latency': 10.64}","{'f1': 10.49666666666667, 'latency': 13.158020973205566}"
"{'F1': 15.0, 'Latency': 15.5}","{'f1': 14.16000000000001, 'latency': 20.84817409515381}"
"{'F1': 15.0, 'Latency': 15.5}","{'f1': 90.0, 'latency': 15.6007719039917}"
"{'F1': 15.0, 'Latency': 15.5}","{'f1': 14.069999999999993, 'latency': 18.24669361114502}"
"{'F1': 15.0, 'Latency': 15.5}","{'f1': 13.430000000000007, 'latency': 16.373615264892578}"
"{'F1': 10.0, 'Latency': 12.0}","{'f1': 90.0, 'latency': 15.594844818115234}"
"{'F1': 10.0, 'Latency': 12.0}","{'f1': 13.203333333333333, 'latency': 10.671820640563965}"
"{'F1': 10.0, 'Latency': 12.0}","{'f1': 15.623333333333335, 'latency': 10.68089485168457}"
"{'F1': 10.0, 'Latency': 12.0}","{'f1': 19.59333333333332, 'latency': 13.936805725097656}"
"{'F1': 13.15, 'Latency': 15.3}","{'f1': 24.33, 'latency': 15.608062744140625}"
"{'F1': 13.15, 'Latency': 15.3}","{'f1': 13.50666666666666, 'latency': 18.06392192840576}"
"{'F1': 13.15, 'Latency': 15.3}","{'f1': 11.489999999999995, 'latency': 17.991132736206055}"
"{'F1': 13.15, 'Latency': 15.3}","{'f1': 13.613333333333344, 'latency': 14.02707576751709}"
"{'F1': 13.35, 'Latency': 17.93}","{'f1': 24.095, 'latency': 18.269052505493164}"
"{'F1': 13.35, 'Latency': 17.93}","{'f1': 13.409999999999997, 'latency': 13.770055770874023}"
"{'F1': 13.35, 'Latency': 17.93}","{'f1': 15.465000000000003, 'latency': 12.187137603759766}"
"{'F1': 13.35, 'Latency': 17.93}","{'f1': 31.560000000000002, 'latency': 13.164081573486328}"
"{'F1': 12.5, 'Latency': 19.5}","{'f1': 13.686666666666667, 'latency': 9.83133316040039}"
"{'F1': 12.5, 'Latency': 19.5}","{'f1': 36.81333333333333, 'latency': 12.179489135742188}"
"{'F1': 12.5, 'Latency': 19.5}","{'f1': 26.540000000000006, 'latency': 21.748733520507812}"
"{'F1': 12.5, 'Latency': 19.5}","{'f1': 13.363333333333344, 'latency': 21.493358612060547}"
"{'F1': 13.0, 'Latency': 12.5}","{'f1': 10.664999999999992, 'latency': 13.929400444030762}"
"{'F1': 13.0, 'Latency': 12.5}","{'f1': 7.933333333333337, 'latency': 17.456603050231934}"
"{'F1': 13.0, 'Latency': 12.5}","{'f1': 24.533333333333346, 'latency': 13.880209922790527}"
"{'F1': 13.0, 'Latency': 12.5}","{'f1': 13.254999999999995, 'latency': 13.848519325256348}"
"{'F1': 20.5, 'Latency': 14.5}","{'f1': 13.546666666666667, 'latency': 12.348747253417969}"
"{'F1': 20.5, 'Latency': 14.5}","{'f1': 15.780000000000001, 'latency': 14.523491859436035}"
"{'F1': 20.5, 'Latency': 14.5}","{'f1': 15.476666666666674, 'latency': 9.806408882141113}"
"{'F1': 20.5, 'Latency': 14.5}","{'f1': 15.883333333333326, 'latency': 9.892287254333496}"
"{'F1': 14.11, 'Latency': 18.46}","{'f1': 90.0, 'latency': 15.812492370605467}"
"{'F1': 14.11, 'Latency': 18.46}","{'f1': 24.473333333333343, 'latency': 14.935145378112793}"
"{'F1': 14.11, 'Latency': 18.46}","{'f1': 11.365000000000009, 'latency': 18.34890842437744}"
"{'F1': 14.11, 'Latency': 18.46}","{'f1': 24.226666666666674, 'latency': 14.764847755432129}"
