surrogate_model_prediction,benchmark_evaluation
"{'F1': 22.16, 'Latency': 19.87}","{'f1': 13.370000000000005, 'latency': 15.669493675231932}"
"{'F1': 22.16, 'Latency': 19.87}","{'f1': 15.969999999999999, 'latency': 13.240456581115723}"
"{'F1': 12.0, 'Latency': 13.0}","{'f1': 13.513333333333321, 'latency': 14.741401672363281}"
"{'F1': 12.0, 'Latency': 13.0}","{'f1': 90.0, 'latency': 15.694289207458494}"
"{'F1': 12.0, 'Latency': 13.0}","{'f1': 13.466666666666654, 'latency': 9.855060577392578}"
"{'F1': 12.0, 'Latency': 13.0}","{'f1': 24.33, 'latency': 15.540857315063477}"
"{'F1': 24.26, 'Latency': 14.63}","{'f1': 15.713333333333338, 'latency': 9.901394844055176}"
"{'F1': 24.26, 'Latency': 14.63}","{'f1': 13.616666666666674, 'latency': 18.25181484222412}"
"{'F1': 24.26, 'Latency': 14.63}","{'f1': 19.995000000000005, 'latency': 21.90697193145752}"
"{'F1': 24.26, 'Latency': 14.63}","{'f1': 20.439999999999998, 'latency': 13.912715911865234}"
"{'F1': 24.0, 'Latency': 15.5}","{'f1': 90.0, 'latency': 11.464042663574219}"
"{'F1': 24.0, 'Latency': 15.5}","{'f1': 13.716666666666654, 'latency': 15.021405220031738}"
"{'F1': 24.0, 'Latency': 15.5}","{'f1': 19.765, 'latency': 13.957290649414062}"
"{'F1': 24.0, 'Latency': 15.5}","{'f1': 20.335000000000008, 'latency': 13.159031867980957}"
"{'F1': 13.0, 'Latency': 11.5}","{'f1': 13.765, 'latency': 11.487650871276855}"
"{'F1': 13.0, 'Latency': 11.5}","{'f1': 90.0, 'latency': 10.595459938049316}"
"{'F1': 13.0, 'Latency': 11.5}","{'f1': 90.0, 'latency': 15.594658851623535}"
"{'F1': 13.0, 'Latency': 11.5}","{'f1': 11.060000000000002, 'latency': 13.069753646850586}"
"{'F1': 13.29, 'Latency': 10.65}","{'f1': 13.203333333333333, 'latency': 10.671820640563965}"
"{'F1': 13.29, 'Latency': 10.65}","{'f1': 90.0, 'latency': 12.289891242980957}"
"{'F1': 13.29, 'Latency': 10.65}","{'f1': 13.436666666666667, 'latency': 10.647377967834473}"
"{'F1': 13.29, 'Latency': 10.65}","{'f1': 13.459999999999994, 'latency': 11.464896202087402}"
"{'F1': 15.83, 'Latency': 10.65}","{'f1': 15.780000000000001, 'latency': 14.523491859436035}"
"{'F1': 15.83, 'Latency': 10.65}","{'f1': 29.10333333333334, 'latency': 8.994145393371582}"
"{'F1': 15.83, 'Latency': 10.65}","{'f1': 30.74666666666667, 'latency': 13.1290864944458}"
"{'F1': 15.83, 'Latency': 10.65}","{'f1': 90.0, 'latency': 11.486797332763672}"
