surrogate_model_prediction,benchmark_evaluation
"{'F1': 6.13, 'Latency': 29.54}","{'f1': 7.266666666666666, 'latency': 29.846477508544922}"
"{'F1': 6.13, 'Latency': 29.54}","{'f1': 8.769999999999996, 'latency': 28.83382797241211}"
"{'F1': 6.13, 'Latency': 29.54}","{'f1': 7.3799999999999955, 'latency': 28.23197364807129}"
"{'F1': 7.93, 'Latency': 20.8}","{'f1': 7.525000000000006, 'latency': 25.370640754699707}"
"{'F1': 7.93, 'Latency': 20.8}","{'f1': 6.769999999999996, 'latency': 26.40537738800049}"
"{'F1': 7.93, 'Latency': 20.8}","{'f1': 10.400000000000006, 'latency': 26.259117126464844}"
"{'F1': 7.93, 'Latency': 20.8}","{'f1': 7.420000000000002, 'latency': 32.303242683410645}"
"{'F1': 12.89, 'Latency': 23.62}","{'f1': 7.450000000000003, 'latency': 25.616812705993652}"
"{'F1': 12.89, 'Latency': 23.62}","{'f1': 8.525000000000006, 'latency': 30.571155548095703}"
"{'F1': 12.89, 'Latency': 23.62}","{'f1': 6.783333333333346, 'latency': 26.33903980255127}"
"{'F1': 12.89, 'Latency': 23.62}","{'f1': 7.085000000000008, 'latency': 31.165051460266113}"
