surrogate_model_prediction,benchmark_evaluation
"{'F1': 7.5, 'Latency': 24.0}","{'f1': 12.360000000000014, 'latency': 26.684980392456055}"
"{'F1': 7.5, 'Latency': 24.0}","{'f1': 7.930000000000007, 'latency': 25.01016139984131}"
"{'F1': 7.5, 'Latency': 24.0}","{'f1': 6.4199999999999875, 'latency': 26.29415988922119}"
"{'F1': 7.5, 'Latency': 24.0}","{'f1': 8.723333333333315, 'latency': 30.299406051635742}"
"{'F1': 7.5, 'Latency': 24.0}","{'f1': 11.963333333333324, 'latency': 21.181588172912598}"
"{'F1': 7.5, 'Latency': 24.0}","{'f1': 8.310000000000002, 'latency': 25.086421966552734}"
"{'F1': 10.01, 'Latency': 19.62}","{'f1': 8.50666666666666, 'latency': 28.83880615234375}"
"{'F1': 10.01, 'Latency': 19.62}","{'f1': 8.920000000000002, 'latency': 25.860977172851562}"
"{'F1': 10.01, 'Latency': 19.62}","{'f1': 7.833333333333329, 'latency': 28.33014965057373}"
"{'F1': 10.01, 'Latency': 19.62}","{'f1': 7.1699999999999875, 'latency': 36.35491371154785}"
"{'F1': 8.0, 'Latency': 24.0}","{'f1': 17.86666666666666, 'latency': 24.236087799072266}"
"{'F1': 8.0, 'Latency': 24.0}","{'f1': 7.405000000000001, 'latency': 29.592876434326172}"
"{'F1': 8.0, 'Latency': 24.0}","{'f1': 6.99666666666667, 'latency': 31.39471530914307}"
"{'F1': 8.0, 'Latency': 24.0}","{'f1': 7.066666666666677, 'latency': 33.168296813964844}"
"{'F1': 6.74, 'Latency': 24.16}","{'f1': 9.686666666666667, 'latency': 28.463358879089355}"
"{'F1': 6.74, 'Latency': 24.16}","{'f1': 7.079999999999998, 'latency': 29.583401679992676}"
"{'F1': 6.74, 'Latency': 24.16}","{'f1': 7.914999999999992, 'latency': 31.84345245361328}"
"{'F1': 6.74, 'Latency': 24.16}","{'f1': 6.983333333333334, 'latency': 31.972155570983887}"
"{'F1': 7.0, 'Latency': 24.0}","{'f1': 7.523333333333326, 'latency': 26.665725708007812}"
"{'F1': 7.0, 'Latency': 24.0}","{'f1': 17.89, 'latency': 25.974421501159668}"
"{'F1': 7.0, 'Latency': 24.0}","{'f1': 7.305000000000007, 'latency': 31.94737911224365}"
"{'F1': 7.0, 'Latency': 24.0}","{'f1': 12.439999999999998, 'latency': 25.21101951599121}"
"{'F1': 6.74, 'Latency': 24.16}","{'f1': 11.094999999999999, 'latency': 30.784335136413574}"
"{'F1': 6.74, 'Latency': 24.16}","{'f1': 7.094999999999999, 'latency': 25.737037658691406}"
"{'F1': 6.74, 'Latency': 24.16}","{'f1': 8.099999999999994, 'latency': 28.43153953552246}"
"{'F1': 6.74, 'Latency': 24.16}","{'f1': 11.329999999999998, 'latency': 28.919739723205566}"
"{'F1': 6.74, 'Latency': 24.16}","{'f1': 8.10499999999999, 'latency': 24.473261833190918}"
"{'F1': 6.74, 'Latency': 24.16}","{'f1': 7.97999999999999, 'latency': 20.13031005859375}"
"{'F1': 6.74, 'Latency': 24.16}","{'f1': 9.530000000000015, 'latency': 28.538222312927246}"
"{'F1': 6.74, 'Latency': 24.16}","{'f1': 8.760000000000005, 'latency': 26.406164169311523}"
"{'F1': 6.18, 'Latency': 30.12}","{'f1': 7.266666666666666, 'latency': 29.846477508544922}"
"{'F1': 6.18, 'Latency': 30.12}","{'f1': 6.564999999999998, 'latency': 26.38371467590332}"
"{'F1': 6.18, 'Latency': 30.12}","{'f1': 8.125, 'latency': 24.540958404541016}"
"{'F1': 6.18, 'Latency': 30.12}","{'f1': 10.439999999999998, 'latency': 25.01274585723877}"
"{'F1': 20.02, 'Latency': 15.63}","{'f1': 7.490000000000009, 'latency': 24.966626167297363}"
"{'F1': 20.02, 'Latency': 15.63}","{'f1': 8.776666666666657, 'latency': 26.140170097351074}"
"{'F1': 20.02, 'Latency': 15.63}","{'f1': 12.540000000000006, 'latency': 25.32120704650879}"
"{'F1': 20.02, 'Latency': 15.63}","{'f1': 8.025000000000006, 'latency': 26.373562812805176}"
"{'F1': 7.5, 'Latency': 28.5}","{'f1': 13.173333333333332, 'latency': 25.601820945739746}"
"{'F1': 7.5, 'Latency': 28.5}","{'f1': 7.289999999999992, 'latency': 26.43205165863037}"
"{'F1': 7.5, 'Latency': 28.5}","{'f1': 12.950000000000003, 'latency': 25.24242401123047}"
"{'F1': 7.5, 'Latency': 28.5}","{'f1': 11.560000000000002, 'latency': 25.426158905029297}"
"{'F1': 6.42, 'Latency': 26.29}","{'f1': 7.0049999999999955, 'latency': 30.766220092773438}"
"{'F1': 6.42, 'Latency': 26.29}","{'f1': 10.469999999999999, 'latency': 25.03044605255127}"
"{'F1': 6.42, 'Latency': 26.29}","{'f1': 8.236666666666679, 'latency': 26.155529022216797}"
"{'F1': 6.42, 'Latency': 26.29}","{'f1': 9.620000000000005, 'latency': 25.3708553314209}"
"{'F1': 10.53, 'Latency': 21.07}","{'f1': 6.096666666666678, 'latency': 29.381418228149414}"
"{'F1': 10.53, 'Latency': 21.07}","{'f1': 7.939999999999998, 'latency': 29.73881721496582}"
"{'F1': 10.53, 'Latency': 21.07}","{'f1': 9.216666666666683, 'latency': 28.86899471282959}"
"{'F1': 10.53, 'Latency': 21.07}","{'f1': 9.510000000000005, 'latency': 28.29779624938965}"
"{'F1': 7.5, 'Latency': 26.5}","{'f1': 6.859999999999999, 'latency': 26.360979080200195}"
"{'F1': 7.5, 'Latency': 26.5}","{'f1': 9.25333333333333, 'latency': 28.762378692626953}"
"{'F1': 7.5, 'Latency': 26.5}","{'f1': 11.430000000000007, 'latency': 21.748428344726562}"
"{'F1': 7.5, 'Latency': 26.5}","{'f1': 9.069999999999993, 'latency': 25.34092903137207}"
"{'F1': 7.62, 'Latency': 29.7}","{'f1': 8.564999999999998, 'latency': 24.38619613647461}"
"{'F1': 7.62, 'Latency': 29.7}","{'f1': 7.876666666666665, 'latency': 21.8552827835083}"
"{'F1': 7.62, 'Latency': 29.7}","{'f1': 9.193333333333328, 'latency': 27.248945236206055}"
"{'F1': 7.62, 'Latency': 29.7}","{'f1': 7.719999999999985, 'latency': 27.894701957702637}"
