surrogate_model_prediction,benchmark_evaluation
"{'F1': 7.74, 'Latency': 25.6}","{'f1': 8.823333333333338, 'latency': 24.410653114318848}"
"{'F1': 8.76, 'Latency': 21.8}","{'f1': 10.980000000000004, 'latency': 25.35658359527588}"
"{'F1': 10.47, 'Latency': 25.03}","{'f1': 8.079999999999998, 'latency': 25.10845184326172}"
"{'F1': 6.13, 'Latency': 29.54}","{'f1': 6.319999999999993, 'latency': 27.656641006469727}"
"{'F1': 8.86, 'Latency': 24.98}","{'f1': 8.090000000000018, 'latency': 26.595945358276367}"
"{'F1': 6.13, 'Latency': 29.54}","{'f1': 6.6566666666666805, 'latency': 29.541592597961426}"
"{'F1': 8.7, 'Latency': 21.96}","{'f1': 7.606666666666669, 'latency': 26.699848175048828}"
"{'F1': 7.61, 'Latency': 26.7}","{'f1': 6.930000000000007, 'latency': 27.133536338806152}"
"{'F1': 5.91, 'Latency': 29.67}","{'f1': 7.079999999999998, 'latency': 29.583401679992676}"
"{'F1': 10.2, 'Latency': 31.47}","{'f1': 8.409999999999997, 'latency': 31.09673500061035}"
"{'F1': 12.89, 'Latency': 25.41}","{'f1': 8.040000000000006, 'latency': 25.05713939666748}"
"{'F1': 5.91, 'Latency': 29.67}","{'f1': 7.193333333333328, 'latency': 27.30729103088379}"
"{'F1': 9.57, 'Latency': 26.11}","{'f1': 6.564999999999998, 'latency': 26.38371467590332}"
"{'F1': 6.77, 'Latency': 25.1}","{'f1': 6.939999999999998, 'latency': 25.43132781982422}"
"{'F1': 10.2, 'Latency': 31.47}","{'f1': 9.615000000000009, 'latency': 30.60701847076416}"
"{'F1': 6.25, 'Latency': 28.03}","{'f1': 6.175000000000011, 'latency': 27.39851474761963}"
"{'F1': 6.56, 'Latency': 26.38}","{'f1': 7.299999999999997, 'latency': 27.04887866973877}"
"{'F1': 7.79, 'Latency': 23.95}","{'f1': 10.456666666666663, 'latency': 21.6365909576416}"
"{'F1': 8.83, 'Latency': 24.03}","{'f1': 19.970000000000013, 'latency': 22.072901725769043}"
"{'F1': 6.77, 'Latency': 25.1}","{'f1': 7.795000000000002, 'latency': 25.34745216369629}"
"{'F1': 12.18, 'Latency': 19.82}","{'f1': 8.549999999999997, 'latency': 21.839022636413574}"
"{'F1': 8.7, 'Latency': 21.72}","{'f1': 12.623333333333335, 'latency': 24.688196182250977}"
"{'F1': 6.32, 'Latency': 27.66}","{'f1': 10.400000000000006, 'latency': 26.259117126464844}"
"{'F1': 11.37, 'Latency': 26.05}","{'f1': 11.745000000000005, 'latency': 26.110739707946777}"
"{'F1': 6.13, 'Latency': 29.54}","{'f1': 7.765000000000001, 'latency': 25.307254791259766}"
"{'F1': 9.24, 'Latency': 30.86}","{'f1': 12.203333333333333, 'latency': 25.07866382598877}"
"{'F1': 9.24, 'Latency': 30.86}","{'f1': 9.715000000000003, 'latency': 30.867938995361328}"
"{'F1': 8.41, 'Latency': 31.1}","{'f1': 11.36, 'latency': 25.024738311767578}"
"{'F1': 6.56, 'Latency': 26.38}","{'f1': 7.773333333333326, 'latency': 27.164363861083984}"
"{'F1': 7.5, 'Latency': 26.5}","{'f1': 6.789999999999992, 'latency': 26.53803825378418}"
"{'F1': 9.72, 'Latency': 30.87}","{'f1': 8.576666666666668, 'latency': 31.065030097961426}"
"{'F1': 8.7, 'Latency': 21.72}","{'f1': 10.039999999999992, 'latency': 21.935081481933594}"
"{'F1': 6.56, 'Latency': 26.38}","{'f1': 8.590000000000003, 'latency': 21.685333251953125}"
"{'F1': 6.94, 'Latency': 25.43}","{'f1': 8.713333333333324, 'latency': 22.197489738464355}"
"{'F1': 8.7, 'Latency': 24.55}","{'f1': 9.873333333333335, 'latency': 26.028966903686523}"
"{'F1': 8.7, 'Latency': 21.72}","{'f1': 7.280000000000015, 'latency': 24.587221145629883}"
"{'F1': 6.56, 'Latency': 26.38}","{'f1': 6.949999999999989, 'latency': 27.73428440093994}"
"{'F1': 6.94, 'Latency': 29.58}","{'f1': 7.034999999999997, 'latency': 29.612274169921875}"
"{'F1': 9.22, 'Latency': 28.87}","{'f1': 9.280000000000001, 'latency': 25.242996215820312}"
"{'F1': 7.49, 'Latency': 24.97}","{'f1': 7.734999999999999, 'latency': 25.36412239074707}"
"{'F1': 6.13, 'Latency': 29.54}","{'f1': 7.664999999999992, 'latency': 27.062740325927734}"
"{'F1': 6.25, 'Latency': 30.07}","{'f1': 6.383333333333326, 'latency': 31.025705337524414}"
"{'F1': 6.9, 'Latency': 27.27}","{'f1': 6.8700000000000045, 'latency': 26.792821884155273}"
"{'F1': 6.74, 'Latency': 27.5}","{'f1': 6.810000000000002, 'latency': 30.14057159423828}"
"{'F1': 6.5, 'Latency': 27.5}","{'f1': 7.3233333333333235, 'latency': 30.394415855407715}"
"{'F1': 8.83, 'Latency': 26.53}","{'f1': 8.670000000000002, 'latency': 25.45229434967041}"
"{'F1': 9.62, 'Latency': 30.61}","{'f1': 10.069999999999993, 'latency': 26.067075729370117}"
"{'F1': 7.79, 'Latency': 23.95}","{'f1': 7.109999999999999, 'latency': 27.339024543762207}"
"{'F1': 5.91, 'Latency': 29.67}","{'f1': 7.260000000000005, 'latency': 30.550622940063477}"
"{'F1': 6.38, 'Latency': 31.03}","{'f1': 9.995000000000005, 'latency': 30.79031467437744}"
"{'F1': 7.79, 'Latency': 23.95}","{'f1': 7.555000000000007, 'latency': 25.337767601013184}"
"{'F1': 7.59, 'Latency': 25.03}","{'f1': 8.125, 'latency': 24.540958404541016}"
"{'F1': 10.2, 'Latency': 31.47}","{'f1': 10.735, 'latency': 28.708267211914062}"
"{'F1': 7.32, 'Latency': 30.39}","{'f1': 8.683333333333337, 'latency': 25.885229110717773}"
"{'F1': 8.83, 'Latency': 24.03}","{'f1': 19.91666666666667, 'latency': 21.886272430419922}"
"{'F1': 11.37, 'Latency': 26.05}","{'f1': 20.760000000000005, 'latency': 26.494603157043457}"
