surrogate_model_prediction,benchmark_evaluation
"{'F1': 6.86, 'Latency': 26.36}","{'f1': 6.810000000000002, 'latency': 30.14057159423828}"
"{'F1': 7.27, 'Latency': 29.85}","{'f1': 9.25, 'latency': 28.56217861175537}"
"{'F1': 6.5, 'Latency': 30.0}","{'f1': 7.069999999999993, 'latency': 29.660396575927734}"
"{'F1': 7.03, 'Latency': 29.73}","{'f1': 7.469999999999999, 'latency': 26.345419883728027}"
"{'F1': 6.25, 'Latency': 30.07}","{'f1': 7.426666666666662, 'latency': 31.895017623901367}"
"{'F1': 6.36, 'Latency': 29.93}","{'f1': 7.015000000000001, 'latency': 30.124387741088867}"
"{'F1': 6.74, 'Latency': 24.16}","{'f1': 10.469999999999999, 'latency': 25.03044605255127}"
"{'F1': 6.36, 'Latency': 29.93}","{'f1': 6.319999999999993, 'latency': 27.656641006469727}"
"{'F1': 6.4, 'Latency': 22.65}","{'f1': 7.683333333333337, 'latency': 27.383451461791992}"
"{'F1': 6.86, 'Latency': 26.36}","{'f1': 6.789999999999992, 'latency': 26.53803825378418}"
"{'F1': 6.56, 'Latency': 26.38}","{'f1': 7.299999999999997, 'latency': 27.04887866973877}"
"{'F1': 9.62, 'Latency': 30.61}","{'f1': 10.379999999999995, 'latency': 30.58450222015381}"
"{'F1': 7.8, 'Latency': 24.71}","{'f1': 7.019999999999996, 'latency': 26.137847900390625}"
"{'F1': 10.9, 'Latency': 20.81}","{'f1': 8.956666666666663, 'latency': 26.241250038146973}"
"{'F1': 7.02, 'Latency': 27.16}","{'f1': 7.7933333333333366, 'latency': 27.135038375854492}"
"{'F1': 9.53, 'Latency': 28.54}","{'f1': 9.510000000000005, 'latency': 28.29779624938965}"
"{'F1': 12.55, 'Latency': 18.96}","{'f1': 7.074999999999989, 'latency': 29.86060619354248}"
"{'F1': 5.91, 'Latency': 29.67}","{'f1': 7.193333333333328, 'latency': 27.30729103088379}"
"{'F1': 5.91, 'Latency': 29.67}","{'f1': 7.384999999999991, 'latency': 29.638800621032715}"
"{'F1': 7.68, 'Latency': 27.38}","{'f1': 8.670000000000002, 'latency': 25.45229434967041}"
"{'F1': 7.27, 'Latency': 29.85}","{'f1': 6.686666666666667, 'latency': 25.74395179748535}"
"{'F1': 10.98, 'Latency': 24.42}","{'f1': 10.370000000000005, 'latency': 21.856589317321777}"
"{'F1': 12.55, 'Latency': 18.96}","{'f1': 19.970000000000013, 'latency': 22.072901725769043}"
"{'F1': 9.25, 'Latency': 28.56}","{'f1': 21.034999999999997, 'latency': 26.834640502929688}"
"{'F1': 8.96, 'Latency': 26.24}","{'f1': 9.833333333333329, 'latency': 28.68767738342285}"
"{'F1': 6.81, 'Latency': 30.14}","{'f1': 10.400000000000006, 'latency': 26.259117126464844}"
"{'F1': 5.91, 'Latency': 29.67}","{'f1': 6.096666666666678, 'latency': 29.381418228149414}"
"{'F1': 6.98, 'Latency': 29.97}","{'f1': 7.435000000000002, 'latency': 31.46233558654785}"
"{'F1': 9.83, 'Latency': 28.69}","{'f1': 6.5166666666666515, 'latency': 26.64536476135254}"
"{'F1': 5.91, 'Latency': 29.67}","{'f1': 6.6566666666666805, 'latency': 29.541592597961426}"
"{'F1': 10.47, 'Latency': 25.03}","{'f1': 6.155000000000001, 'latency': 25.652437210083008}"
"{'F1': 7.43, 'Latency': 31.9}","{'f1': 6.383333333333326, 'latency': 31.025705337524414}"
"{'F1': 10.38, 'Latency': 30.58}","{'f1': 8.614999999999995, 'latency': 27.33607292175293}"
"{'F1': 6.86, 'Latency': 30.08}","{'f1': 7.239999999999995, 'latency': 29.525790214538574}"
"{'F1': 9.53, 'Latency': 28.54}","{'f1': 12.840000000000003, 'latency': 25.28409481048584}"
"{'F1': 7.44, 'Latency': 31.46}","{'f1': 6.743333333333339, 'latency': 27.50401496887207}"
"{'F1': 5.91, 'Latency': 29.67}","{'f1': 7.265000000000001, 'latency': 31.049160957336426}"
