surrogate_model_prediction,benchmark_evaluation
"{'F1': 6.56, 'Latency': 26.38}","{'f1': 6.789999999999992, 'latency': 26.53803825378418}"
"{'F1': 7.27, 'Latency': 27.31}","{'f1': 6.939999999999998, 'latency': 25.43132781982422}"
"{'F1': 7.74, 'Latency': 25.36}","{'f1': 9.216666666666683, 'latency': 28.86899471282959}"
"{'F1': 7.28, 'Latency': 24.59}","{'f1': 9.616666666666674, 'latency': 28.60227108001709}"
"{'F1': 6.94, 'Latency': 25.43}","{'f1': 7.099999999999994, 'latency': 25.87271213531494}"
"{'F1': 6.94, 'Latency': 25.43}","{'f1': 8.444999999999993, 'latency': 28.217668533325195}"
"{'F1': 12.29, 'Latency': 21.25}","{'f1': 11.060000000000002, 'latency': 21.80471420288086}"
"{'F1': 7.5, 'Latency': 24.5}","{'f1': 7.6499999999999915, 'latency': 26.959176063537598}"
"{'F1': 7.34, 'Latency': 26.0}","{'f1': 6.960000000000008, 'latency': 30.232057571411133}"
"{'F1': 10.47, 'Latency': 25.03}","{'f1': 10.980000000000004, 'latency': 25.35658359527588}"
"{'F1': 8.5, 'Latency': 26.5}","{'f1': 8.706666666666663, 'latency': 21.910476684570312}"
"{'F1': 9.78, 'Latency': 24.55}","{'f1': 9.663333333333341, 'latency': 26.169028282165527}"
"{'F1': 8.81, 'Latency': 24.18}","{'f1': 7.65000000000002, 'latency': 24.264826774597168}"
"{'F1': 6.05, 'Latency': 27.19}","{'f1': 20.760000000000005, 'latency': 26.494603157043457}"
"{'F1': 6.56, 'Latency': 26.38}","{'f1': 8.373333333333335, 'latency': 30.79887866973877}"
"{'F1': 7.2, 'Latency': 25.5}","{'f1': 10.900000000000006, 'latency': 24.57249164581299}"
"{'F1': 7.52, 'Latency': 26.67}","{'f1': 7.435000000000002, 'latency': 31.46233558654785}"
"{'F1': 7.19, 'Latency': 29.9}","{'f1': 9.663333333333341, 'latency': 26.468658447265625}"
"{'F1': 9.53, 'Latency': 28.54}","{'f1': 9.715000000000003, 'latency': 28.31892967224121}"
"{'F1': 8.64, 'Latency': 24.69}","{'f1': 21.034999999999997, 'latency': 26.834640502929688}"
"{'F1': 8.71, 'Latency': 21.91}","{'f1': 7.699999999999989, 'latency': 27.549571990966797}"
"{'F1': 5.91, 'Latency': 29.67}","{'f1': 7.796666666666681, 'latency': 24.71137046813965}"
"{'F1': 9.53, 'Latency': 28.54}","{'f1': 9.409999999999997, 'latency': 28.8253116607666}"
"{'F1': 6.05, 'Latency': 27.19}","{'f1': 11.11, 'latency': 25.912222862243652}"
"{'F1': 9.22, 'Latency': 28.87}","{'f1': 7.074999999999989, 'latency': 29.86060619354248}"
"{'F1': 6.56, 'Latency': 26.38}","{'f1': 6.900000000000006, 'latency': 27.266545295715332}"
"{'F1': 7.8, 'Latency': 24.71}","{'f1': 6.1299999999999955, 'latency': 29.54442024230957}"
"{'F1': 8.96, 'Latency': 28.54}","{'f1': 10.199999999999989, 'latency': 31.471824645996094}"
"{'F1': 6.05, 'Latency': 27.19}","{'f1': 10.39, 'latency': 25.193519592285156}"
"{'F1': 7.34, 'Latency': 26.0}","{'f1': 10.200000000000003, 'latency': 25.550050735473633}"
"{'F1': 7.1, 'Latency': 29.67}","{'f1': 11.329999999999998, 'latency': 28.919739723205566}"
"{'F1': 9.41, 'Latency': 28.83}","{'f1': 12.540000000000006, 'latency': 25.32120704650879}"
"{'F1': 7.0, 'Latency': 25.0}","{'f1': 7.4466666666666725, 'latency': 25.174813270568848}"
"{'F1': 7.7, 'Latency': 27.55}","{'f1': 7.650000000000006, 'latency': 24.457364082336426}"
"{'F1': 6.05, 'Latency': 27.19}","{'f1': 6.8033333333333275, 'latency': 27.85405158996582}"
"{'F1': 5.91, 'Latency': 29.67}","{'f1': 8.10499999999999, 'latency': 24.473261833190918}"
"{'F1': 8.7, 'Latency': 26.75}","{'f1': 8.670000000000002, 'latency': 25.45229434967041}"
"{'F1': 7.28, 'Latency': 24.59}","{'f1': 12.74666666666667, 'latency': 25.319409370422363}"
"{'F1': 9.62, 'Latency': 28.6}","{'f1': 12.203333333333333, 'latency': 25.07866382598877}"
"{'F1': 6.94, 'Latency': 25.43}","{'f1': 7.923333333333332, 'latency': 21.854248046875}"
"{'F1': 7.92, 'Latency': 21.85}","{'f1': 9.310000000000002, 'latency': 25.434365272521973}"
"{'F1': 7.65, 'Latency': 24.26}","{'f1': 7.659999999999997, 'latency': 24.646553993225098}"
"{'F1': 11.06, 'Latency': 21.8}","{'f1': 11.370000000000005, 'latency': 26.048126220703125}"
"{'F1': 6.05, 'Latency': 27.19}","{'f1': 6.77000000000001, 'latency': 25.101351737976074}"
"{'F1': 9.31, 'Latency': 25.43}","{'f1': 8.730000000000004, 'latency': 28.417468070983887}"
"{'F1': 6.9, 'Latency': 27.27}","{'f1': 6.096666666666678, 'latency': 29.381418228149414}"
"{'F1': 6.74, 'Latency': 25.36}","{'f1': 7.289999999999992, 'latency': 26.43205165863037}"
"{'F1': 20.76, 'Latency': 26.49}","{'f1': 7.310000000000002, 'latency': 29.75346565246582}"
"{'F1': 11.06, 'Latency': 21.8}","{'f1': 9.239999999999995, 'latency': 30.85841655731201}"
"{'F1': 7.92, 'Latency': 24.27}","{'f1': 7.519999999999996, 'latency': 24.23518180847168}"
"{'F1': 6.05, 'Latency': 27.19}","{'f1': 7.833333333333329, 'latency': 27.63390064239502}"
"{'F1': 10.39, 'Latency': 25.19}","{'f1': 6.930000000000007, 'latency': 27.133536338806152}"
"{'F1': 12.75, 'Latency': 25.32}","{'f1': 10.379999999999995, 'latency': 22.255654335021973}"
"{'F1': 7.25, 'Latency': 30.04}","{'f1': 7.7933333333333366, 'latency': 27.135038375854492}"
"{'F1': 7.25, 'Latency': 30.04}","{'f1': 7.069999999999993, 'latency': 29.660396575927734}"
"{'F1': 12.62, 'Latency': 25.21}","{'f1': 8.129999999999995, 'latency': 30.40107250213623}"
"{'F1': 9.78, 'Latency': 24.55}","{'f1': 7.916666666666671, 'latency': 26.705760955810547}"
"{'F1': 12.75, 'Latency': 25.32}","{'f1': 12.950000000000003, 'latency': 25.24242401123047}"
"{'F1': 10.98, 'Latency': 25.36}","{'f1': 10.126666666666665, 'latency': 25.944457054138184}"
"{'F1': 7.92, 'Latency': 24.36}","{'f1': 10.980000000000004, 'latency': 24.418163299560547}"
"{'F1': 7.07, 'Latency': 29.66}","{'f1': 6.319999999999993, 'latency': 27.656641006469727}"
"{'F1': 9.24, 'Latency': 30.86}","{'f1': 8.409999999999997, 'latency': 31.09673500061035}"
