candidate_points,best_candidate,best_candidate_index
"[{'x0': 0.2, 'x1': 0.15, 'x2': 0.1, 'x3': 0.05, 'x4': 0.2, 'x5': 0.1, 'x6': 0.15, 'x7': 0.2, 'x8': 0.1, 'x9': 0.05}, {'x0': 0.01, 'x1': 0.01, 'x2': 0.01, 'x3': 0.01, 'x4': 0.01, 'x5': 0.01, 'x6': 0.01, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.02, 'x1': 0.03, 'x2': 0.04, 'x3': 0.01, 'x4': 0.02, 'x5': 0.01, 'x6': 0.03, 'x7': 0.02, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.15, 'x1': 0.1, 'x2': 0.05, 'x3': 0.1, 'x4': 0.08, 'x5': 0.07, 'x6': 0.06, 'x7': 0.04, 'x8': 0.03, 'x9': 0.02}, {'x0': 0.03, 'x1': 0.04, 'x2': 0.05, 'x3': 0.06, 'x4': 0.07, 'x5': 0.08, 'x6': 0.09, 'x7': 0.1, 'x8': 0.11, 'x9': 0.12}]","{'x0': 0.01, 'x1': 0.01, 'x2': 0.01, 'x3': 0.01, 'x4': 0.01, 'x5': 0.01, 'x6': 0.01, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}",1
"[{'x0': 0.4, 'x1': 0.42, 'x2': 0.44, 'x3': 0.46, 'x4': 0.48, 'x5': 0.5, 'x6': 0.52, 'x7': 0.54, 'x8': 0.56, 'x9': 0.58}, {'x0': 0.7, 'x1': 0.72, 'x2': 0.74, 'x3': 0.76, 'x4': 0.78, 'x5': 0.8, 'x6': 0.82, 'x7': 0.84, 'x8': 0.86, 'x9': 0.88}, {'x0': 0.9, 'x1': 0.91, 'x2': 0.92, 'x3': 0.93, 'x4': 0.94, 'x5': 0.95, 'x6': 0.96, 'x7': 0.97, 'x8': 0.98, 'x9': 0.99}, {'x0': 0.03, 'x1': 0.04, 'x2': 0.05, 'x3': 0.06, 'x4': 0.07, 'x5': 0.08, 'x6': 0.09, 'x7': 0.1, 'x8': 0.11, 'x9': 0.12}, {'x0': 0.15, 'x1': 0.18, 'x2': 0.2, 'x3': 0.22, 'x4': 0.24, 'x5': 0.26, 'x6': 0.28, 'x7': 0.3, 'x8': 0.32, 'x9': 0.34}]","{'x0': 0.4, 'x1': 0.42, 'x2': 0.44, 'x3': 0.46, 'x4': 0.48, 'x5': 0.5, 'x6': 0.52, 'x7': 0.54, 'x8': 0.56, 'x9': 0.58}",0
"[{'x0': 0.33, 'x1': 0.45, 'x2': 0.29, 'x3': 0.21, 'x4': 0.37, 'x5': 0.23, 'x6': 0.48, 'x7': 0.12, 'x8': 0.19, 'x9': 0.14}, {'x0': 0.08, 'x1': 0.12, 'x2': 0.2, 'x3': 0.26, 'x4': 0.17, 'x5': 0.14, 'x6': 0.22, 'x7': 0.03, 'x8': 0.07, 'x9': 0.05}, {'x0': 0.09, 'x1': 0.11, 'x2': 0.13, 'x3': 0.15, 'x4': 0.17, 'x5': 0.19, 'x6': 0.21, 'x7': 0.23, 'x8': 0.25, 'x9': 0.27}, {'x0': 0.4, 'x1': 0.5, 'x2': 0.21, 'x3': 0.15, 'x4': 0.29, 'x5': 0.35, 'x6': 0.18, 'x7': 0.27, 'x8': 0.22, 'x9': 0.12}, {'x0': 0.27, 'x1': 0.34, 'x2': 0.25, 'x3': 0.38, 'x4': 0.31, 'x5': 0.29, 'x6': 0.33, 'x7': 0.24, 'x8': 0.15, 'x9': 0.18}]","{'x0': 0.33, 'x1': 0.45, 'x2': 0.29, 'x3': 0.21, 'x4': 0.37, 'x5': 0.23, 'x6': 0.48, 'x7': 0.12, 'x8': 0.19, 'x9': 0.14}",0
"[{'x0': 0.15, 'x1': 0.03, 'x2': 0.05, 'x3': 0.07, 'x4': 0.02, 'x5': 0.04, 'x6': 0.03, 'x7': 0.06, 'x8': 0.02, 'x9': 0.01}, {'x0': 0.4, 'x1': 0.4, 'x2': 0.4, 'x3': 0.4, 'x4': 0.4, 'x5': 0.4, 'x6': 0.4, 'x7': 0.4, 'x8': 0.4, 'x9': 0.4}, {'x0': 0.02, 'x1': 0.01, 'x2': 0.01, 'x3': 0.02, 'x4': 0.01, 'x5': 0.01, 'x6': 0.01, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.3, 'x1': 0.1, 'x2': 0.1, 'x3': 0.1, 'x4': 0.1, 'x5': 0.1, 'x6': 0.1, 'x7': 0.1, 'x8': 0.1, 'x9': 0.1}, {'x0': 0.33, 'x1': 0.25, 'x2': 0.2, 'x3': 0.2, 'x4': 0.2, 'x5': 0.2, 'x6': 0.25, 'x7': 0.2, 'x8': 0.2, 'x9': 0.2}]","{'x0': 0.02, 'x1': 0.01, 'x2': 0.01, 'x3': 0.02, 'x4': 0.01, 'x5': 0.01, 'x6': 0.01, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}",2
"[{'x0': 0.3, 'x1': 0.4, 'x2': 0.2, 'x3': 0.15, 'x4': 0.1, 'x5': 0.25, 'x6': 0.35, 'x7': 0.3, 'x8': 0.1, 'x9': 0.05}, {'x0': 0.05, 'x1': 0.1, 'x2': 0.15, 'x3': 0.2, 'x4': 0.25, 'x5': 0.1, 'x6': 0.3, 'x7': 0.4, 'x8': 0.2, 'x9': 0.02}, {'x0': 0.4, 'x1': 0.5, 'x2': 0.45, 'x3': 0.3, 'x4': 0.2, 'x5': 0.25, 'x6': 0.4, 'x7': 0.1, 'x8': 0.15, 'x9': 0.05}, {'x0': 0.22, 'x1': 0.27, 'x2': 0.33, 'x3': 0.12, 'x4': 0.19, 'x5': 0.15, 'x6': 0.24, 'x7': 0.29, 'x8': 0.08, 'x9': 0.04}, {'x0': 0.12, 'x1': 0.15, 'x2': 0.25, 'x3': 0.18, 'x4': 0.35, 'x5': 0.07, 'x6': 0.4, 'x7': 0.3, 'x8': 0.1, 'x9': 0.06}]","{'x0': 0.3, 'x1': 0.4, 'x2': 0.2, 'x3': 0.15, 'x4': 0.1, 'x5': 0.25, 'x6': 0.35, 'x7': 0.3, 'x8': 0.1, 'x9': 0.05}",0
"[{'x0': 0.75, 'x1': 0.65, 'x2': 0.55, 'x3': 0.45, 'x4': 0.35, 'x5': 0.25, 'x6': 0.15, 'x7': 0.05, 'x8': 0.1, 'x9': 0.2}, {'x0': 0.6, 'x1': 0.4, 'x2': 0.2, 'x3': 0.1, 'x4': 0.3, 'x5': 0.25, 'x6': 0.5, 'x7': 0.4, 'x8': 0.3, 'x9': 0.05}, {'x0': 0.55, 'x1': 0.2, 'x2': 0.1, 'x3': 0.3, 'x4': 0.4, 'x5': 0.35, 'x6': 0.5, 'x7': 0.7, 'x8': 0.2, 'x9': 0.1}, {'x0': 0.25, 'x1': 0.3, 'x2': 0.35, 'x3': 0.4, 'x4': 0.5, 'x5': 0.2, 'x6': 0.15, 'x7': 0.6, 'x8': 0.1, 'x9': 0.05}, {'x0': 0.4, 'x1': 0.5, 'x2': 0.3, 'x3': 0.1, 'x4': 0.2, 'x5': 0.4, 'x6': 0.6, 'x7': 0.5, 'x8': 0.3, 'x9': 0.2}]","{'x0': 0.75, 'x1': 0.65, 'x2': 0.55, 'x3': 0.45, 'x4': 0.35, 'x5': 0.25, 'x6': 0.15, 'x7': 0.05, 'x8': 0.1, 'x9': 0.2}",0
"[{'x0': 0.14, 'x1': 0.12, 'x2': 0.09, 'x3': 0.08, 'x4': 0.07, 'x5': 0.06, 'x6': 0.05, 'x7': 0.04, 'x8': 0.03, 'x9': 0.02}, {'x0': 0.15, 'x1': 0.1, 'x2': 0.2, 'x3': 0.2, 'x4': 0.2, 'x5': 0.2, 'x6': 0.2, 'x7': 0.2, 'x8': 0.2, 'x9': 0.2}, {'x0': 0.05, 'x1': 0.01, 'x2': 0.02, 'x3': 0.02, 'x4': 0.03, 'x5': 0.01, 'x6': 0.01, 'x7': 0.01, 'x8': 0.02, 'x9': 0.01}, {'x0': 0.2, 'x1': 0.1, 'x2': 0.2, 'x3': 0.1, 'x4': 0.1, 'x5': 0.1, 'x6': 0.1, 'x7': 0.1, 'x8': 0.1, 'x9': 0.1}, {'x0': 0.12, 'x1': 0.03, 'x2': 0.04, 'x3': 0.01, 'x4': 0.01, 'x5': 0.02, 'x6': 0.02, 'x7': 0.03, 'x8': 0.01, 'x9': 0.01}]","{'x0': 0.05, 'x1': 0.01, 'x2': 0.02, 'x3': 0.02, 'x4': 0.03, 'x5': 0.01, 'x6': 0.01, 'x7': 0.01, 'x8': 0.02, 'x9': 0.01}",2
"[{'x0': 0.2, 'x1': 0.3, 'x2': 0.4, 'x3': 0.5, 'x4': 0.6, 'x5': 0.7, 'x6': 0.8, 'x7': 0.9, 'x8': 0.1, 'x9': 0.15}, {'x0': 0.9, 'x1': 0.8, 'x2': 0.7, 'x3': 0.6, 'x4': 0.5, 'x5': 0.4, 'x6': 0.3, 'x7': 0.2, 'x8': 0.1, 'x9': 0.0}, {'x0': 0.15, 'x1': 0.25, 'x2': 0.35, 'x3': 0.45, 'x4': 0.55, 'x5': 0.65, 'x6': 0.75, 'x7': 0.85, 'x8': 0.95, 'x9': 0.05}, {'x0': 0.4, 'x1': 0.5, 'x2': 0.6, 'x3': 0.1, 'x4': 0.2, 'x5': 0.3, 'x6': 0.4, 'x7': 0.5, 'x8': 0.6, 'x9': 0.7}, {'x0': 0.05, 'x1': 0.1, 'x2': 0.15, 'x3': 0.2, 'x4': 0.25, 'x5': 0.3, 'x6': 0.35, 'x7': 0.4, 'x8': 0.45, 'x9': 0.5}]","{'x0': 0.05, 'x1': 0.1, 'x2': 0.15, 'x3': 0.2, 'x4': 0.25, 'x5': 0.3, 'x6': 0.35, 'x7': 0.4, 'x8': 0.45, 'x9': 0.5}",4
"[{'x0': 0.31, 'x1': 0.41, 'x2': 0.51, 'x3': 0.61, 'x4': 0.71, 'x5': 0.81, 'x6': 0.91, 'x7': 0.01, 'x8': 0.11, 'x9': 0.21}, {'x0': 0.04, 'x1': 0.09, 'x2': 0.03, 'x3': 0.07, 'x4': 0.02, 'x5': 0.06, 'x6': 0.08, 'x7': 0.03, 'x8': 0.05, 'x9': 0.01}, {'x0': 0.02, 'x1': 0.03, 'x2': 0.01, 'x3': 0.01, 'x4': 0.02, 'x5': 0.01, 'x6': 0.03, 'x7': 0.02, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.1, 'x1': 0.12, 'x2': 0.14, 'x3': 0.16, 'x4': 0.18, 'x5': 0.2, 'x6': 0.22, 'x7': 0.24, 'x8': 0.26, 'x9': 0.28}, {'x0': 0.05, 'x1': 0.1, 'x2': 0.15, 'x3': 0.2, 'x4': 0.25, 'x5': 0.3, 'x6': 0.35, 'x7': 0.4, 'x8': 0.45, 'x9': 0.55}]","{'x0': 0.04, 'x1': 0.09, 'x2': 0.03, 'x3': 0.07, 'x4': 0.02, 'x5': 0.06, 'x6': 0.08, 'x7': 0.03, 'x8': 0.05, 'x9': 0.01}",1
"[{'x0': 0.3, 'x1': 0.25, 'x2': 0.1, 'x3': 0.05, 'x4': 0.2, 'x5': 0.15, 'x6': 0.4, 'x7': 0.3, 'x8': 0.45, 'x9': 0.2}, {'x0': 0.6, 'x1': 0.4, 'x2': 0.7, 'x3': 0.8, 'x4': 0.2, 'x5': 0.1, 'x6': 0.3, 'x7': 0.25, 'x8': 0.15, 'x9': 0.05}, {'x0': 0.12, 'x1': 0.15, 'x2': 0.18, 'x3': 0.04, 'x4': 0.22, 'x5': 0.07, 'x6': 0.06, 'x7': 0.09, 'x8': 0.03, 'x9': 0.01}, {'x0': 0.05, 'x1': 0.02, 'x2': 0.04, 'x3': 0.06, 'x4': 0.08, 'x5': 0.1, 'x6': 0.12, 'x7': 0.14, 'x8': 0.16, 'x9': 0.18}, {'x0': 0.4, 'x1': 0.3, 'x2': 0.2, 'x3': 0.1, 'x4': 0.8, 'x5': 0.9, 'x6': 0.7, 'x7': 0.6, 'x8': 0.5, 'x9': 0.4}]","{'x0': 0.3, 'x1': 0.25, 'x2': 0.1, 'x3': 0.05, 'x4': 0.2, 'x5': 0.15, 'x6': 0.4, 'x7': 0.3, 'x8': 0.45, 'x9': 0.2}",0
"[{'x0': 0.02, 'x1': 0.04, 'x2': 0.02, 'x3': 0.03, 'x4': 0.03, 'x5': 0.04, 'x6': 0.02, 'x7': 0.03, 'x8': 0.02, 'x9': 0.02}, {'x0': 0.02, 'x1': 0.02, 'x2': 0.01, 'x3': 0.01, 'x4': 0.02, 'x5': 0.01, 'x6': 0.01, 'x7': 0.01, 'x8': 0.02, 'x9': 0.01}, {'x0': 0.03, 'x1': 0.03, 'x2': 0.03, 'x3': 0.03, 'x4': 0.03, 'x5': 0.03, 'x6': 0.03, 'x7': 0.03, 'x8': 0.04, 'x9': 0.03}, {'x0': 0.04, 'x1': 0.03, 'x2': 0.02, 'x3': 0.01, 'x4': 0.01, 'x5': 0.02, 'x6': 0.01, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.01, 'x1': 0.05, 'x2': 0.05, 'x3': 0.05, 'x4': 0.05, 'x5': 0.05, 'x6': 0.05, 'x7': 0.05, 'x8': 0.05, 'x9': 0.05}]","{'x0': 0.02, 'x1': 0.04, 'x2': 0.02, 'x3': 0.03, 'x4': 0.03, 'x5': 0.04, 'x6': 0.02, 'x7': 0.03, 'x8': 0.02, 'x9': 0.02}",0
"[{'x0': 0.04, 'x1': 0.05, 'x2': 0.05, 'x3': 0.06, 'x4': 0.07, 'x5': 0.08, 'x6': 0.09, 'x7': 0.1, 'x8': 0.1, 'x9': 0.1}, {'x0': 0.2, 'x1': 0.18, 'x2': 0.16, 'x3': 0.14, 'x4': 0.12, 'x5': 0.1, 'x6': 0.08, 'x7': 0.06, 'x8': 0.04, 'x9': 0.02}, {'x0': 0.01, 'x1': 0.1, 'x2': 0.15, 'x3': 0.2, 'x4': 0.25, 'x5': 0.3, 'x6': 0.35, 'x7': 0.4, 'x8': 0.45, 'x9': 0.5}, {'x0': 0.08, 'x1': 0.1, 'x2': 0.12, 'x3': 0.14, 'x4': 0.16, 'x5': 0.18, 'x6': 0.2, 'x7': 0.22, 'x8': 0.24, 'x9': 0.26}, {'x0': 0.03, 'x1': 0.03, 'x2': 0.04, 'x3': 0.02, 'x4': 0.03, 'x5': 0.02, 'x6': 0.01, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}]","{'x0': 0.04, 'x1': 0.05, 'x2': 0.05, 'x3': 0.06, 'x4': 0.07, 'x5': 0.08, 'x6': 0.09, 'x7': 0.1, 'x8': 0.1, 'x9': 0.1}",0
