candidate_points,best_candidate,best_candidate_index
"[{'x0': 0.33, 'x1': 0.42, 'x2': 0.51, 'x3': 0.6, 'x4': 0.69, 'x5': 0.78, 'x6': 0.87, 'x7': 0.96, 'x8': 0.05, 'x9': 0.14}, {'x0': 0.12, 'x1': 0.15, 'x2': 0.18, 'x3': 0.22, 'x4': 0.26, 'x5': 0.3, 'x6': 0.34, 'x7': 0.38, 'x8': 0.42, 'x9': 0.46}, {'x0': 0.15, 'x1': 0.25, 'x2': 0.35, 'x3': 0.45, 'x4': 0.55, 'x5': 0.65, 'x6': 0.75, 'x7': 0.85, 'x8': 0.95, 'x9': 0.0}, {'x0': 0.21, 'x1': 0.22, 'x2': 0.23, 'x3': 0.24, 'x4': 0.25, 'x5': 0.26, 'x6': 0.27, 'x7': 0.28, 'x8': 0.29, 'x9': 0.3}, {'x0': 0.11, 'x1': 0.21, 'x2': 0.31, 'x3': 0.41, 'x4': 0.51, 'x5': 0.61, 'x6': 0.71, 'x7': 0.81, 'x8': 0.91, 'x9': 0.01}]","{'x0': 0.12, 'x1': 0.15, 'x2': 0.18, 'x3': 0.22, 'x4': 0.26, 'x5': 0.3, 'x6': 0.34, 'x7': 0.38, 'x8': 0.42, 'x9': 0.46}",1
"[{'x0': 0.15, 'x1': 0.25, 'x2': 0.35, 'x3': 0.45, 'x4': 0.55, 'x5': 0.65, 'x6': 0.75, 'x7': 0.85, 'x8': 0.95, 'x9': 0.05}, {'x0': 0.1, 'x1': 0.3, 'x2': 0.5, 'x3': 0.7, 'x4': 0.9, 'x5': 0.2, 'x6': 0.4, 'x7': 0.6, 'x8': 0.8, 'x9': 0.01}, {'x0': 0.3, 'x1': 0.4, 'x2': 0.5, 'x3': 0.6, 'x4': 0.7, 'x5': 0.8, 'x6': 0.9, 'x7': 0.1, 'x8': 0.2, 'x9': 0.3}, {'x0': 0.4, 'x1': 0.5, 'x2': 0.6, 'x3': 0.7, 'x4': 0.8, 'x5': 0.9, 'x6': 0.1, 'x7': 0.2, 'x8': 0.3, 'x9': 0.4}, {'x0': 0.25, 'x1': 0.35, 'x2': 0.45, 'x3': 0.55, 'x4': 0.65, 'x5': 0.75, 'x6': 0.85, 'x7': 0.95, 'x8': 0.05, 'x9': 0.15}]","{'x0': 0.1, 'x1': 0.3, 'x2': 0.5, 'x3': 0.7, 'x4': 0.9, 'x5': 0.2, 'x6': 0.4, 'x7': 0.6, 'x8': 0.8, 'x9': 0.01}",1
"[{'x0': 0.2, 'x1': 0.3, 'x2': 0.4, 'x3': 0.5, 'x4': 0.6, 'x5': 0.7, 'x6': 0.8, 'x7': 0.9, 'x8': 0.0, 'x9': 0.01}, {'x0': 0.15, 'x1': 0.25, 'x2': 0.35, 'x3': 0.45, 'x4': 0.55, 'x5': 0.65, 'x6': 0.75, 'x7': 0.85, 'x8': 0.95, 'x9': 0.1}, {'x0': 0.22, 'x1': 0.18, 'x2': 0.14, 'x3': 0.1, 'x4': 0.06, 'x5': 0.02, 'x6': 0.12, 'x7': 0.16, 'x8': 0.2, 'x9': 0.24}, {'x0': 0.35, 'x1': 0.45, 'x2': 0.55, 'x3': 0.65, 'x4': 0.75, 'x5': 0.85, 'x6': 0.95, 'x7': 0.05, 'x8': 0.15, 'x9': 0.25}, {'x0': 0.4, 'x1': 0.2, 'x2': 0.3, 'x3': 0.1, 'x4': 0.5, 'x5': 0.6, 'x6': 0.7, 'x7': 0.8, 'x8': 0.9, 'x9': 0.4}]","{'x0': 0.2, 'x1': 0.3, 'x2': 0.4, 'x3': 0.5, 'x4': 0.6, 'x5': 0.7, 'x6': 0.8, 'x7': 0.9, 'x8': 0.0, 'x9': 0.01}",0
"[{'x0': 0.3, 'x1': 0.1, 'x2': 0.2, 'x3': 0.4, 'x4': 0.6, 'x5': 0.8, 'x6': 0.9, 'x7': 0.5, 'x8': 0.7, 'x9': 0.3}, {'x0': 0.2, 'x1': 0.2, 'x2': 0.3, 'x3': 0.4, 'x4': 0.5, 'x5': 0.1, 'x6': 0.2, 'x7': 0.3, 'x8': 0.4, 'x9': 0.5}, {'x0': 0.05, 'x1': 0.15, 'x2': 0.25, 'x3': 0.35, 'x4': 0.45, 'x5': 0.55, 'x6': 0.65, 'x7': 0.75, 'x8': 0.85, 'x9': 0.95}, {'x0': 0.15, 'x1': 0.25, 'x2': 0.35, 'x3': 0.45, 'x4': 0.55, 'x5': 0.65, 'x6': 0.75, 'x7': 0.85, 'x8': 0.95, 'x9': 0.0}, {'x0': 0.4, 'x1': 0.45, 'x2': 0.55, 'x3': 0.65, 'x4': 0.7, 'x5': 0.75, 'x6': 0.8, 'x7': 0.85, 'x8': 0.9, 'x9': 0.95}]","{'x0': 0.2, 'x1': 0.2, 'x2': 0.3, 'x3': 0.4, 'x4': 0.5, 'x5': 0.1, 'x6': 0.2, 'x7': 0.3, 'x8': 0.4, 'x9': 0.5}",1
"[{'x0': 0.55, 'x1': 0.45, 'x2': 0.35, 'x3': 0.25, 'x4': 0.15, 'x5': 0.05, 'x6': 0.4, 'x7': 0.35, 'x8': 0.3, 'x9': 0.25}, {'x0': 0.05, 'x1': 0.07, 'x2': 0.09, 'x3': 0.11, 'x4': 0.13, 'x5': 0.15, 'x6': 0.17, 'x7': 0.19, 'x8': 0.21, 'x9': 0.23}, {'x0': 0.15, 'x1': 0.25, 'x2': 0.35, 'x3': 0.45, 'x4': 0.55, 'x5': 0.65, 'x6': 0.75, 'x7': 0.85, 'x8': 0.95, 'x9': 0.85}, {'x0': 0.8, 'x1': 0.7, 'x2': 0.6, 'x3': 0.5, 'x4': 0.4, 'x5': 0.3, 'x6': 0.2, 'x7': 0.1, 'x8': 0.01, 'x9': 0.0}, {'x0': 0.12, 'x1': 0.18, 'x2': 0.24, 'x3': 0.3, 'x4': 0.36, 'x5': 0.42, 'x6': 0.48, 'x7': 0.54, 'x8': 0.6, 'x9': 0.66}]","{'x0': 0.05, 'x1': 0.07, 'x2': 0.09, 'x3': 0.11, 'x4': 0.13, 'x5': 0.15, 'x6': 0.17, 'x7': 0.19, 'x8': 0.21, 'x9': 0.23}",1
"[{'x0': 0.15, 'x1': 0.15, 'x2': 0.25, 'x3': 0.35, 'x4': 0.45, 'x5': 0.55, 'x6': 0.65, 'x7': 0.75, 'x8': 0.85, 'x9': 0.95}, {'x0': 0.08, 'x1': 0.12, 'x2': 0.16, 'x3': 0.2, 'x4': 0.24, 'x5': 0.28, 'x6': 0.32, 'x7': 0.36, 'x8': 0.4, 'x9': 0.44}, {'x0': 0.1, 'x1': 0.1, 'x2': 0.3, 'x3': 0.5, 'x4': 0.4, 'x5': 0.2, 'x6': 0.6, 'x7': 0.8, 'x8': 0.0, 'x9': 0.02}, {'x0': 0.11, 'x1': 0.13, 'x2': 0.15, 'x3': 0.17, 'x4': 0.19, 'x5': 0.21, 'x6': 0.23, 'x7': 0.25, 'x8': 0.27, 'x9': 0.29}, {'x0': 0.12, 'x1': 0.18, 'x2': 0.24, 'x3': 0.3, 'x4': 0.36, 'x5': 0.42, 'x6': 0.48, 'x7': 0.54, 'x8': 0.6, 'x9': 0.66}]","{'x0': 0.15, 'x1': 0.15, 'x2': 0.25, 'x3': 0.35, 'x4': 0.45, 'x5': 0.55, 'x6': 0.65, 'x7': 0.75, 'x8': 0.85, 'x9': 0.95}",0
"[{'x0': 0.05, 'x1': 0.15, 'x2': 0.25, 'x3': 0.35, 'x4': 0.45, 'x5': 0.55, 'x6': 0.65, 'x7': 0.75, 'x8': 0.85, 'x9': 0.95}, {'x0': 0.12, 'x1': 0.18, 'x2': 0.24, 'x3': 0.3, 'x4': 0.36, 'x5': 0.42, 'x6': 0.48, 'x7': 0.54, 'x8': 0.6, 'x9': 0.66}, {'x0': 0.1, 'x1': 0.2, 'x2': 0.3, 'x3': 0.4, 'x4': 0.5, 'x5': 0.6, 'x6': 0.7, 'x7': 0.8, 'x8': 0.0, 'x9': 0.1}, {'x0': 0.2, 'x1': 0.4, 'x2': 0.6, 'x3': 0.8, 'x4': 0.1, 'x5': 0.3, 'x6': 0.5, 'x7': 0.7, 'x8': 0.9, 'x9': 0.0}, {'x0': 0.01, 'x1': 0.02, 'x2': 0.03, 'x3': 0.04, 'x4': 0.05, 'x5': 0.06, 'x6': 0.07, 'x7': 0.08, 'x8': 0.09, 'x9': 0.1}]","{'x0': 0.1, 'x1': 0.2, 'x2': 0.3, 'x3': 0.4, 'x4': 0.5, 'x5': 0.6, 'x6': 0.7, 'x7': 0.8, 'x8': 0.0, 'x9': 0.1}",2
"[{'x0': 0.01, 'x1': 0.03, 'x2': 0.05, 'x3': 0.07, 'x4': 0.09, 'x5': 0.11, 'x6': 0.13, 'x7': 0.15, 'x8': 0.17, 'x9': 0.19}, {'x0': 0.8, 'x1': 0.75, 'x2': 0.7, 'x3': 0.65, 'x4': 0.6, 'x5': 0.55, 'x6': 0.5, 'x7': 0.45, 'x8': 0.4, 'x9': 0.35}, {'x0': 0.4, 'x1': 0.45, 'x2': 0.5, 'x3': 0.55, 'x4': 0.6, 'x5': 0.65, 'x6': 0.7, 'x7': 0.75, 'x8': 0.8, 'x9': 0.85}, {'x0': 0.3, 'x1': 0.31, 'x2': 0.32, 'x3': 0.33, 'x4': 0.34, 'x5': 0.35, 'x6': 0.36, 'x7': 0.37, 'x8': 0.38, 'x9': 0.39}, {'x0': 0.12, 'x1': 0.14, 'x2': 0.16, 'x3': 0.18, 'x4': 0.2, 'x5': 0.22, 'x6': 0.24, 'x7': 0.26, 'x8': 0.28, 'x9': 0.3}]","{'x0': 0.01, 'x1': 0.03, 'x2': 0.05, 'x3': 0.07, 'x4': 0.09, 'x5': 0.11, 'x6': 0.13, 'x7': 0.15, 'x8': 0.17, 'x9': 0.19}",0
"[{'x0': 0.5, 'x1': 0.4, 'x2': 0.3, 'x3': 0.2, 'x4': 0.1, 'x5': 0.9, 'x6': 0.8, 'x7': 0.7, 'x8': 0.6, 'x9': 0.0}, {'x0': 0.33, 'x1': 0.66, 'x2': 0.99, 'x3': 0.22, 'x4': 0.55, 'x5': 0.88, 'x6': 0.11, 'x7': 0.44, 'x8': 0.77, 'x9': 0.0}, {'x0': 0.95, 'x1': 0.92, 'x2': 0.89, 'x3': 0.87, 'x4': 0.85, 'x5': 0.82, 'x6': 0.8, 'x7': 0.78, 'x8': 0.76, 'x9': 0.74}, {'x0': 0.12, 'x1': 0.14, 'x2': 0.16, 'x3': 0.18, 'x4': 0.2, 'x5': 0.22, 'x6': 0.24, 'x7': 0.26, 'x8': 0.28, 'x9': 0.3}, {'x0': 0.25, 'x1': 0.75, 'x2': 0.1, 'x3': 0.9, 'x4': 0.2, 'x5': 0.6, 'x6': 0.3, 'x7': 0.4, 'x8': 0.5, 'x9': 0.0}]","{'x0': 0.5, 'x1': 0.4, 'x2': 0.3, 'x3': 0.2, 'x4': 0.1, 'x5': 0.9, 'x6': 0.8, 'x7': 0.7, 'x8': 0.6, 'x9': 0.0}",0
"[{'x0': 0.15, 'x1': 0.25, 'x2': 0.35, 'x3': 0.45, 'x4': 0.55, 'x5': 0.65, 'x6': 0.75, 'x7': 0.85, 'x8': 0.95, 'x9': 0.2}, {'x0': 0.05, 'x1': 0.09, 'x2': 0.15, 'x3': 0.21, 'x4': 0.27, 'x5': 0.33, 'x6': 0.39, 'x7': 0.45, 'x8': 0.51, 'x9': 0.57}, {'x0': 0.12, 'x1': 0.24, 'x2': 0.36, 'x3': 0.48, 'x4': 0.6, 'x5': 0.72, 'x6': 0.84, 'x7': 0.96, 'x8': 0.01, 'x9': 0.1}, {'x0': 0.23, 'x1': 0.18, 'x2': 0.36, 'x3': 0.54, 'x4': 0.72, 'x5': 0.9, 'x6': 0.0, 'x7': 0.1, 'x8': 0.3, 'x9': 0.4}, {'x0': 0.08, 'x1': 0.15, 'x2': 0.22, 'x3': 0.29, 'x4': 0.36, 'x5': 0.43, 'x6': 0.5, 'x7': 0.57, 'x8': 0.64, 'x9': 0.71}]","{'x0': 0.05, 'x1': 0.09, 'x2': 0.15, 'x3': 0.21, 'x4': 0.27, 'x5': 0.33, 'x6': 0.39, 'x7': 0.45, 'x8': 0.51, 'x9': 0.57}",1
"[{'x0': 0.4, 'x1': 0.3, 'x2': 0.2, 'x3': 0.1, 'x4': 0.0, 'x5': 0.1, 'x6': 0.2, 'x7': 0.3, 'x8': 0.4, 'x9': 0.5}, {'x0': 0.2, 'x1': 0.2, 'x2': 0.4, 'x3': 0.5, 'x4': 0.6, 'x5': 0.7, 'x6': 0.3, 'x7': 0.4, 'x8': 0.5, 'x9': 0.6}, {'x0': 0.1, 'x1': 0.2, 'x2': 0.3, 'x3': 0.4, 'x4': 0.5, 'x5': 0.6, 'x6': 0.1, 'x7': 0.2, 'x8': 0.3, 'x9': 0.4}, {'x0': 0.3, 'x1': 0.4, 'x2': 0.2, 'x3': 0.1, 'x4': 0.05, 'x5': 0.15, 'x6': 0.25, 'x7': 0.35, 'x8': 0.45, 'x9': 0.55}, {'x0': 0.15, 'x1': 0.25, 'x2': 0.35, 'x3': 0.45, 'x4': 0.55, 'x5': 0.65, 'x6': 0.75, 'x7': 0.85, 'x8': 0.95, 'x9': 0.0}]","{'x0': 0.1, 'x1': 0.2, 'x2': 0.3, 'x3': 0.4, 'x4': 0.5, 'x5': 0.6, 'x6': 0.1, 'x7': 0.2, 'x8': 0.3, 'x9': 0.4}",2
"[{'x0': 0.15, 'x1': 0.25, 'x2': 0.35, 'x3': 0.45, 'x4': 0.55, 'x5': 0.65, 'x6': 0.75, 'x7': 0.85, 'x8': 0.95, 'x9': 0.96}, {'x0': 0.4, 'x1': 0.2, 'x2': 0.4, 'x3': 0.2, 'x4': 0.4, 'x5': 0.2, 'x6': 0.4, 'x7': 0.2, 'x8': 0.4, 'x9': 0.2}, {'x0': 0.25, 'x1': 0.35, 'x2': 0.45, 'x3': 0.55, 'x4': 0.65, 'x5': 0.75, 'x6': 0.85, 'x7': 0.95, 'x8': 0.05, 'x9': 0.15}, {'x0': 0.2, 'x1': 0.4, 'x2': 0.6, 'x3': 0.8, 'x4': 0.1, 'x5': 0.3, 'x6': 0.5, 'x7': 0.7, 'x8': 0.9, 'x9': 0.0}, {'x0': 0.3, 'x1': 0.3, 'x2': 0.3, 'x3': 0.3, 'x4': 0.3, 'x5': 0.3, 'x6': 0.3, 'x7': 0.3, 'x8': 0.3, 'x9': 0.3}]","{'x0': 0.15, 'x1': 0.25, 'x2': 0.35, 'x3': 0.45, 'x4': 0.55, 'x5': 0.65, 'x6': 0.75, 'x7': 0.85, 'x8': 0.95, 'x9': 0.96}",0
