candidate_points,best_candidate,best_candidate_index
"[{'x0': 0.05, 'x1': 0.1, 'x2': 0.06, 'x3': 0.15, 'x4': 0.03, 'x5': 0.02, 'x6': 0.02, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.02, 'x1': 0.15, 'x2': 0.03, 'x3': 0.1, 'x4': 0.07, 'x5': 0.02, 'x6': 0.04, 'x7': 0.12, 'x8': 0.03, 'x9': 0.01}, {'x0': 0.01, 'x1': 0.3, 'x2': 0.05, 'x3': 0.2, 'x4': 0.1, 'x5': 0.01, 'x6': 0.03, 'x7': 0.05, 'x8': 0.02, 'x9': 0.01}, {'x0': 0.04, 'x1': 0.05, 'x2': 0.02, 'x3': 0.1, 'x4': 0.04, 'x5': 0.02, 'x6': 0.01, 'x7': 0.03, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.03, 'x1': 0.2, 'x2': 0.04, 'x3': 0.1, 'x4': 0.05, 'x5': 0.01, 'x6': 0.03, 'x7': 0.1, 'x8': 0.02, 'x9': 0.01}]","{'x0': 0.04, 'x1': 0.05, 'x2': 0.02, 'x3': 0.1, 'x4': 0.04, 'x5': 0.02, 'x6': 0.01, 'x7': 0.03, 'x8': 0.01, 'x9': 0.01}",3
"[{'x0': 0.02, 'x1': 0.15, 'x2': 0.04, 'x3': 0.05, 'x4': 0.02, 'x5': 0.01, 'x6': 0.03, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.1, 'x1': 0.2, 'x2': 0.1, 'x3': 0.1, 'x4': 0.05, 'x5': 0.1, 'x6': 0.1, 'x7': 0.1, 'x8': 0.02, 'x9': 0.01}, {'x0': 0.07, 'x1': 0.22, 'x2': 0.08, 'x3': 0.15, 'x4': 0.06, 'x5': 0.03, 'x6': 0.02, 'x7': 0.02, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.04, 'x1': 0.12, 'x2': 0.02, 'x3': 0.09, 'x4': 0.04, 'x5': 0.03, 'x6': 0.01, 'x7': 0.02, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.2, 'x1': 0.3, 'x2': 0.2, 'x3': 0.4, 'x4': 0.1, 'x5': 0.1, 'x6': 0.15, 'x7': 0.1, 'x8': 0.01, 'x9': 0.01}]","{'x0': 0.04, 'x1': 0.12, 'x2': 0.02, 'x3': 0.09, 'x4': 0.04, 'x5': 0.03, 'x6': 0.01, 'x7': 0.02, 'x8': 0.01, 'x9': 0.01}",3
"[{'x0': 0.12, 'x1': 0.15, 'x2': 0.18, 'x3': 0.14, 'x4': 0.11, 'x5': 0.09, 'x6': 0.07, 'x7': 0.08, 'x8': 0.06, 'x9': 0.05}, {'x0': 0.02, 'x1': 0.05, 'x2': 0.01, 'x3': 0.03, 'x4': 0.01, 'x5': 0.01, 'x6': 0.01, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.1, 'x1': 0.1, 'x2': 0.1, 'x3': 0.1, 'x4': 0.1, 'x5': 0.1, 'x6': 0.1, 'x7': 0.1, 'x8': 0.1, 'x9': 0.1}, {'x0': 0.15, 'x1': 0.2, 'x2': 0.1, 'x3': 0.1, 'x4': 0.2, 'x5': 0.1, 'x6': 0.1, 'x7': 0.1, 'x8': 0.1, 'x9': 0.1}, {'x0': 0.2, 'x1': 0.25, 'x2': 0.3, 'x3': 0.2, 'x4': 0.15, 'x5': 0.1, 'x6': 0.1, 'x7': 0.1, 'x8': 0.1, 'x9': 0.1}]","{'x0': 0.15, 'x1': 0.2, 'x2': 0.1, 'x3': 0.1, 'x4': 0.2, 'x5': 0.1, 'x6': 0.1, 'x7': 0.1, 'x8': 0.1, 'x9': 0.1}",3
"[{'x0': 0.1, 'x1': 0.2, 'x2': 0.1, 'x3': 0.3, 'x4': 0.4, 'x5': 0.2, 'x6': 0.3, 'x7': 0.1, 'x8': 0.05, 'x9': 0.01}, {'x0': 0.12, 'x1': 0.25, 'x2': 0.15, 'x3': 0.1, 'x4': 0.3, 'x5': 0.2, 'x6': 0.25, 'x7': 0.05, 'x8': 0.02, 'x9': 0.04}, {'x0': 0.03, 'x1': 0.1, 'x2': 0.2, 'x3': 0.25, 'x4': 0.15, 'x5': 0.1, 'x6': 0.05, 'x7': 0.1, 'x8': 0.01, 'x9': 0.02}, {'x0': 0.05, 'x1': 0.15, 'x2': 0.25, 'x3': 0.2, 'x4': 0.1, 'x5': 0.05, 'x6': 0.15, 'x7': 0.1, 'x8': 0.02, 'x9': 0.03}, {'x0': 0.08, 'x1': 0.18, 'x2': 0.22, 'x3': 0.14, 'x4': 0.11, 'x5': 0.09, 'x6': 0.12, 'x7': 0.07, 'x8': 0.03, 'x9': 0.02}]","{'x0': 0.03, 'x1': 0.1, 'x2': 0.2, 'x3': 0.25, 'x4': 0.15, 'x5': 0.1, 'x6': 0.05, 'x7': 0.1, 'x8': 0.01, 'x9': 0.02}",2
"[{'x0': 0.05, 'x1': 0.15, 'x2': 0.07, 'x3': 0.12, 'x4': 0.08, 'x5': 0.05, 'x6': 0.03, 'x7': 0.02, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.08, 'x1': 0.35, 'x2': 0.12, 'x3': 0.28, 'x4': 0.18, 'x5': 0.06, 'x6': 0.14, 'x7': 0.09, 'x8': 0.04, 'x9': 0.01}, {'x0': 0.11, 'x1': 0.18, 'x2': 0.05, 'x3': 0.15, 'x4': 0.13, 'x5': 0.07, 'x6': 0.1, 'x7': 0.15, 'x8': 0.03, 'x9': 0.02}, {'x0': 0.12, 'x1': 0.28, 'x2': 0.15, 'x3': 0.2, 'x4': 0.1, 'x5': 0.12, 'x6': 0.08, 'x7': 0.07, 'x8': 0.02, 'x9': 0.02}, {'x0': 0.09, 'x1': 0.21, 'x2': 0.1, 'x3': 0.14, 'x4': 0.12, 'x5': 0.11, 'x6': 0.09, 'x7': 0.13, 'x8': 0.02, 'x9': 0.01}]","{'x0': 0.11, 'x1': 0.18, 'x2': 0.05, 'x3': 0.15, 'x4': 0.13, 'x5': 0.07, 'x6': 0.1, 'x7': 0.15, 'x8': 0.03, 'x9': 0.02}",2
"[{'x0': 0.03, 'x1': 0.3, 'x2': 0.2, 'x3': 0.1, 'x4': 0.1, 'x5': 0.1, 'x6': 0.1, 'x7': 0.1, 'x8': 0.02, 'x9': 0.01}, {'x0': 0.08, 'x1': 0.2, 'x2': 0.1, 'x3': 0.15, 'x4': 0.15, 'x5': 0.1, 'x6': 0.1, 'x7': 0.1, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.12, 'x1': 0.2, 'x2': 0.15, 'x3': 0.1, 'x4': 0.1, 'x5': 0.1, 'x6': 0.1, 'x7': 0.1, 'x8': 0.03, 'x9': 0.02}, {'x0': 0.05, 'x1': 0.15, 'x2': 0.08, 'x3': 0.1, 'x4': 0.1, 'x5': 0.1, 'x6': 0.1, 'x7': 0.1, 'x8': 0.02, 'x9': 0.01}, {'x0': 0.1, 'x1': 0.1, 'x2': 0.1, 'x3': 0.2, 'x4': 0.2, 'x5': 0.2, 'x6': 0.1, 'x7': 0.1, 'x8': 0.01, 'x9': 0.01}]","{'x0': 0.08, 'x1': 0.2, 'x2': 0.1, 'x3': 0.15, 'x4': 0.15, 'x5': 0.1, 'x6': 0.1, 'x7': 0.1, 'x8': 0.01, 'x9': 0.01}",1
"[{'x0': 0.03, 'x1': 0.12, 'x2': 0.05, 'x3': 0.15, 'x4': 0.08, 'x5': 0.01, 'x6': 0.02, 'x7': 0.02, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.02, 'x1': 0.15, 'x2': 0.04, 'x3': 0.1, 'x4': 0.05, 'x5': 0.02, 'x6': 0.03, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.05, 'x1': 0.1, 'x2': 0.03, 'x3': 0.12, 'x4': 0.06, 'x5': 0.02, 'x6': 0.03, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.04, 'x1': 0.2, 'x2': 0.08, 'x3': 0.2, 'x4': 0.1, 'x5': 0.1, 'x6': 0.06, 'x7': 0.1, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.01, 'x1': 0.05, 'x2': 0.02, 'x3': 0.1, 'x4': 0.07, 'x5': 0.04, 'x6': 0.01, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}]","{'x0': 0.01, 'x1': 0.05, 'x2': 0.02, 'x3': 0.1, 'x4': 0.07, 'x5': 0.04, 'x6': 0.01, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}",4
"[{'x0': 0.05, 'x1': 0.1, 'x2': 0.03, 'x3': 0.08, 'x4': 0.02, 'x5': 0.02, 'x6': 0.01, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.02, 'x1': 0.03, 'x2': 0.01, 'x3': 0.05, 'x4': 0.03, 'x5': 0.01, 'x6': 0.01, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.01, 'x1': 0.02, 'x2': 0.01, 'x3': 0.03, 'x4': 0.02, 'x5': 0.01, 'x6': 0.01, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.03, 'x1': 0.04, 'x2': 0.02, 'x3': 0.05, 'x4': 0.01, 'x5': 0.01, 'x6': 0.01, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.0, 'x1': 0.01, 'x2': 0.01, 'x3': 0.02, 'x4': 0.01, 'x5': 0.01, 'x6': 0.01, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}]","{'x0': 0.01, 'x1': 0.02, 'x2': 0.01, 'x3': 0.03, 'x4': 0.02, 'x5': 0.01, 'x6': 0.01, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}",2
"[{'x0': 0.06, 'x1': 0.12, 'x2': 0.06, 'x3': 0.09, 'x4': 0.05, 'x5': 0.03, 'x6': 0.02, 'x7': 0.02, 'x8': 0.02, 'x9': 0.01}, {'x0': 0.02, 'x1': 0.03, 'x2': 0.02, 'x3': 0.05, 'x4': 0.01, 'x5': 0.01, 'x6': 0.01, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.05, 'x1': 0.1, 'x2': 0.1, 'x3': 0.12, 'x4': 0.03, 'x5': 0.02, 'x6': 0.02, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.04, 'x1': 0.15, 'x2': 0.03, 'x3': 0.08, 'x4': 0.07, 'x5': 0.04, 'x6': 0.03, 'x7': 0.04, 'x8': 0.02, 'x9': 0.02}, {'x0': 0.03, 'x1': 0.07, 'x2': 0.02, 'x3': 0.06, 'x4': 0.04, 'x5': 0.02, 'x6': 0.01, 'x7': 0.02, 'x8': 0.01, 'x9': 0.01}]","{'x0': 0.03, 'x1': 0.07, 'x2': 0.02, 'x3': 0.06, 'x4': 0.04, 'x5': 0.02, 'x6': 0.01, 'x7': 0.02, 'x8': 0.01, 'x9': 0.01}",4
"[{'x0': 0.1, 'x1': 0.3, 'x2': 0.12, 'x3': 0.18, 'x4': 0.2, 'x5': 0.07, 'x6': 0.1, 'x7': 0.05, 'x8': 0.03, 'x9': 0.01}, {'x0': 0.12, 'x1': 0.35, 'x2': 0.1, 'x3': 0.22, 'x4': 0.15, 'x5': 0.1, 'x6': 0.1, 'x7': 0.1, 'x8': 0.02, 'x9': 0.01}, {'x0': 0.07, 'x1': 0.1, 'x2': 0.08, 'x3': 0.12, 'x4': 0.1, 'x5': 0.05, 'x6': 0.01, 'x7': 0.15, 'x8': 0.03, 'x9': 0.01}, {'x0': 0.03, 'x1': 0.2, 'x2': 0.15, 'x3': 0.1, 'x4': 0.1, 'x5': 0.1, 'x6': 0.02, 'x7': 0.2, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.05, 'x1': 0.15, 'x2': 0.1, 'x3': 0.2, 'x4': 0.1, 'x5': 0.05, 'x6': 0.05, 'x7': 0.1, 'x8': 0.02, 'x9': 0.01}]","{'x0': 0.07, 'x1': 0.1, 'x2': 0.08, 'x3': 0.12, 'x4': 0.1, 'x5': 0.05, 'x6': 0.01, 'x7': 0.15, 'x8': 0.03, 'x9': 0.01}",2
"[{'x0': 0.05, 'x1': 0.07, 'x2': 0.03, 'x3': 0.05, 'x4': 0.02, 'x5': 0.01, 'x6': 0.01, 'x7': 0.02, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.03, 'x1': 0.02, 'x2': 0.01, 'x3': 0.02, 'x4': 0.01, 'x5': 0.01, 'x6': 0.01, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.02, 'x1': 0.03, 'x2': 0.01, 'x3': 0.04, 'x4': 0.01, 'x5': 0.01, 'x6': 0.01, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.01, 'x1': 0.04, 'x2': 0.01, 'x3': 0.05, 'x4': 0.01, 'x5': 0.01, 'x6': 0.02, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.01, 'x1': 0.01, 'x2': 0.01, 'x3': 0.01, 'x4': 0.01, 'x5': 0.01, 'x6': 0.01, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}]","{'x0': 0.05, 'x1': 0.07, 'x2': 0.03, 'x3': 0.05, 'x4': 0.02, 'x5': 0.01, 'x6': 0.01, 'x7': 0.02, 'x8': 0.01, 'x9': 0.01}",0
"[{'x0': 0.1, 'x1': 0.4, 'x2': 0.12, 'x3': 0.3, 'x4': 0.1, 'x5': 0.25, 'x6': 0.2, 'x7': 0.3, 'x8': 0.15, 'x9': 0.02}, {'x0': 0.25, 'x1': 0.35, 'x2': 0.2, 'x3': 0.25, 'x4': 0.1, 'x5': 0.15, 'x6': 0.2, 'x7': 0.2, 'x8': 0.1, 'x9': 0.02}, {'x0': 0.3, 'x1': 0.4, 'x2': 0.1, 'x3': 0.15, 'x4': 0.2, 'x5': 0.2, 'x6': 0.3, 'x7': 0.25, 'x8': 0.1, 'x9': 0.01}, {'x0': 0.2, 'x1': 0.3, 'x2': 0.15, 'x3': 0.2, 'x4': 0.2, 'x5': 0.15, 'x6': 0.25, 'x7': 0.1, 'x8': 0.05, 'x9': 0.01}, {'x0': 0.12, 'x1': 0.5, 'x2': 0.18, 'x3': 0.24, 'x4': 0.15, 'x5': 0.18, 'x6': 0.25, 'x7': 0.3, 'x8': 0.12, 'x9': 0.03}]","{'x0': 0.1, 'x1': 0.4, 'x2': 0.12, 'x3': 0.3, 'x4': 0.1, 'x5': 0.25, 'x6': 0.2, 'x7': 0.3, 'x8': 0.15, 'x9': 0.02}",0
