surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.04, 'F2': 1.06}","{'F1': 0.0, 'F2': 1.006}"
"{'F1': 0.04, 'F2': 1.06}","{'F1': 0.0, 'F2': 1.012}"
"{'F1': 0.04, 'F2': 1.06}","{'F1': 0.0, 'F2': 1.019}"
"{'F1': 0.01, 'F2': 0.94}","{'F1': 0.0, 'F2': 1.031}"
"{'F1': 0.01, 'F2': 0.94}","{'F1': 0.01, 'F2': 0.903}"
"{'F1': 0.01, 'F2': 0.94}","{'F1': 0.0, 'F2': 1.009}"
"{'F1': 0.01, 'F2': 0.94}","{'F1': 0.0, 'F2': 1.003}"
"{'F1': 0.01, 'F2': 0.9}","{'F1': 0.01, 'F2': 0.9}"
"{'F1': 0.01, 'F2': 0.9}","{'F1': 0.0, 'F2': 1.062}"
"{'F1': 0.01, 'F2': 0.9}","{'F1': 0.01, 'F2': 0.938}"
"{'F1': 0.01, 'F2': 0.9}","{'F1': 0.02, 'F2': 0.913}"
"{'F1': 0.01, 'F2': 0.94}","{'F1': 0.0, 'F2': 1.006}"
"{'F1': 0.01, 'F2': 0.94}","{'F1': 0.0, 'F2': 1.006}"
"{'F1': 0.01, 'F2': 0.94}","{'F1': 0.0, 'F2': 1.012}"
"{'F1': 0.01, 'F2': 0.94}","{'F1': 0.01, 'F2': 0.903}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.006}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.003}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.009}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.012}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.006}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.006}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.006}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.006}"
"{'F1': 0.01, 'F2': 1.06}","{'F1': 0.01, 'F2': 0.906}"
"{'F1': 0.01, 'F2': 1.06}","{'F1': 0.0, 'F2': 1.003}"
"{'F1': 0.01, 'F2': 1.06}","{'F1': 0.0, 'F2': 1.016}"
"{'F1': 0.01, 'F2': 1.06}","{'F1': 0.01, 'F2': 0.915}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.1, 'F2': 1.002}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.01, 'F2': 0.903}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.006}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.006}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.009}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.012}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.009}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.006}"
"{'F1': 0.01, 'F2': 0.94}","{'F1': 0.0, 'F2': 1.006}"
"{'F1': 0.01, 'F2': 0.94}","{'F1': 0.01, 'F2': 0.912}"
"{'F1': 0.01, 'F2': 0.94}","{'F1': 0.0, 'F2': 1.012}"
"{'F1': 0.01, 'F2': 0.94}","{'F1': 0.0, 'F2': 1.019}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.009}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.009}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.006}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.006}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.016}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.1, 'F2': 1.464}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.2, 'F2': 2.052}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.01, 'F2': 2.281}"
